ticker,pdufa_date,outcome,confidence,cohort,year,entry_date,exit_date,entry_px,ret,excess,beat_xbi,rs_21,rs_63,rs_126,mom_126,beta_xbi,atr14,dnvol_60,review_priority,prior_fda_approvals,adv_usd,premom_60_30,prevol_60_30,xbi_above_200d,xbi_ret_63d,vix,tnx,tnx_chg_63d,split
SLS,2025-02-20,CRL,price-only,P,2025,2025-01-21,2025-02-13,1.15,0.104348,0.101475,1,0.34992,0.00849,0.107656,0.036036,0.5872,0.07826,0.03047,,0,1441106.0,0.292135,0.04414,0,-0.08849,15.06,4.574,0.1167,IS
IBRX,2025-02-19,Approved,price-only,P,2025,2025-01-17,2025-02-12,2.94,0.102041,0.079306,1,0.032409,-0.085082,-0.41041,-0.508361,1.6998,0.08613,0.05521,,0,16960284.0,0.122137,0.076995,0,-0.122465,15.97,4.609,0.1477,IS
HRMY,2025-02-19,CRL,price-only,P,2025,2025-01-17,2025-02-12,39.05,-0.030986,-0.053721,0,0.25281,0.243303,0.293603,0.195652,0.7392,0.03519,0.02758,,2,21059128.0,0.139148,0.024392,0,-0.122465,15.97,4.609,0.1477,IS
GSK,2025-02-17,Approved,price-only,P,2025,2025-01-17,2025-02-10,31.5093,0.090936,0.063995,1,0.067157,-0.015192,-0.034908,-0.132858,0.2116,0.01877,0.01052,,0,121110907.0,0.0,0.012283,0,-0.122465,15.97,4.609,0.1477,IS
ALLO,2025-02-14,CRL,source-verified,P,2025,2025-01-15,2025-02-07,1.87,-0.192513,-0.222892,0,-0.01431,-0.182815,-0.335287,-0.465714,1.9831,0.10084,0.03892,,0,6390585.0,-0.092233,0.049149,0,-0.106158,16.12,4.653,0.1354,IS
CLLS,2025-02-14,CRL,price-only,P,2025,2025-01-15,2025-02-07,1.64,-0.067073,-0.097451,0,-0.053566,-0.052816,-0.113812,-0.24424,0.3245,0.11807,0.02926,,0,405155.0,-0.052023,0.100633,0,-0.106158,16.12,4.653,0.1354,IS
ALPMY,2025-02-13,Approved,price-only,P,2025,2025-01-14,2025-02-06,9.2931,-0.01782,-0.095249,0,0.028923,-0.063533,0.067379,-0.064997,0.0081,0.03328,0.01257,STANDARD,39,3455496.0,-0.053571,0.008603,0,-0.121779,18.71,4.788,0.1755,IS
PFE,2025-02-12,Approved,price-only,P,2025,2025-01-13,2025-02-05,24.1808,0.002877,-0.059616,0,0.133169,0.001272,0.05354,-0.04563,0.3135,0.0202,0.01071,STANDARD,92,1076918855.0,0.047694,0.014599,0,-0.073655,19.19,4.803,0.1726,IS
RHHBY,2025-02-12,Approved,price-only,P,2025,2025-01-13,2025-02-05,33.9508,0.119923,0.05743,1,0.100498,0.004707,0.11318,0.01401,0.2331,0.01546,0.0089,STANDARD,19,50626430.0,0.022605,0.011398,0,-0.073655,19.19,4.803,0.1726,IS
ABBV,2025-02-07,Approved,price-only,P,2025,2025-01-08,2025-01-31,169.6852,0.039967,0.036068,1,0.081973,-0.018493,0.112949,0.079923,0.3478,0.01807,0.01794,PRIORITY,95,1033854908.0,0.010931,0.010881,0,-0.049299,17.7,4.693,0.1636,IS
RNAZ,2025-02-06,Approved,price-only,P,2025,2025-01-07,2025-01-30,101.08,1.229917,1.222702,1,-0.539265,-0.761907,-0.855584,-0.871301,0.8329,0.16609,0.07626,,0,453404.0,-0.532988,0.100033,0,-0.035886,17.82,4.683,0.1632,IS
SUPN,2025-02-04,Approved,price-only,P,2025,2025-01-03,2025-01-28,36.92,0.060401,0.052068,1,0.051047,0.193895,0.410549,0.418363,0.3121,0.03206,0.01058,,0,13164654.0,-0.006726,0.012862,0,-0.043739,16.13,4.596,0.1938,IS
RHHBY,2025-02-04,Approved,price-only,P,2025,2025-01-03,2025-01-28,33.0033,0.106879,0.098546,1,0.033416,-0.037243,0.025979,0.033794,0.158,0.01684,0.0088,STANDARD,19,40351679.0,-0.036428,0.010963,0,-0.043739,16.13,4.596,0.1938,IS
VRTX,2025-01-30,Approved,price-only,P,2025,2024-12-31,2025-01-23,402.7,0.091954,0.059531,1,-0.043834,-0.062045,-0.135976,-0.150027,0.5412,0.03661,0.01963,,0,799314412.0,-0.139769,0.028358,0,-0.080709,17.35,4.573,0.2217,IS
AXSM,2025-01-30,Approved,price-only,P,2025,2024-12-31,2025-01-23,84.61,0.227869,0.195446,1,-0.042632,0.015523,0.086014,0.071963,0.5486,0.05175,0.01518,STANDARD,1,62386098.0,-0.138566,0.020528,0,-0.080709,17.35,4.573,0.2217,IS
NVS,2025-01-29,Approved,price-only,P,2025,2024-12-30,2025-01-22,91.0671,0.00863,-0.006054,0,0.029172,-0.063647,-0.052764,-0.086446,0.1858,0.01264,0.0095,STANDARD,87,105007802.0,-0.079796,0.00985,0,-0.090152,17.4,4.545,0.1954,IS
NVO,2025-01-28,Approved,price-only,P,2025,2024-12-27,2025-01-21,82.0183,-0.072565,-0.06337,0,-0.100922,-0.2046,-0.371126,-0.385617,0.4889,0.05006,0.02593,STANDARD,9,782969059.0,-0.181929,0.043368,0,-0.071899,15.95,4.619,0.2321,IS
DSNKY,2025-01-27,Approved,price-only,P,2025,2024-12-27,2025-01-17,27.6836,-0.041189,-0.004189,0,0.018767,-0.079546,-0.172331,-0.186822,0.3654,0.03746,0.01376,,1,5554855.0,-0.089367,0.019568,0,-0.071899,15.95,4.619,0.2321,IS
AZN,2025-01-27,Approved,price-only,P,2025,2024-12-27,2025-01-17,128.4127,0.005131,0.042132,1,0.074335,-0.074455,-0.13069,-0.145182,0.2337,0.01694,0.01448,PRIORITY,58,359260979.0,-0.013988,0.013685,0,-0.071899,15.95,4.619,0.2321,IS
BIIB,2025-01-26,Approved,price-only,P,2025,2024-12-27,2025-01-17,151.31,-0.071112,-0.034112,0,0.035383,-0.150837,-0.332804,-0.347295,0.4277,0.02495,0.01218,,6,235077219.0,-0.053307,0.013636,0,-0.071899,15.95,4.619,0.2321,IS
AMRX,2025-01-23,Approved,price-only,P,2025,2024-12-24,2025-01-16,7.85,0.058599,0.103065,1,-0.020129,0.000244,0.21539,0.213292,0.8801,0.03475,0.01521,STANDARD,86,9330131.0,-0.064362,0.022108,0,-0.058997,14.27,4.591,0.2142,IS
LSTA,2025-01-22,CRL,source-verified,P,2025,2024-12-23,2025-01-15,3.02,0.231788,0.268136,1,0.088905,0.085896,-0.131869,-0.144476,0.5569,0.07379,0.02037,,0,52422.0,0.048611,0.042783,0,-0.069061,16.78,4.599,0.231,IS
CHRS,2025-01-22,CRL,price-only,P,2025,2024-12-23,2025-01-15,1.43,0.020979,0.057327,1,0.325525,0.499061,-0.08233,-0.094937,1.6031,0.13187,0.03484,,0,16415273.0,0.311927,0.087013,0,-0.069061,16.78,4.599,0.231,IS
IRON,2025-01-21,Approved,price-only,P,2025,2024-12-20,2025-01-14,64.5,-0.103411,-0.052829,0,0.060215,0.453548,0.46007,0.433971,0.8278,0.05184,0.01923,,0,17112880.0,-0.007081,0.023061,0,-0.079746,18.36,4.524,0.2099,IS
JNJ,2025-01-21,Approved,price-only,P,2025,2024-12-20,2025-01-14,138.6404,0.001938,0.05252,1,-0.019819,-0.028027,0.010102,-0.015997,0.0562,0.01704,0.00693,,0,1339137456.0,-0.061486,0.00896,0,-0.079746,18.36,4.524,0.2099,IS
INBX,2025-01-21,CRL,price-only,P,2025,2024-12-20,2025-01-14,14.6,-0.127397,-0.076815,0,0.068926,0.011463,-0.030139,-0.056238,1.0782,0.05246,0.01882,,0,1204709.0,0.036932,0.027324,0,-0.079746,18.36,4.524,0.2099,IS
AZN,2025-01-17,Approved,price-only,P,2025,2024-12-18,2025-01-10,125.2731,0.036665,0.04208,1,0.041794,-0.05883,-0.173972,-0.172132,0.2208,0.01859,0.01448,PRIORITY,58,379930713.0,0.019719,0.014228,0,-0.121905,27.62,4.494,0.2016,IS
AMGN,2025-01-17,Approved,price-only,P,2025,2024-12-18,2025-01-10,247.0321,0.013332,0.018748,1,-0.0496,-0.101642,-0.15423,-0.152391,0.5732,0.02294,0.01597,PRIORITY,9,1294337789.0,-0.071675,0.015976,0,-0.121905,27.62,4.494,0.2016,IS
ATRA,2025-01-16,CRL,source-verified,P,2025,2024-12-17,2025-01-08,10.35,0.597101,0.621173,1,-0.167556,0.376682,-0.007884,0.048101,2.006,0.08608,0.03275,,0,896313.0,-0.1375,0.041506,0,-0.061562,15.87,4.385,0.19,IS
INCY,2025-01-16,Approved,price-only,P,2025,2024-12-17,2025-01-08,69.4,0.053746,0.077818,1,-0.115333,0.126469,0.073572,0.129557,0.6872,0.03029,0.01613,,0,166459040.0,-0.085277,0.026744,0,-0.061562,15.87,4.385,0.19,IS
SNDX,2025-01-16,Approved,price-only,P,2025,2024-12-17,2025-01-08,13.63,0.013206,0.037278,1,-0.169032,-0.181216,-0.340875,-0.28489,1.5146,0.06032,0.03853,,1,29364694.0,-0.138977,0.030308,0,-0.061562,15.87,4.385,0.19,IS
LEXX,2025-01-15,Approved,price-only,P,2025,2024-12-16,2025-01-08,2.16,0.023148,0.048971,1,0.041558,-0.276245,-0.310289,-0.262799,0.6849,0.12103,0.02897,,0,440225.0,0.074627,0.059756,0,-0.061179,14.69,4.397,0.2073,IS
LLY,2025-01-15,Approved,price-only,P,2025,2024-12-16,2025-01-08,770.6176,0.010552,0.036375,1,0.015135,-0.077745,-0.164584,-0.117094,0.6398,0.02718,0.01538,STANDARD,68,3071505619.0,0.043956,0.01731,0,-0.061179,14.69,4.397,0.2073,IS
PHIO,2025-01-13,CRL,source-verified,P,2025,2024-12-13,2025-01-06,2.81,-0.345196,-0.332487,0,0.261838,-0.073389,-0.580272,-0.560869,1.0835,0.07463,0.04416,,0,117353.0,0.26009,0.050896,0,-0.077668,13.81,4.399,0.2149,IS
JSPR,2025-01-08,CRL,source-verified,P,2025,2024-12-09,2024-12-31,22.4,-0.045536,0.0377,1,0.033525,0.102417,-0.13415,-0.064718,1.6621,0.07562,0.0336,,0,4587511.0,-0.086832,0.03535,1,0.001575,14.19,4.199,0.1517,IS
KZIA,2025-01-02,Approved,price-only,P,2025,2024-12-03,2024-12-26,24.7,-0.388664,-0.337103,0,-0.089156,0.308278,0.902991,0.976,2.3496,0.12449,0.0466,,0,428176.0,-0.105072,0.087056,1,-0.008278,13.3,4.223,0.1208,IS
ANIP,2025-01-02,Approved,price-only,P,2025,2024-12-03,2024-12-26,56.87,-0.02409,0.027471,1,-0.006768,-0.088163,-0.194843,-0.121835,0.8191,0.03945,0.01678,,0,16367375.0,-0.022684,0.024096,1,-0.008278,13.3,4.223,0.1208,IS
IMCR,2022-01-25,Approved,drugscom-approval,regime2223,2022,2021-12-23,2022-01-18,35.44,-0.40491,-0.204436,0,-0.022506,0.112759,,,,0.0743,0.02608,,,2469430.0,-0.025838,0.058343,0,-0.093196,17.96,1.493,0.0226,OOS_regime
AGIO,2022-02-17,Approved,drugscom-approval,regime2223,2022,2022-01-18,2022-02-10,31.14,-0.00289,-0.001197,0,0.135095,-0.068529,,,,0.05517,0.02272,,0,15513319.0,-0.083309,0.028343,0,-0.228219,22.79,1.865,0.1774,OOS_regime
BTAI,2022-04-05,Approved,drugscom-approval,regime2223,2022,2022-03-04,2022-03-29,265.44,0.325497,0.210479,1,0.141898,-0.000822,-0.075005,-0.460488,1.5898,0.0694,0.03258,,,5156682.0,0.059387,0.047578,0,-0.267697,31.98,1.724,0.1906,OOS_regime
SLGL,2022-04-22,Approved,drugscom-approval,regime2223,2022,2022-03-23,2022-04-14,71.85,0.000696,0.023954,1,-0.02906,0.278104,0.101611,-0.21044,0.4095,0.04575,0.01915,,,50551.0,-0.025102,0.024711,0,-0.229199,23.57,2.321,0.5609,OOS_regime
PHAT,2022-05-03,Approved,drugscom-approval,regime2223,2022,2022-04-01,2022-04-26,14.24,-0.093399,0.084276,1,-0.281641,-0.109031,-0.297474,-0.558313,0.8503,0.07214,0.02964,PRIORITY,0,1630635.0,-0.180196,0.051648,0,-0.167024,19.63,2.377,0.5721,OOS_regime
ARQT,2022-07-29,Approved,drugscom-approval,regime2223,2022,2022-06-29,2022-07-22,22.12,-0.027125,-0.105734,0,0.001648,0.399344,0.395632,0.056351,0.9374,0.06939,0.03239,STANDARD,0,10084839.0,0.053835,0.036576,0,-0.200428,28.16,3.093,0.2887,OOS_regime
CHRS,2022-08-02,Approved,drugscom-approval,regime2223,2022,2022-07-01,2022-07-26,7.83,-0.051086,-0.113275,0,-0.069563,-0.245073,-0.208168,-0.532258,0.8471,0.05971,0.03232,,0,7568310.0,0.034346,0.048779,0,-0.14842,26.7,2.889,0.2415,OOS_regime
AXSM,2022-08-18,Approved,drugscom-approval,regime2223,2022,2022-07-19,2022-08-11,43.97,0.030703,-0.05857,0,0.719741,0.347639,0.708076,0.537413,1.2307,0.07143,0.05328,PRIORITY,0,98067101.0,0.937858,0.115695,0,-0.002991,24.5,3.019,0.0549,OOS_regime
HRTX,2022-09-16,Approved,drugscom-approval,regime2223,2022,2022-08-17,2022-09-09,5.11,-0.009785,0.007632,1,0.547468,0.094856,-0.358478,-0.421946,1.2414,0.09128,0.03557,,,13915264.0,0.812057,0.063622,0,0.253429,19.9,2.893,-0.0253,OOS_regime
FENC,2022-09-20,Approved,drugscom-approval,regime2223,2022,2022-08-19,2022-09-13,6.36,0.04717,0.083036,1,-0.105275,-0.160941,0.34014,0.303279,0.3104,0.05099,0.01451,,,377033.0,-0.071533,0.025307,0,0.257493,20.6,2.989,0.0469,OOS_regime
HROW,2022-09-27,Approved,drugscom-approval,regime2223,2022,2022-08-26,2022-09-20,9.21,-0.091205,-0.05534,0,0.34179,0.108436,0.247559,0.194553,0.266,0.06778,0.02109,,,662982.0,0.370536,0.04049,0,0.242004,25.56,3.035,0.1012,OOS_regime
AMLX,2022-09-29,Approved,drugscom-approval,regime2223,2022,2022-08-30,2022-09-22,24.03,0.213067,0.273356,1,-0.114643,1.494837,-0.075775,-0.14301,0.8398,0.07085,0.02436,,,14528796.0,-0.10967,0.030482,0,0.2082,26.21,3.11,0.0935,OOS_regime
TGTX,2022-12-28,Approved,drugscom-approval,regime2223,2022,2022-11-28,2022-12-21,7.98,0.106516,0.06973,1,0.518398,0.26226,0.42311,0.54352,2.271,0.10926,0.0417,,,23521623.0,0.395105,0.146278,0,-0.051334,22.21,3.703,0.1907,OOS_regime
VCEL,2022-12-28,Approved,drugscom-approval,regime2223,2022,2022-11-28,2022-12-21,21.09,0.170697,0.133911,1,-0.167302,-0.147983,-0.369075,-0.248664,1.0506,0.08968,0.03775,,,11824600.0,-0.19962,0.085108,0,-0.051334,22.21,3.703,0.1907,OOS_regime
TVTX,2023-02-17,Approved,drugscom-approval,regime2223,2023,2023-01-18,2023-02-10,21.0,-0.024286,-0.022421,0,0.072054,-0.092972,-0.191623,-0.162345,0.9901,0.04804,0.01809,PRIORITY,0,18046746.0,0.086957,0.023366,1,0.062949,20.34,3.375,-0.1594,OOS_regime
ACAD,2023-03-10,Approved,drugscom-approval,regime2223,2023,2023-02-08,2023-03-03,19.72,0.03144,0.07273,1,0.096788,0.258941,0.255012,0.215783,1.0086,0.02901,0.01346,,0,24740107.0,0.169632,0.025442,1,0.101997,19.63,3.653,-0.1331,OOS_regime
MCRB,2023-04-26,Approved,drugscom-approval,regime2223,2023,2023-03-27,2023-04-19,109.2,0.14652,0.047787,1,0.174218,0.098702,-0.050826,-0.073005,1.0864,0.07585,0.02261,,,7004924.0,0.094188,0.046714,0,-0.095025,20.6,3.528,-0.0384,OOS_regime
PLX,2023-05-09,Approved,drugscom-approval,regime2223,2023,2023-04-06,2023-05-02,2.21,0.19457,0.157364,1,0.076823,0.613923,1.195158,1.125,0.3843,0.04977,0.02873,,,2495790.0,0.194595,0.027595,0,-0.068468,18.4,3.288,-0.1161,OOS_regime
KRYS,2023-05-19,Approved,drugscom-approval,regime2223,2023,2023-04-19,2023-05-12,89.11,-0.010661,-0.048062,0,0.118447,0.180083,0.279102,0.299548,0.7828,0.03847,0.01527,,0,17617749.0,0.190992,0.027582,0,-0.039986,16.46,3.602,0.0673,OOS_regime
INVA,2023-05-23,Approved,drugscom-approval,regime2223,2023,2023-04-21,2023-05-16,11.98,0.10601,0.072462,1,-0.035892,-0.025618,-0.17422,-0.107303,0.4922,0.02617,0.01437,,0,6748357.0,0.055507,0.019728,0,-0.054259,16.77,3.57,0.0247,OOS_regime
LXRX,2023-05-26,Approved,drugscom-approval,regime2223,2023,2023-04-26,2023-05-19,2.41,0.248963,0.173096,1,-0.015416,0.178535,0.231183,0.242268,1.4974,0.0735,0.02779,,,1208513.0,0.04329,0.038658,0,-0.107424,18.84,3.432,-0.0087,OOS_regime
SRPT,2023-06-22,Approved,drugscom-approval,regime2223,2023,2023-05-23,2023-06-15,146.91,-0.104145,-0.123576,0,0.082496,0.11528,0.231706,0.311696,0.6924,0.05349,0.02918,,0,263873052.0,0.147914,0.068087,1,0.046156,18.53,3.698,-0.0574,OOS_regime
BMRN,2023-06-29,Approved,drugscom-approval,regime2223,2023,2023-05-30,2023-06-22,87.22,0.096194,0.054662,1,-0.128495,-0.12771,-0.125743,-0.100083,0.5253,0.02323,0.01473,,2,80676617.0,-0.091837,0.013704,1,0.0035,17.46,3.7,-0.0552,OOS_regime
VRCA,2023-07-21,Approved,drugscom-approval,regime2223,2023,2023-06-21,2023-07-14,60.5,0.105785,0.137222,1,-0.002484,-0.296861,0.960419,1.037037,0.6161,0.05366,0.02247,,,913192.0,0.050347,0.033803,1,0.14658,13.2,3.723,0.0324,OOS_regime
TARS,2023-07-25,Approved,drugscom-approval,regime2223,2023,2023-06-23,2023-07-18,18.25,0.021918,0.016514,1,0.133116,0.348616,0.201396,0.255158,0.9243,0.0572,0.01902,,,4932836.0,0.144918,0.033796,1,0.154679,13.44,3.739,0.0978,OOS_regime
DCTH,2023-08-14,Approved,drugscom-approval,regime2223,2023,2023-07-14,2023-08-07,4.95,-0.183838,-0.115964,0,-0.219288,-0.170967,0.38256,0.383068,-0.0277,0.06896,0.02556,,,475938.0,-0.26009,0.037492,1,0.062859,13.34,3.819,0.1063,OOS_regime
BLRX,2023-09-08,Approved,drugscom-approval,regime2223,2023,2023-08-09,2023-09-01,61.2,0.320261,0.296668,1,-0.045485,0.291661,1.63062,1.508197,0.6256,0.0775,0.02553,,,567183.0,-0.089286,0.036904,0,-0.077375,15.96,4.012,0.1394,OOS_regime
ARDX,2023-10-17,Approved,drugscom-approval,regime2223,2023,2023-09-15,2023-10-10,4.55,-0.09011,-0.025138,0,0.235542,0.296126,0.143315,0.129032,1.5738,0.06633,0.02125,,,28528672.0,0.260388,0.050927,0,-0.135412,13.79,4.322,0.1593,OOS_regime
CPRX,2023-10-26,Approved,drugscom-approval,regime2223,2023,2023-09-26,2023-10-19,12.14,0.066722,0.150317,1,-0.077831,0.041701,-0.238375,-0.261557,0.7982,0.03136,0.01645,,,16294061.0,-0.147472,0.020265,0,-0.117101,18.94,4.558,0.2097,OOS_regime
PHAT,2023-11-01,Approved,drugscom-approval,regime2223,2023,2023-10-02,2023-10-25,10.15,-0.1133,-0.040406,0,-0.186694,-0.089236,0.494493,0.421569,1.3069,0.07454,0.02324,STANDARD,2,6079125.0,-0.300964,0.03109,0,-0.148179,17.61,4.683,0.2138,OOS_regime
CRMD,2023-11-15,Approved,drugscom-approval,regime2223,2023,2023-10-16,2023-11-08,3.31,-0.030211,-0.019102,0,-0.06397,0.043828,-0.215309,-0.357282,1.4383,0.04726,0.01996,,,1490811.0,-0.153453,0.022994,0,-0.179598,17.21,4.712,0.2436,OOS_regime
GKOS,2023-12-13,Approved,drugscom-approval,regime2223,2023,2023-11-13,2023-12-06,63.49,-0.019058,-0.201282,0,0.001317,0.003299,0.291255,0.059756,0.4168,0.05054,0.01916,STANDARD,3,40589584.0,-0.032017,0.028546,0,-0.157104,14.76,4.632,0.0974,OOS_regime
