ticker,pdufa_date,outcome,confidence,cohort,year,entry_date,exit_date,entry_px,ret,excess,beat_xbi,rs_21,rs_63,rs_126,mom_126,beta_xbi,atr14,dnvol_60,review_priority,prior_fda_approvals,adv_usd,premom_60_30,prevol_60_30,xbi_above_200d,xbi_ret_63d,vix,tnx,tnx_chg_63d,split
MRK,2026-02-11,Approved,other,P,2026,2026-01-12,2026-02-04,107.6133,0.083707,0.072733,1,0.109318,0.096349,-0.079868,0.329163,0.5373,0.02148,0.00865,,58,1467802358.0,0.097939,0.012437,1,0.184303,15.12,4.187,0.0336,OOS
RGNX,2026-02-09,CRL,other,P,2026,2026-01-09,2026-02-02,14.59,-0.261138,-0.284029,0,0.116301,0.026188,0.245031,0.680876,2.0737,0.06373,0.02428,,0,10226270.0,0.135409,0.042456,1,0.172661,14.49,4.171,0.0055,OOS
GILD,2026-02-06,Approved,other,P,2026,2026-01-07,2026-01-30,122.8405,0.141536,0.154824,1,0.004736,-0.151604,-0.330959,0.113039,0.3075,0.02095,0.00989,,6,789453283.0,0.032852,0.015386,1,0.223459,15.38,4.138,0.0027,OOS
VERA,2026-07-07,Approved,other,P,2026,2026-06-05,2026-06-30,32.29,0.328894,0.097797,1,-0.052197,-0.211196,-0.27704,-0.217402,1.1114,0.07035,0.02382,,0,39520589.0,-0.107765,0.041532,1,0.037661,21.51,4.536,0.0975,OOS
AZN,2026-06-30,Approved,other,P,2026,2026-05-29,2026-06-23,185.67,-0.025044,-0.101746,0,-0.057897,-0.182455,-0.123915,0.006036,0.3034,0.01915,0.00988,STANDARD,59,332029655.0,0.005034,0.011952,1,0.073173,15.32,4.453,0.1239,OOS
VRDN,2026-06-30,Approved,other,P,2026,2026-05-29,2026-06-23,17.62,-0.019296,-0.095998,0,0.264378,-0.473445,-0.568984,-0.439032,0.9264,0.04784,0.05701,,0,60911613.0,0.312966,0.083031,1,0.073173,15.32,4.453,0.1239,OOS
IONS,2026-06-30,Approved,other,P,2026,2026-05-29,2026-06-23,76.5,-0.006667,-0.083368,0,-0.038117,-0.130474,-0.18469,-0.054739,0.6778,0.02987,0.0122,,0,126271894.0,0.016206,0.013967,1,0.073173,15.32,4.453,0.1239,OOS
UNCY,2026-06-29,CRL,other,P,2026,2026-05-29,2026-06-22,7.38,0.066396,-0.001738,0,-0.029708,-0.008238,0.160258,0.29021,1.3531,0.07002,0.02564,,0,5367003.0,-0.036553,0.039944,1,0.073173,15.32,4.453,0.1239,OOS
ARQT,2026-06-29,Approved,other,P,2026,2026-05-29,2026-06-22,21.46,0.242311,0.174178,1,-0.101114,-0.277474,-0.431611,-0.30166,1.2075,0.0467,0.02591,STANDARD,2,46876614.0,-0.075797,0.041059,1,0.073173,15.32,4.453,0.1239,OOS
LNTH,2026-06-29,CRL,other,P,2026,2026-05-29,2026-06-22,99.3,0.069486,0.001353,1,0.162924,0.252418,0.55139,0.681341,0.3783,0.03755,0.01346,,1,112677241.0,0.173481,0.028033,1,0.073173,15.32,4.453,0.1239,OOS
ACHV,2026-06-20,CRL,other,P,2026,2026-05-21,2026-06-12,4.6,0.2,0.192394,1,0.120461,0.013171,-0.094262,0.062356,1.1441,0.09363,0.05083,,0,6214621.0,0.092637,0.05084,1,0.064113,16.76,4.586,0.1224,OOS
GSK,2026-06-18,Approved,other,P,2026,2026-05-19,2026-06-11,51.05,0.035455,-0.011473,0,-0.021894,-0.160655,-0.01508,0.100695,0.3053,0.01822,0.01284,,0,222192901.0,-0.11712,0.01637,1,0.009475,18.06,4.667,0.1442,OOS
SPRO,2026-06-18,Approved,other,P,2026,2026-05-19,2026-06-11,2.59,0.042471,-0.004457,0,-0.008197,0.102113,-0.041086,0.074689,0.6358,0.0602,0.01981,,0,1428055.0,-0.058182,0.039511,1,0.009475,18.06,4.667,0.1442,OOS
ASND,2026-02-28,Approved,price-only,P,2026,2026-01-29,2026-02-20,223.95,0.004689,0.020153,1,0.034124,-0.04774,-0.132111,0.342787,0.4244,0.05528,0.01834,PRIORITY,1,150745390.0,0.069791,0.029331,1,0.135351,16.88,4.227,0.0613,OOS
ETON,2026-02-25,Approved,price-only,P,2026,2026-01-26,2026-02-18,15.11,0.138981,0.156656,1,-0.11079,-0.37767,-0.483495,-0.018831,0.4383,0.04221,0.02248,STANDARD,6,3417979.0,-0.102198,0.020148,1,0.192665,16.15,4.213,0.0556,OOS
REGN,2026-02-24,Approved,price-only,P,2026,2026-01-23,2026-02-17,751.5222,0.053056,0.079688,1,-0.050034,0.093294,-0.130469,0.338269,0.5681,0.03094,0.01104,,0,601035942.0,-0.040027,0.017298,1,0.197014,16.09,4.239,0.0724,OOS
SNY,2026-02-24,Approved,price-only,P,2026,2026-01-23,2026-02-17,44.7191,-0.016314,0.010319,1,-0.034198,-0.252826,-0.527186,-0.058448,0.3141,0.02267,0.00934,,5,137571637.0,-0.026202,0.013239,1,0.197014,16.09,4.239,0.0724,OOS
VNDA,2026-02-21,Approved,price-only,P,2026,2026-01-22,2026-02-13,8.1,-0.248148,-0.181948,0,0.130525,0.326323,0.176812,0.673554,0.9806,0.06076,0.03763,,0,23195077.0,0.184211,0.071934,1,0.204868,15.64,4.249,0.0722,OOS
AZN,2026-02-20,Approved,price-only,P,2026,2026-01-21,2026-02-13,179.2117,0.135134,0.176638,1,-0.072384,-0.087796,-0.189675,0.293553,0.4217,0.02513,0.00949,STANDARD,59,758994999.0,-0.011032,0.017008,1,0.167324,16.9,4.253,0.067,OOS
ABBV,2026-02-20,Approved,price-only,P,2026,2026-01-21,2026-02-13,214.3715,0.071016,0.11252,1,-0.093741,-0.228389,-0.310336,0.172892,0.4231,0.02976,0.01239,STANDARD,96,1376156423.0,-0.043969,0.018195,1,0.167324,16.9,4.253,0.067,OOS
MRK,2026-02-20,Approved,price-only,P,2026,2026-01-21,2026-02-13,109.5056,0.092701,0.134205,1,0.031875,0.130865,-0.096553,0.386676,0.5299,0.02505,0.00904,,58,1295903798.0,0.06102,0.011451,1,0.167324,16.9,4.253,0.067,OOS
JNJ,2026-02-17,Approved,price-only,P,2026,2026-01-16,2026-02-10,216.26,0.090049,0.080707,1,0.023568,-0.009212,-0.090521,0.354084,0.1613,0.01648,0.00592,,0,1699978466.0,0.059553,0.010792,1,0.154581,15.86,4.231,0.0641,OOS
INVA,2026-02-17,Approved,price-only,P,2026,2026-01-16,2026-02-10,19.44,0.123457,0.114116,1,-0.045249,-0.027624,-0.451247,-0.006643,0.2812,0.02513,0.01003,,0,16943687.0,-0.027514,0.012647,1,0.154581,15.86,4.231,0.0641,OOS
IRON,2026-02-15,CRL,price-only,P,2026,2026-01-16,2026-02-06,70.93,0.123925,0.113215,1,-0.245707,-0.200708,-0.216805,0.2278,0.6422,0.04743,0.02303,,0,53768838.0,-0.189279,0.036389,1,0.154581,15.86,4.231,0.0641,OOS
RGNX,2026-02-08,CRL,price-only,P,2026,2026-01-09,2026-01-30,14.59,-0.235093,-0.237101,0,0.116301,0.026188,0.245031,0.680876,2.0737,0.06373,0.02428,,0,10226270.0,0.117152,0.041702,1,0.172661,14.49,4.171,0.0055,OOS
AQST,2026-02-02,CRL,price-only,P,2026,2026-01-02,2026-01-26,6.45,-0.497674,-0.549847,0,0.058464,-0.070589,0.303129,0.733871,1.129,0.04532,0.02578,,2,14544902.0,0.001553,0.033523,1,0.18844,14.51,4.187,0.0242,OOS
PHAR,2026-02-01,CRL,source-verified,P,2026,2026-01-02,2026-01-23,17.14,0.149358,0.095705,1,0.028147,-0.063029,0.189296,0.620038,0.1712,0.05147,0.02826,,1,475930.0,0.084124,0.041987,1,0.18844,14.51,4.187,0.0242,OOS
GKOS,2026-01-28,Approved,price-only,P,2026,2025-12-29,2026-01-21,115.55,0.074513,0.035693,1,0.088685,0.176174,-0.374531,0.118695,0.6879,0.02551,0.01693,STANDARD,5,77736442.0,0.08712,0.011458,1,0.245455,14.2,4.116,-0.006,OOS
JNJ,2026-01-27,Approved,price-only,P,2026,2025-12-26,2026-01-20,205.3511,0.050956,0.048476,1,-0.028505,-0.117481,-0.129985,0.381025,0.1952,0.01904,0.00555,,0,1752740086.0,0.003431,0.012118,1,0.280178,13.6,4.136,-0.0122,OOS
GLSI,2026-01-22,Approved,price-only,P,2026,2025-12-23,2026-01-15,14.57,0.866163,0.870487,1,0.713549,0.045249,0.113682,0.618889,0.7619,0.0877,0.02294,,0,3839338.0,0.78773,0.053145,1,0.285952,14.0,4.169,0.0053,OOS
IBRX,2026-01-16,CRL,source-verified,P,2026,2025-12-17,2026-01-09,2.11,0.104265,0.071424,1,-0.0138,-0.510933,-0.720682,-0.257042,1.4424,0.08196,0.02854,,0,28284333.0,0.039409,0.048078,1,0.251284,17.62,4.151,0.0115,OOS
EBS,2026-01-14,Approved,price-only,P,2026,2025-12-15,2026-01-07,12.33,0.127332,0.094702,1,0.0971,0.263909,0.501988,0.975962,1.3122,0.04159,0.02983,STANDARD,2,9346876.0,0.219585,0.043461,1,0.310803,16.5,4.182,0.0387,OOS
FBIO,2026-01-13,Approved,price-only,P,2026,2025-12-12,2026-01-06,2.93,0.43686,0.442026,1,0.039274,-0.492905,0.110396,0.583784,1.1839,0.05193,0.0467,,0,849315.0,0.118321,0.029004,1,0.318257,15.74,4.194,0.0397,OOS
ATRA,2026-01-12,CRL,price-only,P,2026,2025-12-12,2026-01-05,17.995,-0.063073,-0.042099,0,0.364017,0.188862,0.566861,1.04025,1.3829,0.06746,0.03774,,0,1055036.0,0.343913,0.05285,1,0.318257,15.74,4.194,0.0397,OOS
OTLK,2025-12-31,CRL,price-only,P,2025,2025-12-01,2025-12-24,1.86,-0.016129,-0.073433,0,0.42905,0.847192,-0.424953,0.050847,0.7697,0.12131,0.02878,,0,8114840.0,0.47619,0.063036,1,0.290739,17.24,4.096,-0.0423,IS
CORT,2025-12-31,CRL,price-only,P,2025,2025-12-01,2025-12-24,79.78,0.047756,-0.009547,0,0.033119,-0.173059,-0.362799,0.113002,0.9294,0.0339,0.02545,,0,49730508.0,0.085885,0.028469,1,0.290739,17.24,4.096,-0.0423,IS
VNDA,2025-12-30,Approved,price-only,P,2025,2025-11-28,2025-12-23,5.36,0.276119,0.258718,1,-0.119192,-0.237924,-0.320795,0.235023,0.8373,0.04917,0.02964,,0,4466125.0,0.232184,0.054195,1,0.371116,16.35,4.017,-0.0497,IS
SNY,2025-12-28,CRL,price-only,P,2025,2025-11-28,2025-12-19,47.2583,-0.034082,-0.036274,0,-0.125735,-0.363032,-0.545488,0.01033,0.4674,0.02047,0.00886,,5,111247555.0,-0.015785,0.013135,1,0.371116,16.35,4.017,-0.0497,IS
OMER,2025-12-24,Approved,price-only,P,2025,2025-11-24,2025-12-17,9.76,-0.095287,-0.10666,0,0.189477,0.89779,1.570366,2.078864,3.5582,0.0726,0.03526,,0,13943758.0,0.292715,0.077765,1,0.33052,20.52,4.038,-0.0517,IS
AGIO,2025-12-23,Approved,price-only,P,2025,2025-11-21,2025-12-16,25.24,0.033677,-0.012273,0,-0.484844,-0.636743,-0.629398,-0.15302,1.4064,0.14441,0.0687,,0,57474976.0,-0.417494,0.117974,1,0.314145,23.43,4.063,-0.0496,IS
NVO,2025-12-22,Approved,price-only,P,2025,2025-11-21,2025-12-15,45.945,0.057527,0.004462,1,-0.189715,-0.468742,-0.761207,-0.28483,0.7688,0.04002,0.01452,STANDARD,9,956709172.0,-0.105204,0.023295,1,0.314145,23.43,4.063,-0.0496,IS
AMRX,2025-12-22,Approved,price-only,P,2025,2025-11-21,2025-12-15,11.95,0.042678,-0.010387,0,0.062322,-0.02643,0.192617,0.668994,0.5911,0.03174,0.01132,,98,22058191.0,0.146833,0.027506,1,0.314145,23.43,4.063,-0.0496,IS
RHHBY,2025-12-22,Approved,price-only,P,2025,2025-11-21,2025-12-15,47.5066,0.045093,-0.007972,0,0.06948,-0.09256,-0.240935,0.235442,0.4162,0.02329,0.00957,STANDARD,19,98935869.0,0.153991,0.025889,1,0.314145,23.43,4.063,-0.0496,IS
CRSP,2025-12-22,CRL,price-only,P,2025,2025-11-21,2025-12-15,50.23,0.119849,0.066784,1,-0.337152,-0.386194,-0.113654,0.362724,1.344,0.07867,0.02702,,0,146882911.0,-0.252641,0.033212,1,0.314145,23.43,4.063,-0.0496,IS
CYTK,2025-12-19,Approved,price-only,P,2025,2025-11-19,2025-12-12,64.79,-0.022226,-0.097597,0,0.076233,0.429046,0.625439,1.069307,1.906,0.04128,0.0183,STANDARD,0,119632043.0,0.09166,0.029395,1,0.273714,23.66,4.133,-0.0455,IS
PBM,2025-12-19,Approved,price-only,P,2025,2025-11-19,2025-12-12,108.9844,-0.433692,-0.509063,0,-0.23522,-0.401839,-0.841277,-0.397408,1.569,0.09124,0.04888,,0,374603.0,-0.184211,0.050666,1,0.273714,23.66,4.133,-0.0455,IS
COCP,2025-12-18,Approved,price-only,P,2025,2025-11-18,2025-12-11,1.02,0.039216,-0.028852,0,-0.109695,-0.620278,-0.744455,-0.328947,0.3288,0.05322,0.03229,,0,190162.0,-0.046729,0.047285,1,0.291331,24.69,4.123,-0.0403,IS
JNJ,2025-12-18,Approved,price-only,P,2025,2025-11-18,2025-12-11,196.5568,0.056717,-0.01135,0,-0.013057,-0.164804,-0.093139,0.322369,0.1922,0.01529,0.00481,,0,1554874786.0,0.035089,0.010118,1,0.291331,24.69,4.123,-0.0403,IS
PFE,2025-12-17,CRL,price-only,P,2025,2025-11-17,2025-12-10,24.2662,0.027911,-0.034965,0,-0.02394,-0.285533,-0.312163,0.128783,0.4218,0.0287,0.01112,STANDARD,92,2405660157.0,0.041274,0.013905,1,0.293496,22.38,4.133,-0.0393,IS
MRK,2025-12-17,CRL,price-only,P,2025,2025-11-17,2025-12-10,90.7435,0.05126,-0.011615,0,0.029963,-0.189325,-0.214529,0.226417,0.565,0.02904,0.00976,,58,1035128185.0,0.095176,0.015904,1,0.293496,22.38,4.133,-0.0393,IS
ALPMY,2025-12-17,CRL,price-only,P,2025,2025-11-17,2025-12-10,12.14,0.09061,0.027734,1,0.072556,-0.239676,-0.153565,0.287381,0.3157,0.03995,0.01156,STANDARD,39,1318153.0,0.137769,0.021605,1,0.293496,22.38,4.133,-0.0393,IS
GILD,2025-12-16,Approved,price-only,P,2025,2025-11-14,2025-12-09,122.692,-0.045273,-0.10825,0,0.004312,-0.197246,-0.206432,0.236898,0.3209,0.0303,0.00922,,6,833133358.0,0.017995,0.015319,1,0.264186,19.83,4.148,-0.0445,IS
DSNKY,2025-12-15,Approved,price-only,P,2025,2025-11-14,2025-12-08,22.54,-0.023957,-0.108599,0,-0.220785,-0.388506,-0.514993,-0.071664,0.459,0.0457,0.01847,,1,6284742.0,-0.164257,0.026721,1,0.264186,19.83,4.148,-0.0445,IS
MIST,2025-12-15,Approved,price-only,P,2025,2025-11-14,2025-12-08,2.0,0.33,0.245358,1,-0.0413,-0.087715,0.196015,0.639344,1.1279,0.0595,0.01861,,0,3191851.0,0.015228,0.032791,1,0.264186,19.83,4.148,-0.0445,IS
JNJ,2025-12-15,Approved,price-only,P,2025,2025-11-14,2025-12-08,192.5569,0.035575,-0.049067,0,-0.036697,-0.144367,-0.127925,0.315404,0.1933,0.0156,0.00485,,0,1440154592.0,0.019831,0.009688,1,0.264186,19.83,4.148,-0.0445,IS
AZN,2025-12-15,Approved,price-only,P,2025,2025-11-14,2025-12-08,176.3614,0.024467,-0.060175,0,0.006337,-0.138049,-0.139455,0.303875,0.3561,0.02081,0.00765,,59,379523501.0,0.062865,0.013321,1,0.264186,19.83,4.148,-0.0445,IS
INVA,2025-12-15,Approved,price-only,P,2025,2025-11-14,2025-12-08,22.25,-0.05618,-0.140821,0,0.233327,-0.193445,-0.245805,0.197524,0.3596,0.03371,0.0118,,0,18008810.0,0.289855,0.03162,1,0.264186,19.83,4.148,-0.0445,IS
AMPH,2025-12-15,Approved,price-only,P,2025,2025-11-14,2025-12-08,26.06,-0.001919,-0.08656,0,0.06578,-0.388514,-0.395059,0.04827,0.5652,0.05287,0.01733,,0,11512539.0,0.122308,0.028525,1,0.264186,19.83,4.148,-0.0445,IS
ACAD,2025-12-12,Approved,price-only,P,2025,2025-11-12,2025-12-05,24.13,0.137174,0.055673,1,0.099646,-0.290642,-0.088545,0.406177,0.6227,0.04334,0.01954,,0,39536281.0,0.202891,0.028738,1,0.274336,17.51,4.065,-0.0531,IS
BCRX,2025-12-12,Approved,price-only,P,2025,2025-11-12,2025-12-05,7.18,0.057103,-0.024397,0,0.032859,-0.424631,-0.765788,-0.271066,0.8794,0.0381,0.01796,PRIORITY,3,39976434.0,0.019886,0.032659,1,0.274336,17.51,4.065,-0.0531,IS
AMGN,2025-12-11,Approved,price-only,P,2025,2025-11-11,2025-12-04,331.2393,0.012221,-0.068825,0,0.074465,-0.094669,-0.197955,0.272734,0.5469,0.0249,0.0084,,9,744589550.0,0.166546,0.02039,1,0.27393,17.28,4.12,-0.0278,IS
GSK,2025-12-11,Approved,price-only,P,2025,2025-11-11,2025-12-04,47.1767,0.012072,-0.068974,0,0.025009,-0.023126,-0.108672,0.362017,0.3344,0.02754,0.0102,,0,256083942.0,0.111851,0.018511,1,0.27393,17.28,4.12,-0.0278,IS
AAPG,2025-12-09,CRL,price-only,P,2025,2025-11-07,2025-12-02,31.73,0.022376,-0.064812,0,-0.165571,-0.487378,-0.121665,0.305224,0.4865,0.0376,0.02497,,0,286975.0,-0.091872,0.026742,1,0.279835,19.08,4.093,-0.0421,IS
LYEL,2025-12-08,CRL,price-only,P,2025,2025-11-07,2025-12-01,17.51,0.262136,0.162191,1,-0.094979,0.375174,0.761861,1.18875,1.1359,0.06841,0.02432,,0,438970.0,-0.072072,0.047402,1,0.279835,19.08,4.093,-0.0421,IS
ONC,2025-12-08,CRL,price-only,P,2025,2025-11-07,2025-12-01,319.97,0.048848,-0.051097,0,-0.070048,-0.175538,-0.047648,0.37924,0.7765,0.03203,0.02066,,0,72113025.0,-0.047141,0.020098,1,0.279835,19.08,4.093,-0.0421,IS
AUTL,2025-12-08,CRL,price-only,P,2025,2025-11-07,2025-12-01,1.33,0.037594,-0.062351,0,-0.267225,-0.741374,-0.419313,0.007576,1.344,0.07347,0.03153,,0,3496918.0,-0.244318,0.04343,1,0.279835,19.08,4.093,-0.0421,IS
ALXO,2025-12-08,CRL,price-only,P,2025,2025-11-07,2025-12-01,1.38,-0.043478,-0.143423,0,-0.311566,0.964067,1.843253,2.270142,0.8954,0.1221,0.05043,,0,662077.0,-0.28866,0.081194,1,0.279835,19.08,4.093,-0.0421,IS
NRIX,2025-12-08,CRL,price-only,P,2025,2025-11-07,2025-12-01,12.31,0.37368,0.273735,1,0.110611,-0.004188,-0.131099,0.29579,1.9984,0.06977,0.02546,,0,21366334.0,0.133518,0.051477,1,0.279835,19.08,4.093,-0.0421,IS
CLLS,2025-12-07,CRL,price-only,P,2025,2025-11-07,2025-11-28,3.19,0.589342,0.459019,1,-0.257918,-0.076062,0.592099,1.018987,0.8761,0.06623,0.03445,,0,559391.0,-0.25814,0.047777,1,0.279835,19.08,4.093,-0.0421,IS
IMMX,2025-12-07,CRL,price-only,P,2025,2025-11-07,2025-11-28,3.15,0.349206,0.218883,1,0.198024,0.077923,0.080288,0.507177,1.2554,0.1266,0.02936,,0,2599805.0,0.240158,0.058721,1,0.279835,19.08,4.093,-0.0421,IS
AXGN,2025-12-04,Approved,price-only,P,2025,2025-11-04,2025-11-26,23.77,0.201094,0.064015,1,0.342743,0.47399,0.047966,0.448507,0.4477,0.04787,0.01696,,0,17315766.0,0.329418,0.053442,1,0.254737,19.0,4.089,-0.031,IS
BMY,2025-12-04,Approved,price-only,P,2025,2025-11-04,2025-11-26,44.0999,0.080281,-0.056798,0,-0.032486,-0.223577,-0.416178,-0.015637,0.5311,0.02248,0.00924,,21,737757764.0,0.00308,0.017573,1,0.254737,19.0,4.089,-0.031,IS
PLRX,2025-12-04,CRL,price-only,P,2025,2025-11-04,2025-11-26,1.61,-0.018634,-0.155712,0,0.038082,-0.302075,-0.274666,0.125874,1.3341,0.08642,0.0254,,0,1738808.0,0.059211,0.043247,1,0.254737,19.0,4.089,-0.031,IS
LLY,2025-12-03,Approved,price-only,P,2025,2025-11-03,2025-11-26,892.1879,0.233603,0.115361,1,0.007038,-0.092245,-0.233683,0.096025,0.6255,0.02634,0.00881,,68,2537854475.0,0.067463,0.016788,1,0.265297,17.17,4.106,-0.0214,IS
AMRN,2025-12-02,Approved,price-only,P,2025,2025-10-31,2025-11-25,16.29,-0.034991,-0.111825,0,-0.125527,-0.239402,0.142809,0.493126,0.9675,0.06647,0.01907,,0,2933180.0,-0.13535,0.033177,1,0.29857,17.44,4.101,-0.0236,IS
AMRX,2025-12-01,Approved,price-only,P,2025,2025-10-31,2025-11-24,10.82,0.122921,0.061968,1,-0.05826,0.060727,0.007275,0.357591,0.5798,0.03119,0.01113,,98,15485729.0,0.040385,0.025236,1,0.29857,17.44,4.101,-0.0236,IS
JANX,2025-12-01,Approved,price-only,P,2025,2025-10-31,2025-11-24,28.71,0.098224,0.037271,1,0.133015,-0.097817,-0.477141,-0.126825,1.6793,0.06606,0.02227,,0,31982002.0,0.23166,0.049255,1,0.29857,17.44,4.101,-0.0236,IS
AZN,2025-11-25,Approved,price-only,P,2025,2025-10-24,2025-11-18,164.8613,0.075159,0.012515,1,0.002023,-0.084797,-0.145614,0.205537,0.3924,0.01436,0.00701,STANDARD,59,503203849.0,0.129203,0.02387,1,0.252404,16.37,3.997,-0.0957,IS
SRPT,2025-11-25,Approved,price-only,P,2025,2025-10-24,2025-11-18,22.81,-0.235423,-0.298067,0,0.156535,0.393339,-0.973752,-0.622601,2.2068,0.05756,0.02533,,0,124731742.0,0.242375,0.042771,1,0.252404,16.37,3.997,-0.0957,IS
RHHBY,2025-11-25,Approved,price-only,P,2025,2025-10-24,2025-11-18,40.9733,0.156139,0.093495,1,-0.072904,-0.211271,-0.281566,0.069585,0.418,0.01754,0.00964,,19,84430806.0,0.067694,0.021314,1,0.252404,16.37,3.997,-0.0957,IS
NVS,2025-11-24,Approved,price-only,P,2025,2025-10-24,2025-11-17,126.5095,0.009129,-0.050287,0,-0.064198,-0.130352,-0.188675,0.162475,0.3251,0.01202,0.00714,STANDARD,88,214618128.0,0.066514,0.010839,1,0.252404,16.37,3.997,-0.0957,IS
MRK,2025-11-21,Approved,price-only,P,2025,2025-10-22,2025-11-14,85.6132,0.06061,-0.001727,0,-0.013349,-0.1751,-0.222372,0.13489,0.6986,0.02047,0.01026,,58,1082255998.0,0.089677,0.023692,1,0.227001,18.6,3.953,-0.1032,IS
ALPMY,2025-11-21,Approved,price-only,P,2025,2025-10-22,2025-11-14,10.7,0.145794,0.083457,1,-0.16044,-0.163383,-0.235669,0.121593,0.2836,0.04059,0.00962,PRIORITY,39,1540753.0,-0.057269,0.012556,1,0.227001,18.6,3.953,-0.1032,IS
PFE,2025-11-21,Approved,price-only,P,2025,2025-10-22,2025-11-14,23.5041,0.031605,-0.030732,0,-0.084571,-0.235027,-0.212721,0.144541,0.545,0.02188,0.01168,STANDARD,92,1532138219.0,0.028286,0.023938,1,0.227001,18.6,3.953,-0.1032,IS
BAYRY,2025-11-20,Approved,price-only,P,2025,2025-10-21,2025-11-13,7.8664,0.089987,0.068538,1,-0.145878,-0.312917,-0.126816,0.284831,0.4011,0.02025,0.01646,,6,3580779.0,-0.018657,0.017536,1,0.242246,17.87,3.963,-0.0969,IS
AZN,2025-11-20,Approved,price-only,P,2025,2025-10-21,2025-11-13,164.7227,0.064768,0.043319,1,-0.052196,-0.094318,-0.176952,0.234695,0.4145,0.01652,0.00916,STANDARD,59,516150142.0,0.090981,0.024411,1,0.242246,17.87,3.963,-0.0969,IS
AMGN,2025-11-19,Approved,price-only,P,2025,2025-10-20,2025-11-12,296.8675,0.108628,0.072865,1,-0.089945,-0.270293,-0.332345,0.127204,0.5607,0.02286,0.01101,,9,669824179.0,0.062787,0.017945,1,0.270623,18.23,3.986,-0.0807,IS
TARA,2025-11-19,CRL,price-only,P,2025,2025-10-20,2025-11-12,5.56,-0.046763,-0.082525,0,0.590215,0.399047,-0.015392,0.444156,1.2724,0.07113,0.01964,,0,3539571.0,0.742947,0.065314,1,0.270623,18.23,3.986,-0.0807,IS
REGN,2025-11-19,Approved,price-only,P,2025,2025-10-20,2025-11-12,574.4976,0.181962,0.146199,1,-0.178441,-0.240823,-0.429255,0.030293,0.9686,0.03698,0.01331,,0,642463429.0,-0.02571,0.023712,1,0.270623,18.23,3.986,-0.0807,IS
ARWR,2025-11-18,Approved,price-only,P,2025,2025-10-17,2025-11-11,36.81,0.127411,0.069804,1,0.052867,1.246639,1.854661,2.274911,1.7529,0.04753,0.01817,STANDARD,0,71418482.0,0.199414,0.029761,1,0.255741,20.78,4.007,-0.0835,IS
KZIA,2025-11-18,CRL,price-only,P,2025,2025-10-17,2025-11-11,7.0,0.094286,0.036679,1,-0.209771,-0.475362,0.700962,1.121212,0.6673,0.06755,0.02985,,0,1216443.0,-0.097938,0.036787,1,0.255741,20.78,4.007,-0.0835,IS
GMAB,2025-11-18,Approved,price-only,P,2025,2025-10-17,2025-11-11,33.17,-0.086222,-0.143829,0,0.067619,0.273535,0.234939,0.655189,0.6903,0.02684,0.01186,,0,82129008.0,0.172914,0.019545,1,0.255741,20.78,4.007,-0.0835,IS
ABBV,2025-11-18,Approved,price-only,P,2025,2025-10-17,2025-11-11,225.8639,-0.019166,-0.076773,0,-0.073733,-0.004861,-0.072068,0.348183,0.5012,0.02507,0.00652,N/A,96,1481166332.0,0.039354,0.018163,1,0.255741,20.78,4.007,-0.0835,IS
OGN,2025-11-17,Approved,price-only,P,2025,2025-10-17,2025-11-10,9.2184,-0.169181,-0.190424,0,-0.260034,-0.271634,-0.582012,-0.161762,0.7021,0.03859,0.02207,,27,33689018.0,-0.144701,0.019354,1,0.255741,20.78,4.007,-0.0835,IS
KURA,2025-11-13,Approved,price-only,P,2025,2025-10-14,2025-11-06,9.62,0.056133,0.016464,1,0.046304,0.310505,0.27054,0.644444,1.6721,0.05151,0.02137,PRIORITY,0,15737549.0,0.174603,0.032882,1,0.197332,20.81,4.022,-0.0972,IS
AMRX,2025-11-13,Approved,price-only,P,2025,2025-10-14,2025-11-06,9.72,0.199588,0.159919,1,-0.132588,-0.020577,-0.025777,0.348128,0.709,0.03061,0.01013,STANDARD,97,17439391.0,-0.028,0.017108,1,0.197332,20.81,4.022,-0.0972,IS
ENGN,2025-11-11,CRL,source-verified,P,2025,2025-10-10,2025-11-04,8.39,-0.221692,-0.250743,0,0.287104,1.322221,0.630825,1.0975,0.797,0.08759,0.02365,,0,2787529.0,0.469352,0.065503,1,0.189755,21.66,4.051,-0.0849,IS
CYTK,2025-11-07,CRL,price-only,P,2025,2025-10-08,2025-10-31,60.82,0.045544,-0.023405,0,0.070529,0.468836,0.248172,0.759329,1.643,0.03839,0.01685,,0,131581324.0,0.167595,0.02938,1,0.193367,16.3,4.129,-0.0499,IS
RPRX,2025-11-07,CRL,price-only,P,2025,2025-10-08,2025-10-31,35.4771,0.042199,-0.02675,0,-0.123593,-0.190088,-0.328637,0.18252,0.2439,0.02197,0.01006,,0,185231570.0,0.006145,0.013866,1,0.193367,16.3,4.129,-0.0499,IS
JNJ,2025-11-07,Approved,price-only,P,2025,2025-10-08,2025-10-31,186.4243,-0.004323,-0.073272,0,-0.038505,0.018392,-0.226354,0.284803,0.2111,0.01618,0.00463,,0,1585988079.0,0.064896,0.009321,1,0.193367,16.3,4.129,-0.0499,IS
