ticker,pdufa_date,outcome,confidence,cohort,year,entry_date,exit_date,entry_px,ret,excess,beat_xbi,mae,adv_usd,premom_60_30,prevol_60_30,xbi_above_200d,xbi_ret_63d,vix,tnx,tnx_chg_63d,split
OMER,2025-12-24,Approved,price-only,P,2025,2025-11-24,2025-12-17,9.76,-0.095287,-0.10666,0,-0.152664,13943758.0,0.292715,0.077765,1,0.33052,20.52,4.038,-0.0517,IS
AGIO,2025-12-23,Approved,price-only,P,2025,2025-11-21,2025-12-16,25.24,0.033677,-0.012273,0,-0.088748,57474976.0,-0.417494,0.117974,1,0.314145,23.43,4.063,-0.0496,IS
NVO,2025-12-22,Approved,price-only,P,2025,2025-11-21,2025-12-15,45.945,0.057527,0.004462,1,-0.062357,956709172.0,-0.105204,0.023295,1,0.314145,23.43,4.063,-0.0496,IS
AMRX,2025-12-22,Approved,price-only,P,2025,2025-11-21,2025-12-15,11.95,0.042678,-0.010387,0,-0.037657,22058191.0,0.146833,0.027506,1,0.314145,23.43,4.063,-0.0496,IS
RHHBY,2025-12-22,Approved,price-only,P,2025,2025-11-21,2025-12-15,47.5066,0.045093,-0.007972,0,-0.000349,98935869.0,0.153991,0.025889,1,0.314145,23.43,4.063,-0.0496,IS
CRSP,2025-12-22,CRL,price-only,P,2025,2025-11-21,2025-12-15,50.23,0.119849,0.066784,1,-0.043998,146882911.0,-0.252641,0.033212,1,0.314145,23.43,4.063,-0.0496,IS
CYTK,2025-12-19,Approved,price-only,P,2025,2025-11-19,2025-12-12,64.79,-0.022226,-0.097597,0,-0.080722,119632043.0,0.09166,0.029395,1,0.273714,23.66,4.133,-0.0455,IS
PBM,2025-12-19,Approved,price-only,P,2025,2025-11-19,2025-12-12,108.9844,-0.433692,-0.509063,0,-0.494624,374603.0,-0.184211,0.050666,1,0.273714,23.66,4.133,-0.0455,IS
COCP,2025-12-18,Approved,price-only,P,2025,2025-11-18,2025-12-11,1.02,0.039216,-0.028852,0,-0.117647,190162.0,-0.046729,0.047285,1,0.291331,24.69,4.123,-0.0403,IS
JNJ,2025-12-18,Approved,price-only,P,2025,2025-11-18,2025-12-11,196.5568,0.056717,-0.01135,0,0.010039,1554874786.0,0.035089,0.010118,1,0.291331,24.69,4.123,-0.0403,IS
PFE,2025-12-17,CRL,price-only,P,2025,2025-11-17,2025-12-10,24.2662,0.027911,-0.034965,0,0.000567,2405660157.0,0.041274,0.013905,1,0.293496,22.38,4.133,-0.0393,IS
MRK,2025-12-17,CRL,price-only,P,2025,2025-11-17,2025-12-10,90.7435,0.05126,-0.011615,0,0.015058,1035128185.0,0.095176,0.015904,1,0.293496,22.38,4.133,-0.0393,IS
ALPMY,2025-12-17,CRL,price-only,P,2025,2025-11-17,2025-12-10,12.14,0.09061,0.027734,1,-0.003295,1318153.0,0.137769,0.021605,1,0.293496,22.38,4.133,-0.0393,IS
GILD,2025-12-16,Approved,price-only,P,2025,2025-11-14,2025-12-09,122.692,-0.045273,-0.10825,0,-0.029929,833133358.0,0.017995,0.015319,1,0.264186,19.83,4.148,-0.0445,IS
DSNKY,2025-12-15,Approved,price-only,P,2025,2025-11-14,2025-12-08,22.54,-0.023957,-0.108599,0,-0.055457,6284742.0,-0.164257,0.026721,1,0.264186,19.83,4.148,-0.0445,IS
MIST,2025-12-15,Approved,price-only,P,2025,2025-11-14,2025-12-08,2.0,0.33,0.245358,1,-0.07,3191851.0,0.015228,0.032791,1,0.264186,19.83,4.148,-0.0445,IS
JNJ,2025-12-15,Approved,price-only,P,2025,2025-11-14,2025-12-08,192.5569,0.035575,-0.049067,0,0.005157,1440154592.0,0.019831,0.009688,1,0.264186,19.83,4.148,-0.0445,IS
AZN,2025-12-15,Approved,price-only,P,2025,2025-11-14,2025-12-08,176.3614,0.024467,-0.060175,0,0.001126,379523501.0,0.062865,0.013321,1,0.264186,19.83,4.148,-0.0445,IS
INVA,2025-12-15,Approved,price-only,P,2025,2025-11-14,2025-12-08,22.25,-0.05618,-0.140821,0,-0.081348,18008810.0,0.289855,0.03162,1,0.264186,19.83,4.148,-0.0445,IS
AMPH,2025-12-15,Approved,price-only,P,2025,2025-11-14,2025-12-08,26.06,-0.001919,-0.08656,0,-0.043745,11512539.0,0.122308,0.028525,1,0.264186,19.83,4.148,-0.0445,IS
ACAD,2025-12-12,Approved,price-only,P,2025,2025-11-12,2025-12-05,24.13,0.137174,0.055673,1,-0.054704,39536281.0,0.202891,0.028738,1,0.274336,17.51,4.065,-0.0531,IS
BCRX,2025-12-12,Approved,price-only,P,2025,2025-11-12,2025-12-05,7.18,0.057103,-0.024397,0,-0.06546,39976434.0,0.019886,0.032659,1,0.274336,17.51,4.065,-0.0531,IS
AMGN,2025-12-11,Approved,price-only,P,2025,2025-11-11,2025-12-04,331.2393,0.012221,-0.068825,0,-0.023606,744589550.0,0.166546,0.02039,1,0.27393,17.28,4.12,-0.0278,IS
GSK,2025-12-11,Approved,price-only,P,2025,2025-11-11,2025-12-04,47.1767,0.012072,-0.068974,0,-0.02897,256083942.0,0.111851,0.018511,1,0.27393,17.28,4.12,-0.0278,IS
AAPG,2025-12-09,CRL,price-only,P,2025,2025-11-07,2025-12-02,31.73,0.022376,-0.064812,0,-0.095493,286975.0,-0.091872,0.026742,1,0.279835,19.08,4.093,-0.0421,IS
LYEL,2025-12-08,CRL,price-only,P,2025,2025-11-07,2025-12-01,17.51,0.262136,0.162191,1,-0.081668,438970.0,-0.072072,0.047402,1,0.279835,19.08,4.093,-0.0421,IS
ONC,2025-12-08,CRL,price-only,P,2025,2025-11-07,2025-12-01,319.97,0.048848,-0.051097,0,-0.02219,72113025.0,-0.047141,0.020098,1,0.279835,19.08,4.093,-0.0421,IS
AUTL,2025-12-08,CRL,price-only,P,2025,2025-11-07,2025-12-01,1.33,0.037594,-0.062351,0,-0.097744,3496918.0,-0.244318,0.04343,1,0.279835,19.08,4.093,-0.0421,IS
ALXO,2025-12-08,CRL,price-only,P,2025,2025-11-07,2025-12-01,1.38,-0.043478,-0.143423,0,-0.23913,662077.0,-0.28866,0.081194,1,0.279835,19.08,4.093,-0.0421,IS
NRIX,2025-12-08,CRL,price-only,P,2025,2025-11-07,2025-12-01,12.31,0.37368,0.273735,1,-0.05199,21366334.0,0.133518,0.051477,1,0.279835,19.08,4.093,-0.0421,IS
CLLS,2025-12-07,CRL,price-only,P,2025,2025-11-07,2025-11-28,3.19,0.589342,0.459019,1,-0.009404,559391.0,-0.25814,0.047777,1,0.279835,19.08,4.093,-0.0421,IS
IMMX,2025-12-07,CRL,price-only,P,2025,2025-11-07,2025-11-28,3.15,0.349206,0.218883,1,-0.08254,2599805.0,0.240158,0.058721,1,0.279835,19.08,4.093,-0.0421,IS
AXGN,2025-12-04,Approved,price-only,P,2025,2025-11-04,2025-11-26,23.77,0.201094,0.064015,1,-0.035759,17315766.0,0.329418,0.053442,1,0.254737,19.0,4.089,-0.031,IS
BMY,2025-12-04,Approved,price-only,P,2025,2025-11-04,2025-11-26,44.0999,0.080281,-0.056798,0,0.026534,737757764.0,0.00308,0.017573,1,0.254737,19.0,4.089,-0.031,IS
PLRX,2025-12-04,CRL,price-only,P,2025,2025-11-04,2025-11-26,1.61,-0.018634,-0.155712,0,-0.099379,1738808.0,0.059211,0.043247,1,0.254737,19.0,4.089,-0.031,IS
LLY,2025-12-03,Approved,price-only,P,2025,2025-11-03,2025-11-26,892.1879,0.233603,0.115361,1,-0.033141,2537854475.0,0.067463,0.016788,1,0.265297,17.17,4.106,-0.0214,IS
AMRN,2025-12-02,Approved,price-only,P,2025,2025-10-31,2025-11-25,16.29,-0.034991,-0.111825,0,-0.077348,2933180.0,-0.13535,0.033177,1,0.29857,17.44,4.101,-0.0236,IS
AMRX,2025-12-01,Approved,price-only,P,2025,2025-10-31,2025-11-24,10.82,0.122921,0.061968,1,-0.07024,15485729.0,0.040385,0.025236,1,0.29857,17.44,4.101,-0.0236,IS
JANX,2025-12-01,Approved,price-only,P,2025,2025-10-31,2025-11-24,28.71,0.098224,0.037271,1,-0.132323,31982002.0,0.23166,0.049255,1,0.29857,17.44,4.101,-0.0236,IS
AZN,2025-11-25,Approved,price-only,P,2025,2025-10-24,2025-11-18,164.8613,0.075159,0.012515,1,-0.023664,503203849.0,0.129203,0.02387,1,0.252404,16.37,3.997,-0.0957,IS
SRPT,2025-11-25,Approved,price-only,P,2025,2025-10-24,2025-11-18,22.81,-0.235423,-0.298067,0,-0.338886,124731742.0,0.242375,0.042771,1,0.252404,16.37,3.997,-0.0957,IS
RHHBY,2025-11-25,Approved,price-only,P,2025,2025-10-24,2025-11-18,40.9733,0.156139,0.093495,1,-0.022047,84430806.0,0.067694,0.021314,1,0.252404,16.37,3.997,-0.0957,IS
NVS,2025-11-24,Approved,price-only,P,2025,2025-10-24,2025-11-17,126.5095,0.009129,-0.050287,0,-0.039044,214618128.0,0.066514,0.010839,1,0.252404,16.37,3.997,-0.0957,IS
MRK,2025-11-21,Approved,price-only,P,2025,2025-10-22,2025-11-14,85.6132,0.06061,-0.001727,0,-0.042087,1082255998.0,0.089677,0.023692,1,0.227001,18.6,3.953,-0.1032,IS
ALPMY,2025-11-21,Approved,price-only,P,2025,2025-10-22,2025-11-14,10.7,0.145794,0.083457,1,-0.060748,1540753.0,-0.057269,0.012556,1,0.227001,18.6,3.953,-0.1032,IS
PFE,2025-11-21,Approved,price-only,P,2025,2025-10-22,2025-11-14,23.5041,0.031605,-0.030732,0,0.017271,1532138219.0,0.028286,0.023938,1,0.227001,18.6,3.953,-0.1032,IS
BAYRY,2025-11-20,Approved,price-only,P,2025,2025-10-21,2025-11-13,7.8664,0.089987,0.068538,1,-0.049121,3580779.0,-0.018657,0.017536,1,0.242246,17.87,3.963,-0.0969,IS
AZN,2025-11-20,Approved,price-only,P,2025,2025-10-21,2025-11-13,164.7227,0.064768,0.043319,1,-0.022843,516150142.0,0.090981,0.024411,1,0.242246,17.87,3.963,-0.0969,IS
AMGN,2025-11-19,Approved,price-only,P,2025,2025-10-20,2025-11-12,296.8675,0.108628,0.072865,1,-0.02987,669824179.0,0.062787,0.017945,1,0.270623,18.23,3.986,-0.0807,IS
TARA,2025-11-19,CRL,price-only,P,2025,2025-10-20,2025-11-12,5.56,-0.046763,-0.082525,0,-0.260791,3539571.0,0.742947,0.065314,1,0.270623,18.23,3.986,-0.0807,IS
REGN,2025-11-19,Approved,price-only,P,2025,2025-10-20,2025-11-12,574.4976,0.181962,0.146199,1,-0.003042,642463429.0,-0.02571,0.023712,1,0.270623,18.23,3.986,-0.0807,IS
ARWR,2025-11-18,Approved,price-only,P,2025,2025-10-17,2025-11-11,36.81,0.127411,0.069804,1,-0.00652,71418482.0,0.199414,0.029761,1,0.255741,20.78,4.007,-0.0835,IS
KZIA,2025-11-18,CRL,price-only,P,2025,2025-10-17,2025-11-11,7.0,0.094286,0.036679,1,-0.071429,1216443.0,-0.097938,0.036787,1,0.255741,20.78,4.007,-0.0835,IS
GMAB,2025-11-18,Approved,price-only,P,2025,2025-10-17,2025-11-11,33.17,-0.086222,-0.143829,0,-0.153452,82129008.0,0.172914,0.019545,1,0.255741,20.78,4.007,-0.0835,IS
ABBV,2025-11-18,Approved,price-only,P,2025,2025-10-17,2025-11-11,225.8639,-0.019166,-0.076773,0,-0.062754,1481166332.0,0.039354,0.018163,1,0.255741,20.78,4.007,-0.0835,IS
OGN,2025-11-17,Approved,price-only,P,2025,2025-10-17,2025-11-10,9.2184,-0.169181,-0.190424,0,-0.329602,33689018.0,-0.144701,0.019354,1,0.255741,20.78,4.007,-0.0835,IS
KURA,2025-11-13,Approved,price-only,P,2025,2025-10-14,2025-11-06,9.62,0.056133,0.016464,1,-0.08264,15737549.0,0.174603,0.032882,1,0.197332,20.81,4.022,-0.0972,IS
AMRX,2025-11-13,Approved,price-only,P,2025,2025-10-14,2025-11-06,9.72,0.199588,0.159919,1,-0.016461,17439391.0,-0.028,0.017108,1,0.197332,20.81,4.022,-0.0972,IS
ENGN,2025-11-11,CRL,source-verified,P,2025,2025-10-10,2025-11-04,8.39,-0.221692,-0.250743,0,-0.244339,2787529.0,0.469352,0.065503,1,0.189755,21.66,4.051,-0.0849,IS
CYTK,2025-11-07,CRL,price-only,P,2025,2025-10-08,2025-10-31,60.82,0.045544,-0.023405,0,-0.107202,131581324.0,0.167595,0.02938,1,0.193367,16.3,4.129,-0.0499,IS
RPRX,2025-11-07,CRL,price-only,P,2025,2025-10-08,2025-10-31,35.4771,0.042199,-0.02675,0,-0.006966,185231570.0,0.006145,0.013866,1,0.193367,16.3,4.129,-0.0499,IS
JNJ,2025-11-07,Approved,price-only,P,2025,2025-10-08,2025-10-31,186.4243,-0.004323,-0.073272,0,-0.009464,1585988079.0,0.064896,0.009321,1,0.193367,16.3,4.129,-0.0499,IS
BCAB,2025-11-07,Approved,price-only,P,2025,2025-10-08,2025-10-31,45.7,-0.23523,-0.304179,0,-0.364333,693476.0,0.495908,0.081578,1,0.193367,16.3,4.129,-0.0499,IS
JNJ,2025-11-06,Approved,price-only,P,2025,2025-10-07,2025-10-30,185.6381,0.000847,-0.078532,0,-0.014534,1592014538.0,0.058623,0.009364,1,0.180258,17.24,4.127,-0.0495,IS
CLDX,2025-11-06,CRL,price-only,P,2025,2025-10-07,2025-10-30,26.22,-0.008391,-0.087769,0,-0.065599,28666929.0,0.14648,0.026932,1,0.180258,17.24,4.127,-0.0495,IS
IBRX,2025-11-05,CRL,price-only,P,2025,2025-10-06,2025-10-29,2.53,-0.043478,-0.114107,0,-0.090909,28696505.0,0.054167,0.028704,1,0.223814,16.37,4.162,-0.0573,IS
BHVN,2025-11-04,CRL,price-only,P,2025,2025-10-03,2025-10-28,15.81,0.087919,0.006838,1,-0.061986,36467217.0,-0.003781,0.045765,1,0.239881,16.65,4.119,-0.0628,IS
ESLA,2025-11-03,CRL,source-verified,P,2025,2025-10-03,2025-10-27,1.31,0.740458,0.663334,1,-0.083969,124502.0,0.212963,0.045814,1,0.239881,16.65,4.119,-0.0628,IS
AGIO,2025-11-03,Approved,price-only,P,2025,2025-10-03,2025-10-27,40.5,0.063704,-0.01342,0,-0.019506,23541618.0,0.120952,0.019599,1,0.239881,16.65,4.119,-0.0628,IS
ALVO,2025-11-02,CRL,price-only,P,2025,2025-10-03,2025-10-24,8.32,0.009615,-0.03662,0,-0.042067,2965788.0,0.046541,0.026137,1,0.239881,16.65,4.119,-0.0628,IS
AMRX,2025-10-29,Approved,price-only,P,2025,2025-09-29,2025-10-22,9.87,0.056738,-0.02294,0,-0.031408,16616419.0,0.032427,0.013628,1,0.19894,16.12,4.141,-0.021,IS
ONCY,2025-10-28,Approved,price-only,P,2025,2025-09-26,2025-10-21,1.29,-0.139535,-0.258065,0,-0.147287,1700590.0,0.240385,0.063512,1,0.180312,15.29,4.187,-0.0224,IS
LLY,2025-10-27,Approved,price-only,P,2025,2025-09-26,2025-10-20,721.0308,0.116515,-0.008242,0,-0.006866,2459992606.0,-0.010137,0.01344,1,0.180312,15.29,4.187,-0.0224,IS
MRK,2025-10-27,Approved,price-only,P,2025,2025-09-26,2025-10-20,76.7695,0.098778,-0.02598,0,0.011991,1025729956.0,-0.046557,0.011969,1,0.180312,15.29,4.187,-0.0224,IS
SNDX,2025-10-24,Approved,price-only,P,2025,2025-09-24,2025-10-17,15.01,-0.047302,-0.153624,0,-0.061959,31388633.0,-0.041507,0.029239,1,0.1705,16.18,4.147,-0.034,IS
BAYRY,2025-10-24,Approved,price-only,P,2025,2025-09-24,2025-10-17,8.0459,-0.030979,-0.137301,0,-0.038015,3007809.0,-0.00738,0.01566,1,0.1705,16.18,4.147,-0.034,IS
GSK,2025-10-23,Approved,price-only,P,2025,2025-09-23,2025-10-16,39.4877,0.080207,-0.034911,0,-0.005007,155105679.0,0.008211,0.012279,1,0.154824,16.64,4.12,-0.0403,IS
GKOS,2025-10-20,Approved,price-only,P,2025,2025-09-19,2025-10-13,83.47,-0.004553,-0.106014,0,-0.053313,71154029.0,-0.070386,0.029263,1,0.160575,15.45,4.139,-0.0539,IS
RHHBY,2025-10-20,Approved,price-only,P,2025,2025-09-19,2025-10-13,40.5081,0.083513,-0.017949,0,-0.024885,55614141.0,0.033127,0.011377,1,0.160575,15.45,4.139,-0.0539,IS
AZN,2025-10-17,Approved,price-only,P,2025,2025-09-17,2025-10-10,153.7768,0.088042,-0.031929,0,-0.051873,275762518.0,-0.018074,0.009566,1,0.142241,15.72,4.076,-0.0722,IS
AMGN,2025-10-17,Approved,price-only,P,2025,2025-09-17,2025-10-10,268.8572,0.056132,-0.063839,0,0.003395,565817352.0,-0.05359,0.009608,1,0.142241,15.72,4.076,-0.0722,IS
REGN,2025-10-17,CRL,price-only,P,2025,2025-09-17,2025-10-10,583.1932,-0.035645,-0.155615,0,-0.058288,556661296.0,0.020195,0.017202,1,0.142241,15.72,4.076,-0.0722,IS
NVO,2025-10-15,Approved,price-only,P,2025,2025-09-15,2025-10-08,53.6523,0.071737,-0.057127,0,0.002194,810886177.0,0.073207,0.01531,1,0.117679,15.69,4.034,-0.0882,IS
CGEM,2025-10-13,CRL,price-only,P,2025,2025-09-12,2025-10-06,6.53,-0.105666,-0.207125,0,-0.130169,3936807.0,-0.138522,0.040074,1,0.11579,14.76,4.061,-0.0679,IS
ABBV,2025-10-13,Approved,price-only,P,2025,2025-09-12,2025-10-06,213.2776,0.054273,-0.047185,0,0.00484,963333518.0,0.066738,0.011188,1,0.11579,14.76,4.061,-0.0679,IS
TEVA,2025-10-10,Approved,price-only,P,2025,2025-09-10,2025-10-03,19.57,0.022483,-0.08113,0,-0.069494,194821766.0,0.191839,0.020899,1,0.101172,15.35,4.032,-0.0988,IS
REGN,2025-10-08,Approved,price-only,P,2025,2025-09-08,2025-10-01,556.2399,0.074314,0.000305,1,-0.012656,579607926.0,-0.006593,0.018509,1,0.120793,15.11,4.046,-0.1029,IS
ARQT,2025-10-06,Approved,price-only,P,2025,2025-09-05,2025-09-29,17.15,0.085714,0.044255,1,-0.054811,25871164.0,0.214589,0.031739,1,0.156469,15.18,4.086,-0.0701,IS
RHHBY,2025-10-02,Approved,price-only,P,2025,2025-09-02,2025-09-25,39.7617,-0.025841,-0.058217,0,-4.2e-05,58698253.0,0.056128,0.012684,1,0.143376,17.17,4.277,-0.0415,IS
JAZZ,2025-10-02,Approved,price-only,P,2025,2025-09-02,2025-09-25,129.66,-0.014345,-0.046721,0,-0.044578,107525857.0,0.122403,0.022691,1,0.143376,17.17,4.277,-0.0415,IS
FBIO,2025-10-01,CRL,price-only,P,2025,2025-08-29,2025-09-24,2.58,0.430233,0.345452,1,-0.062015,991484.0,0.425414,0.040549,1,0.134709,15.36,4.227,-0.0428,IS
NVS,2025-09-30,Approved,price-only,P,2025,2025-08-29,2025-09-23,122.812,-0.029475,-0.106796,0,-0.009217,156495836.0,0.097572,0.013275,1,0.134709,15.36,4.227,-0.0428,IS
JNJ,2025-09-29,Approved,price-only,P,2025,2025-08-29,2025-09-22,174.1199,-0.016707,-0.099929,0,-0.004536,1453898541.0,0.083346,0.007379,1,0.134709,15.36,4.227,-0.0428,IS
LLY,2025-09-25,Approved,price-only,P,2025,2025-08-26,2025-09-18,732.4651,0.036547,-0.03887,0,-0.026438,4807734411.0,-0.092339,0.038879,1,0.133766,14.62,4.258,-0.0397,IS
CRNX,2025-09-25,Approved,price-only,P,2025,2025-08-26,2025-09-18,30.93,0.147106,0.071689,1,-0.029939,29911382.0,-0.001936,0.029318,1,0.133766,14.62,4.258,-0.0397,IS
BIIB,2025-09-23,CRL,price-only,P,2025,2025-08-22,2025-09-16,139.31,0.031369,0.000352,1,-0.055918,207454995.0,0.05923,0.018997,1,0.147353,14.22,4.26,-0.0644,IS
AMRX,2025-09-23,Approved,price-only,P,2025,2025-08-22,2025-09-16,9.59,0.015641,-0.015375,0,-0.040667,15076470.0,0.189826,0.018315,1,0.147353,14.22,4.26,-0.0644,IS
SRRK,2025-09-23,CRL,price-only,P,2025,2025-08-22,2025-09-16,35.49,-0.088757,-0.119774,0,-0.152719,64965135.0,-0.088832,0.045254,1,0.147353,14.22,4.26,-0.0644,IS
IONS,2025-09-23,CRL,price-only,P,2025,2025-08-22,2025-09-16,42.69,0.436402,0.405386,1,-0.022956,94154519.0,0.010414,0.022278,1,0.147353,14.22,4.26,-0.0644,IS
INCY,2025-09-19,Approved,price-only,P,2025,2025-08-20,2025-09-12,86.2,-0.035963,-0.090883,0,-0.039211,157148778.0,0.279311,0.026717,1,0.096162,15.69,4.296,-0.0413,IS
MRK,2025-09-19,Approved,price-only,P,2025,2025-08-20,2025-09-12,81.9212,-0.021852,-0.076773,0,0.008896,969918328.0,0.067457,0.016746,1,0.096162,15.69,4.296,-0.0413,IS
JNJ,2025-09-19,Approved,price-only,P,2025,2025-08-20,2025-09-12,174.4804,0.002947,-0.051974,0,-0.000862,1439814277.0,0.088099,0.009633,1,0.096162,15.69,4.296,-0.0413,IS
KRYS,2025-09-15,Approved,price-only,P,2025,2025-08-15,2025-09-08,150.27,-0.033739,-0.075094,0,-0.05164,62300882.0,0.000799,0.036316,1,0.168957,15.09,4.328,-0.0285,IS
GMAB,2025-09-12,CRL,price-only,P,2025,2025-08-13,2025-09-05,22.67,0.214821,0.148356,1,-0.021614,24999175.0,0.056384,0.027379,1,0.15445,14.49,4.238,-0.058,IS
AMRX,2025-09-11,Approved,price-only,P,2025,2025-08-12,2025-09-04,9.02,0.058758,-0.016598,0,-0.022173,12429076.0,0.082833,0.018285,0,0.094114,14.73,4.293,-0.0368,IS
JNJ,2025-09-09,Approved,price-only,P,2025,2025-08-08,2025-09-02,169.1047,0.034829,-0.052377,0,0.0076,1579720699.0,0.104716,0.016698,0,0.094788,15.15,4.285,-0.0201,IS
TAK,2025-09-05,Approved,price-only,P,2025,2025-08-06,2025-08-29,14.27,0.050455,0.007265,1,-0.004205,79861770.0,-0.053086,0.016684,0,0.116202,16.77,4.22,-0.0204,IS
AMRX,2025-09-04,Approved,price-only,P,2025,2025-08-05,2025-08-28,8.13,0.174662,0.135053,1,-0.01845,10905812.0,-0.034442,0.014186,0,0.050906,17.85,4.196,-0.0338,IS
SNY,2025-08-29,Approved,price-only,P,2025,2025-07-30,2025-08-22,46.6614,0.04264,-0.011628,0,-0.041392,88879660.0,0.019458,0.011799,0,0.053338,15.48,4.376,0.0486,IS
BIIB,2025-08-29,Approved,price-only,P,2025,2025-07-30,2025-08-22,126.64,0.100047,0.04578,1,-0.016425,157741881.0,0.008361,0.021851,0,0.053338,15.48,4.376,0.0486,IS
OTLK,2025-08-28,CRL,source-verified,P,2025,2025-07-29,2025-08-21,1.97,0.22335,0.17582,1,-0.093909,1768619.0,0.23125,0.043999,0,0.055024,15.98,4.33,0.027,IS
TEVA,2025-08-28,Approved,price-only,P,2025,2025-07-29,2025-08-21,16.54,0.136638,0.089108,1,-0.093712,175398677.0,-0.013126,0.012352,0,0.055024,15.98,4.33,0.027,IS
LGND,2025-08-27,Approved,price-only,P,2025,2025-07-28,2025-08-20,134.92,0.150682,0.120071,1,-0.039801,23152459.0,0.181954,0.029973,0,0.078846,15.03,4.42,0.0361,IS
BNTX,2025-08-27,Approved,price-only,P,2025,2025-07-28,2025-08-20,112.79,-0.01321,-0.043822,0,-0.072258,68339742.0,0.056878,0.013583,0,0.078846,15.03,4.42,0.0361,IS
MRNA,2025-08-27,Approved,price-only,P,2025,2025-07-28,2025-08-20,33.91,-0.207019,-0.23763,0,-0.253907,290151423.0,0.248527,0.034114,0,0.078846,15.03,4.42,0.0361,IS
TVTX,2025-08-27,Approved,price-only,P,2025,2025-07-28,2025-08-20,15.4,0.166883,0.136272,1,-0.024026,20215498.0,0.042654,0.026036,0,0.078846,15.03,4.42,0.0361,IS
NVAX,2025-08-27,Approved,price-only,P,2025,2025-07-28,2025-08-20,7.28,0.200549,0.169938,1,-0.126374,35809804.0,0.142857,0.030817,0,0.078846,15.03,4.42,0.0361,IS
PRTA,2025-08-27,Approved,price-only,P,2025,2025-07-28,2025-08-20,6.87,0.240175,0.209564,1,-0.037846,5385813.0,0.129934,0.022108,0,0.078846,15.03,4.42,0.0361,IS
PFE,2025-08-27,Approved,price-only,P,2025,2025-07-28,2025-08-20,23.1142,0.044015,0.013404,1,-0.000183,989842218.0,0.022302,0.014892,0,0.078846,15.03,4.42,0.0361,IS
MRKR,2025-08-26,CRL,price-only,P,2025,2025-07-25,2025-08-19,1.56,-0.275641,-0.289224,0,-0.294872,6496827.0,0.068493,0.072635,0,0.083168,14.93,4.386,0.0188,IS
VALN,2025-08-25,Approved,price-only,P,2025,2025-07-25,2025-08-18,7.68,0.580729,0.551052,1,-0.06901,282983.0,0.335652,0.041321,0,0.083168,14.93,4.386,0.0188,IS
IONI,2025-08-21,Approved,price-only,P,2025,2025-07-22,2025-08-14,0.932,0.078326,0.045581,1,-0.061159,40485.0,0.864,0.144645,0,0.148687,16.5,4.336,-0.0157,IS
IONS,2025-08-21,Approved,price-only,P,2025,2025-07-22,2025-08-14,41.95,0.021454,-0.011291,0,-0.045769,84068757.0,0.121358,0.026505,0,0.148687,16.5,4.336,-0.0157,IS
PTCT,2025-08-19,CRL,price-only,P,2025,2025-07-18,2025-08-12,47.63,-0.049549,-0.057083,0,-0.093534,54006013.0,-0.051195,0.015786,0,0.148374,16.41,4.432,0.0358,IS
PGEN,2025-08-15,Approved,price-only,P,2025,2025-07-16,2025-08-08,1.84,-0.032609,-0.005394,0,-0.201087,3887144.0,0.194805,0.050534,0,0.147472,17.16,4.455,0.0209,IS
NVO,2025-08-15,Approved,price-only,P,2025,2025-07-16,2025-08-08,63.9477,-0.238067,-0.210852,0,-0.295518,532638906.0,-0.129577,0.02021,0,0.147472,17.16,4.455,0.0209,IS
TNXP,2025-08-15,Approved,price-only,P,2025,2025-07-16,2025-08-08,45.06,0.031735,0.05895,1,-0.208611,29811722.0,0.218826,0.0471,0,0.147472,17.16,4.455,0.0209,IS
IBRX,2025-08-13,CRL,price-only,P,2025,2025-07-14,2025-08-06,2.9,-0.17931,-0.155066,0,-0.196552,20223634.0,-0.055375,0.030648,0,0.232754,17.2,4.427,0.0075,IS
INSM,2025-08-12,Approved,price-only,P,2025,2025-07-11,2025-08-05,98.18,0.13679,0.138743,1,-0.022612,509185238.0,-0.005571,0.017986,0,0.162225,16.4,4.423,0.0052,IS
PHRRF,2025-08-11,Approved,price-only,P,2025,2025-07-11,2025-08-04,0.34,0.188235,0.190534,1,-0.179412,153972.0,1.222222,0.097495,0,0.162225,16.4,4.423,0.0052,IS
AMPH,2025-08-11,Approved,price-only,P,2025,2025-07-11,2025-08-04,21.66,-0.012004,-0.009705,0,-0.058633,11905237.0,-0.180787,0.014334,0,0.162225,16.4,4.423,0.0052,IS
TEVA,2025-08-06,Approved,price-only,P,2025,2025-07-07,2025-07-30,16.85,-0.001187,-0.033013,0,-0.061128,178665862.0,-0.051773,0.019417,0,0.06971,17.79,4.395,0.0838,IS
JAZZ,2025-08-06,Approved,price-only,P,2025,2025-07-07,2025-07-30,107.6,0.079182,0.047356,1,-0.003996,73079921.0,-0.031765,0.013351,0,0.06971,17.79,4.395,0.0838,IS
LENZ,2025-07-31,Approved,price-only,P,2025,2025-07-01,2025-07-24,30.05,0.111481,0.0584,1,-0.041597,10979565.0,0.02911,0.03473,0,0.024502,16.83,4.251,0.0012,IS
REGN,2025-07-30,CRL,price-only,P,2025,2025-06-30,2025-07-23,522.1387,0.090267,0.026478,1,-0.006203,704702700.0,0.070817,0.015297,0,-0.017334,16.73,4.23,-0.0059,IS
ZLAB,2025-07-30,CRL,price-only,P,2025,2025-06-30,2025-07-23,34.97,0.06863,0.004841,1,-0.076208,38165757.0,0.160252,0.051269,0,-0.017334,16.73,4.23,-0.0059,IS
