ticker,pdufa_date,outcome,confidence,cohort,year,entry_date,exit_date,entry_px,ret,excess,beat_xbi,mae,adv_usd,premom_60_30,prevol_60_30,xbi_above_200d,xbi_ret_63d,vix,tnx,tnx_chg_63d,split
ABBV,2025-02-07,Approved,price-only,P,2025,2025-01-08,2025-01-31,169.6852,0.039967,0.036068,1,-0.009578,1033854908.0,0.010931,0.010881,0,-0.049299,17.7,4.693,0.1636,IS
RNAZ,2025-02-06,Approved,price-only,P,2025,2025-01-07,2025-01-30,101.08,1.229917,1.222702,1,-0.263158,453404.0,-0.532988,0.100033,0,-0.035886,17.82,4.683,0.1632,IS
SUPN,2025-02-04,Approved,price-only,P,2025,2025-01-03,2025-01-28,36.92,0.060401,0.052068,1,-0.017335,13164654.0,-0.006726,0.012862,0,-0.043739,16.13,4.596,0.1938,IS
RHHBY,2025-02-04,Approved,price-only,P,2025,2025-01-03,2025-01-28,33.0033,0.106879,0.098546,1,0.05656,40351679.0,-0.036428,0.010963,0,-0.043739,16.13,4.596,0.1938,IS
VRTX,2025-01-30,Approved,price-only,P,2025,2024-12-31,2025-01-23,402.7,0.091954,0.059531,1,-0.013534,799314412.0,-0.139769,0.028358,0,-0.080709,17.35,4.573,0.2217,IS
AXSM,2025-01-30,Approved,price-only,P,2025,2024-12-31,2025-01-23,84.61,0.227869,0.195446,1,-0.064059,62386098.0,-0.138566,0.020528,0,-0.080709,17.35,4.573,0.2217,IS
NVS,2025-01-29,Approved,price-only,P,2025,2024-12-30,2025-01-22,91.0671,0.00863,-0.006054,0,0.064161,105007802.0,-0.079796,0.00985,0,-0.090152,17.4,4.545,0.1954,IS
NVO,2025-01-28,Approved,price-only,P,2025,2024-12-27,2025-01-21,82.0183,-0.072565,-0.06337,0,-0.04692,782969059.0,-0.181929,0.043368,0,-0.071899,15.95,4.619,0.2321,IS
DSNKY,2025-01-27,Approved,price-only,P,2025,2024-12-27,2025-01-17,27.6836,-0.041189,-0.004189,0,-0.092965,5554855.0,-0.089367,0.019568,0,-0.071899,15.95,4.619,0.2321,IS
AZN,2025-01-27,Approved,price-only,P,2025,2024-12-27,2025-01-17,128.4127,0.005131,0.042132,1,0.000213,359260979.0,-0.013988,0.013685,0,-0.071899,15.95,4.619,0.2321,IS
BIIB,2025-01-26,Approved,price-only,P,2025,2024-12-27,2025-01-17,151.31,-0.071112,-0.034112,0,-0.074417,235077219.0,-0.053307,0.013636,0,-0.071899,15.95,4.619,0.2321,IS
AMRX,2025-01-23,Approved,price-only,P,2025,2024-12-24,2025-01-16,7.85,0.058599,0.103065,1,-0.028662,9330131.0,-0.064362,0.022108,0,-0.058997,14.27,4.591,0.2142,IS
LSTA,2025-01-22,CRL,source-verified,P,2025,2024-12-23,2025-01-15,3.02,0.231788,0.268136,1,-0.125828,52422.0,0.048611,0.042783,0,-0.069061,16.78,4.599,0.231,IS
CHRS,2025-01-22,CRL,price-only,P,2025,2024-12-23,2025-01-15,1.43,0.020979,0.057327,1,-0.055944,16415273.0,0.311927,0.087013,0,-0.069061,16.78,4.599,0.231,IS
IRON,2025-01-21,Approved,price-only,P,2025,2024-12-20,2025-01-14,64.5,-0.103411,-0.052829,0,-0.114884,17112880.0,-0.007081,0.023061,0,-0.079746,18.36,4.524,0.2099,IS
JNJ,2025-01-21,Approved,price-only,P,2025,2024-12-20,2025-01-14,138.6404,0.001938,0.05252,1,0.014711,1339137456.0,-0.061486,0.00896,0,-0.079746,18.36,4.524,0.2099,IS
INBX,2025-01-21,CRL,price-only,P,2025,2024-12-20,2025-01-14,14.6,-0.127397,-0.076815,0,-0.132192,1204709.0,0.036932,0.027324,0,-0.079746,18.36,4.524,0.2099,IS
AZN,2025-01-17,Approved,price-only,P,2025,2024-12-18,2025-01-10,125.2731,0.036665,0.04208,1,0.017776,379930713.0,0.019719,0.014228,0,-0.121905,27.62,4.494,0.2016,IS
AMGN,2025-01-17,Approved,price-only,P,2025,2024-12-18,2025-01-10,247.0321,0.013332,0.018748,1,0.025373,1294337789.0,-0.071675,0.015976,0,-0.121905,27.62,4.494,0.2016,IS
ATRA,2025-01-16,CRL,source-verified,P,2025,2024-12-17,2025-01-08,10.35,0.597101,0.621173,1,-0.117874,896313.0,-0.1375,0.041506,0,-0.061562,15.87,4.385,0.19,IS
INCY,2025-01-16,Approved,price-only,P,2025,2024-12-17,2025-01-08,69.4,0.053746,0.077818,1,-0.044236,166459040.0,-0.085277,0.026744,0,-0.061562,15.87,4.385,0.19,IS
SNDX,2025-01-16,Approved,price-only,P,2025,2024-12-17,2025-01-08,13.63,0.013206,0.037278,1,-0.090242,29364694.0,-0.138977,0.030308,0,-0.061562,15.87,4.385,0.19,IS
LEXX,2025-01-15,Approved,price-only,P,2025,2024-12-16,2025-01-08,2.16,0.023148,0.048971,1,-0.074074,440225.0,0.074627,0.059756,0,-0.061179,14.69,4.397,0.2073,IS
LLY,2025-01-15,Approved,price-only,P,2025,2024-12-16,2025-01-08,770.6176,0.010552,0.036375,1,-0.02364,3071505619.0,0.043956,0.01731,0,-0.061179,14.69,4.397,0.2073,IS
PHIO,2025-01-13,CRL,source-verified,P,2025,2024-12-13,2025-01-06,2.81,-0.345196,-0.332487,0,-0.455516,117353.0,0.26009,0.050896,0,-0.077668,13.81,4.399,0.2149,IS
JSPR,2025-01-08,CRL,source-verified,P,2025,2024-12-09,2024-12-31,22.4,-0.045536,0.0377,1,-0.133482,4587511.0,-0.086832,0.03535,1,0.001575,14.19,4.199,0.1517,IS
KZIA,2025-01-02,Approved,price-only,P,2025,2024-12-03,2024-12-26,24.7,-0.388664,-0.337103,0,-0.437247,428176.0,-0.105072,0.087056,1,-0.008278,13.3,4.223,0.1208,IS
ANIP,2025-01-02,Approved,price-only,P,2025,2024-12-03,2024-12-26,56.87,-0.02409,0.027471,1,-0.076842,16367375.0,-0.022684,0.024096,1,-0.008278,13.3,4.223,0.1208,IS
IMCR,2022-01-25,Approved,drugscom-approval,regime2223,2022,2021-12-23,2022-01-18,35.44,-0.40491,-0.204436,0,-0.418736,2469430.0,-0.025838,0.058343,0,-0.093196,17.96,1.493,0.0226,OOS_regime
AGIO,2022-02-17,Approved,drugscom-approval,regime2223,2022,2022-01-18,2022-02-10,31.14,-0.00289,-0.001197,0,-0.100193,15513319.0,-0.083309,0.028343,0,-0.228219,22.79,1.865,0.1774,OOS_regime
BTAI,2022-04-05,Approved,drugscom-approval,regime2223,2022,2022-03-04,2022-03-29,265.44,0.325497,0.210479,1,-0.129898,5156682.0,0.059387,0.047578,0,-0.267697,31.98,1.724,0.1906,OOS_regime
SLGL,2022-04-22,Approved,drugscom-approval,regime2223,2022,2022-03-23,2022-04-14,71.85,0.000696,0.023954,1,-0.095337,50551.0,-0.025102,0.024711,0,-0.229199,23.57,2.321,0.5609,OOS_regime
PHAT,2022-05-03,Approved,drugscom-approval,regime2223,2022,2022-04-01,2022-04-26,14.24,-0.093399,0.084276,1,-0.105337,1630635.0,-0.180196,0.051648,0,-0.167024,19.63,2.377,0.5721,OOS_regime
ARQT,2022-07-29,Approved,drugscom-approval,regime2223,2022,2022-06-29,2022-07-22,22.12,-0.027125,-0.105734,0,-0.05651,10084839.0,0.053835,0.036576,0,-0.200428,28.16,3.093,0.2887,OOS_regime
CHRS,2022-08-02,Approved,drugscom-approval,regime2223,2022,2022-07-01,2022-07-26,7.83,-0.051086,-0.113275,0,-0.108557,7568310.0,0.034346,0.048779,0,-0.14842,26.7,2.889,0.2415,OOS_regime
AXSM,2022-08-18,Approved,drugscom-approval,regime2223,2022,2022-07-19,2022-08-11,43.97,0.030703,-0.05857,0,-0.200364,98067101.0,0.937858,0.115695,0,-0.002991,24.5,3.019,0.0549,OOS_regime
HRTX,2022-09-16,Approved,drugscom-approval,regime2223,2022,2022-08-17,2022-09-09,5.11,-0.009785,0.007632,1,-0.246575,13915264.0,0.812057,0.063622,0,0.253429,19.9,2.893,-0.0253,OOS_regime
FENC,2022-09-20,Approved,drugscom-approval,regime2223,2022,2022-08-19,2022-09-13,6.36,0.04717,0.083036,1,-0.020283,377033.0,-0.071533,0.025307,0,0.257493,20.6,2.989,0.0469,OOS_regime
HROW,2022-09-27,Approved,drugscom-approval,regime2223,2022,2022-08-26,2022-09-20,9.21,-0.091205,-0.05534,0,-0.114007,662982.0,0.370536,0.04049,0,0.242004,25.56,3.035,0.1012,OOS_regime
AMLX,2022-09-29,Approved,drugscom-approval,regime2223,2022,2022-08-30,2022-09-22,24.03,0.213067,0.273356,1,-0.342489,14528796.0,-0.10967,0.030482,0,0.2082,26.21,3.11,0.0935,OOS_regime
TGTX,2022-12-28,Approved,drugscom-approval,regime2223,2022,2022-11-28,2022-12-21,7.98,0.106516,0.06973,1,-0.071429,23521623.0,0.395105,0.146278,0,-0.051334,22.21,3.703,0.1907,OOS_regime
VCEL,2022-12-28,Approved,drugscom-approval,regime2223,2022,2022-11-28,2022-12-21,21.09,0.170697,0.133911,1,-0.017544,11824600.0,-0.19962,0.085108,0,-0.051334,22.21,3.703,0.1907,OOS_regime
TVTX,2023-02-17,Approved,drugscom-approval,regime2223,2023,2023-01-18,2023-02-10,21.0,-0.024286,-0.022421,0,-0.032857,18046746.0,0.086957,0.023366,1,0.062949,20.34,3.375,-0.1594,OOS_regime
ACAD,2023-03-10,Approved,drugscom-approval,regime2223,2023,2023-02-08,2023-03-03,19.72,0.03144,0.07273,1,-0.060852,24740107.0,0.169632,0.025442,1,0.101997,19.63,3.653,-0.1331,OOS_regime
MCRB,2023-04-26,Approved,drugscom-approval,regime2223,2023,2023-03-27,2023-04-19,109.2,0.14652,0.047787,1,-0.031135,7004924.0,0.094188,0.046714,0,-0.095025,20.6,3.528,-0.0384,OOS_regime
PLX,2023-05-09,Approved,drugscom-approval,regime2223,2023,2023-04-06,2023-05-02,2.21,0.19457,0.157364,1,-0.027149,2495790.0,0.194595,0.027595,0,-0.068468,18.4,3.288,-0.1161,OOS_regime
KRYS,2023-05-19,Approved,drugscom-approval,regime2223,2023,2023-04-19,2023-05-12,89.11,-0.010661,-0.048062,0,-0.078779,17617749.0,0.190992,0.027582,0,-0.039986,16.46,3.602,0.0673,OOS_regime
INVA,2023-05-23,Approved,drugscom-approval,regime2223,2023,2023-04-21,2023-05-16,11.98,0.10601,0.072462,1,-0.050918,6748357.0,0.055507,0.019728,0,-0.054259,16.77,3.57,0.0247,OOS_regime
LXRX,2023-05-26,Approved,drugscom-approval,regime2223,2023,2023-04-26,2023-05-19,2.41,0.248963,0.173096,1,-0.033195,1208513.0,0.04329,0.038658,0,-0.107424,18.84,3.432,-0.0087,OOS_regime
SRPT,2023-06-22,Approved,drugscom-approval,regime2223,2023,2023-05-23,2023-06-15,146.91,-0.104145,-0.123576,0,-0.166428,263873052.0,0.147914,0.068087,1,0.046156,18.53,3.698,-0.0574,OOS_regime
BMRN,2023-06-29,Approved,drugscom-approval,regime2223,2023,2023-05-30,2023-06-22,87.22,0.096194,0.054662,1,-0.017886,80676617.0,-0.091837,0.013704,1,0.0035,17.46,3.7,-0.0552,OOS_regime
VRCA,2023-07-21,Approved,drugscom-approval,regime2223,2023,2023-06-21,2023-07-14,60.5,0.105785,0.137222,1,-0.123967,913192.0,0.050347,0.033803,1,0.14658,13.2,3.723,0.0324,OOS_regime
TARS,2023-07-25,Approved,drugscom-approval,regime2223,2023,2023-06-23,2023-07-18,18.25,0.021918,0.016514,1,-0.097534,4932836.0,0.144918,0.033796,1,0.154679,13.44,3.739,0.0978,OOS_regime
DCTH,2023-08-14,Approved,drugscom-approval,regime2223,2023,2023-07-14,2023-08-07,4.95,-0.183838,-0.115964,0,-0.222222,475938.0,-0.26009,0.037492,1,0.062859,13.34,3.819,0.1063,OOS_regime
BLRX,2023-09-08,Approved,drugscom-approval,regime2223,2023,2023-08-09,2023-09-01,61.2,0.320261,0.296668,1,-0.215686,567183.0,-0.089286,0.036904,0,-0.077375,15.96,4.012,0.1394,OOS_regime
ARDX,2023-10-17,Approved,drugscom-approval,regime2223,2023,2023-09-15,2023-10-10,4.55,-0.09011,-0.025138,0,-0.204396,28528672.0,0.260388,0.050927,0,-0.135412,13.79,4.322,0.1593,OOS_regime
CPRX,2023-10-26,Approved,drugscom-approval,regime2223,2023,2023-09-26,2023-10-19,12.14,0.066722,0.150317,1,-0.0486,16294061.0,-0.147472,0.020265,0,-0.117101,18.94,4.558,0.2097,OOS_regime
PHAT,2023-11-01,Approved,drugscom-approval,regime2223,2023,2023-10-02,2023-10-25,10.15,-0.1133,-0.040406,0,-0.146798,6079125.0,-0.300964,0.03109,0,-0.148179,17.61,4.683,0.2138,OOS_regime
CRMD,2023-11-15,Approved,drugscom-approval,regime2223,2023,2023-10-16,2023-11-08,3.31,-0.030211,-0.019102,0,-0.108761,1490811.0,-0.153453,0.022994,0,-0.179598,17.21,4.712,0.2436,OOS_regime
GKOS,2023-12-13,Approved,drugscom-approval,regime2223,2023,2023-11-13,2023-12-06,63.49,-0.019058,-0.201282,0,-0.067255,40589584.0,-0.032017,0.028546,0,-0.157104,14.76,4.632,0.0974,OOS_regime
