This file was created using the 202605 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on INV.

The portfolios are constructed at the end of June.  INV, investment, is the change
in total assets from the fiscal year ending in year t-2 to the fiscal year ending in t-1
divided by t-2 total assets.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weight Returns -- Monthly
,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
196710,   -2.28,   -1.87,   -2.94,   -1.50,   -3.18,   -1.89,   -2.68,   -2.64,   -0.46,   -3.19,   -4.36,   -2.00,   -1.25,   -2.59,   -1.71,   -3.73,   -4.06,   -1.49
196711,   -1.34,    0.80,    0.85,   -1.76,    0.67,    0.26,    0.38,    1.32,   -2.09,   -1.22,   -0.20,    1.55,   -0.11,    0.65,    1.09,   -0.38,    1.34,    1.30
196712,    8.88,    6.09,    7.90,    9.46,    6.17,    5.51,    7.38,    8.38,   11.39,    6.34,    7.32,    5.01,    5.57,    5.44,    8.05,    6.65,    7.46,    9.13
196801,    5.53,    1.23,   -1.72,    6.52,    2.33,    1.45,   -0.70,   -1.69,    7.82,    4.41,    2.85,    1.81,    2.17,    0.67,    0.33,   -1.80,   -1.25,   -2.03
196802,   -4.83,   -4.93,   -6.93,   -5.12,   -4.08,   -4.92,   -6.23,   -6.98,   -6.28,   -3.25,   -4.08,   -4.08,   -5.24,   -4.59,   -5.68,   -6.82,   -6.91,   -7.03
196803,   -1.16,   -0.78,   -0.96,   -0.95,   -1.05,   -0.69,   -0.99,   -1.07,   -0.96,   -0.93,   -1.72,   -0.38,   -0.62,   -0.77,   -1.27,   -0.69,   -0.65,   -1.40
196804,   13.91,   11.89,   16.55,   14.78,   11.45,   10.97,   14.91,   16.80,   16.74,   11.64,   11.62,   11.29,    9.60,   12.45,   14.00,   15.90,   15.36,   17.95
196805,   10.09,    6.82,    9.07,   10.84,    7.18,    6.07,    8.07,    9.67,   13.34,    6.85,    8.09,    6.26,    6.95,    5.12,    8.60,    7.50,    9.25,   10.00
196806,    2.54,    2.19,   -0.19,    2.03,    3.45,    2.52,    0.48,   -0.26,    1.10,    3.52,    3.92,    2.98,    2.51,    2.53,    0.93,   -0.01,    0.27,   -0.67
196807,   -1.51,   -2.82,   -4.99,   -1.53,   -1.86,   -3.24,   -3.38,   -5.35,   -1.43,   -1.72,   -1.46,   -2.29,   -3.25,   -3.23,   -2.53,   -4.10,   -3.87,   -6.57
196808,    4.89,    2.50,    2.86,    5.06,    3.30,    2.64,    3.01,    2.69,    5.54,    4.15,    4.45,    2.06,    3.47,    1.79,    2.66,    3.30,    3.67,    1.88
196809,    7.62,    6.15,    7.24,    8.29,    5.40,    5.77,    7.15,    7.60,    9.01,    6.95,    5.81,    4.97,    5.77,    5.77,    8.11,    6.33,    7.91,    7.35
196810,    1.07,    1.20,   -0.16,    1.06,    0.74,    1.02,    1.33,   -0.39,    0.32,    2.45,    1.08,    0.38,    1.12,    0.91,    2.42,    0.41,   -0.42,   -0.37
196811,    6.60,    7.16,    7.67,    6.60,    6.95,    7.16,    6.79,    8.09,    6.89,    6.06,    6.60,    7.33,    6.96,    7.37,    6.98,    6.64,    7.06,    8.94
196812,    1.90,   -1.05,   -0.50,    3.53,   -1.44,   -1.50,   -1.39,    0.04,    5.55,   -0.28,   -2.48,   -0.33,   -1.48,   -1.53,   -0.86,   -1.84,    0.53,   -0.36
196901,    0.06,    0.01,   -1.82,    0.11,   -0.20,    0.37,   -0.88,   -2.02,    0.29,   -0.23,   -0.08,   -0.32,    1.20,   -0.46,   -0.37,   -1.32,   -1.87,   -2.14
196902,   -8.74,   -7.02,   -9.57,   -9.53,   -6.70,   -7.23,   -7.32,  -10.32,  -10.47,   -7.80,   -6.64,   -6.77,   -6.99,   -7.47,   -6.86,   -7.70,   -9.42,  -11.07
196903,    2.13,    2.10,    2.15,    2.17,    1.91,    2.17,    2.17,    2.18,    2.50,    1.56,    2.02,    1.79,    2.21,    2.12,    2.29,    2.07,    2.97,    1.53
196904,    0.29,    1.41,   -0.12,   -0.03,    1.77,    0.58,    0.70,    0.02,   -0.15,    0.19,    1.16,    2.41,    0.82,    0.34,    2.04,   -0.44,    0.02,    0.01
196905,    1.15,    0.93,   -1.01,    1.70,    0.30,    1.02,    0.07,   -1.21,    2.04,    1.06,   -0.29,    0.91,    1.33,    0.72,    0.74,   -0.51,   -0.20,   -2.05
196906,  -11.70,   -9.76,  -11.77,  -12.50,   -9.70,   -9.43,  -10.72,  -12.08,  -13.14,  -11.29,   -9.58,   -9.83,   -9.94,   -8.91,  -10.37,  -11.01,  -11.45,  -12.61
196907,   -8.86,   -8.35,  -10.95,   -9.22,   -7.95,   -7.74,   -9.59,  -11.50,  -10.35,   -7.32,   -8.02,   -7.88,   -7.34,   -8.14,   -9.80,   -9.37,  -10.59,  -12.23
196908,    3.65,    4.63,    6.71,    3.65,    3.76,    4.42,    5.75,    7.01,    3.41,    4.05,    3.67,    3.85,    3.96,    4.88,    5.66,    5.84,    7.10,    6.94
196909,   -2.62,   -2.25,   -2.43,   -2.54,   -2.90,   -1.79,   -1.96,   -2.73,   -2.31,   -2.94,   -2.79,   -3.01,   -1.09,   -2.48,   -2.36,   -1.54,   -2.19,   -3.17
196910,    8.83,    8.87,   10.89,    9.11,    8.24,    8.25,    9.07,   12.02,   10.45,    6.82,    8.20,    8.29,    8.13,    8.37,   10.47,    7.62,   10.97,   12.86
196911,   -5.43,   -4.98,   -6.42,   -5.80,   -5.20,   -4.54,   -4.88,   -6.96,   -6.84,   -4.04,   -4.57,   -5.90,   -4.93,   -4.15,   -4.92,   -4.84,   -6.24,   -7.53
196912,   -7.88,   -4.66,   -6.60,   -8.91,   -5.20,   -4.23,   -5.24,   -7.07,  -10.27,   -6.59,   -5.51,   -4.86,   -4.14,   -4.32,   -5.21,   -5.27,   -7.15,   -7.00
197001,   -1.43,   -4.43,   -6.25,   -1.00,   -3.19,   -4.71,   -5.05,   -6.40,    0.72,   -3.93,   -2.43,   -4.03,   -3.89,   -5.53,   -4.32,   -5.81,   -5.55,   -7.07
197002,    5.15,    4.69,    3.24,    5.36,    5.26,    4.70,    3.90,    2.90,    4.63,    6.62,    4.65,    5.93,    4.52,    4.88,    3.58,    4.22,    3.67,    2.29
197003,   -0.50,   -1.45,   -4.30,   -0.94,   -0.20,   -0.99,   -2.72,   -4.83,   -0.97,   -0.87,    0.51,   -0.97,   -0.25,   -1.73,   -2.67,   -2.76,   -3.98,   -5.51
197004,  -14.31,  -13.31,  -19.35,  -15.22,  -11.74,  -13.05,  -16.07,  -20.33,  -16.98,  -12.20,  -12.23,  -11.20,  -12.95,  -13.16,  -15.61,  -16.54,  -19.00,  -21.39
197005,   -7.82,   -8.42,  -10.68,   -7.83,   -7.99,   -8.46,   -8.93,  -11.15,   -7.63,   -8.17,   -7.80,   -8.20,   -7.89,   -9.04,   -8.55,   -9.33,  -10.97,  -11.29
197006,   -6.35,   -6.37,   -9.45,   -7.31,   -5.15,   -6.47,   -6.73,  -10.24,   -7.61,   -6.80,   -4.12,   -6.27,   -6.66,   -6.29,   -6.29,   -7.18,   -8.57,  -11.58
197007,    6.19,    6.42,    5.20,    5.68,    6.56,    6.35,    6.53,    5.01,    4.58,    7.46,    7.51,    5.65,    7.94,    4.86,    7.43,    5.79,    4.88,    5.10
197008,    5.36,    6.42,    6.86,    5.03,    6.33,    6.15,    6.52,    7.07,    4.80,    5.41,    6.18,    6.48,    5.91,    6.39,    6.90,    6.21,    5.83,    8.03
197009,   11.86,    8.96,   16.83,   13.32,    8.09,    8.70,   11.40,   18.37,   15.52,    9.79,    8.14,    8.05,    8.59,    8.80,   10.50,   12.14,   15.63,   20.46
197010,   -5.03,   -4.81,   -7.85,   -5.69,   -4.29,   -4.34,   -6.16,   -8.19,   -6.24,   -4.83,   -3.35,   -5.18,   -5.08,   -3.66,   -5.38,   -6.80,   -8.37,   -8.06
197011,    0.07,    2.39,   -0.44,   -1.11,    3.04,    1.79,    2.35,   -1.20,   -2.72,    1.44,    3.05,    3.02,    2.72,    0.93,    2.95,    1.85,   -0.50,   -1.72
197012,    8.08,    9.24,    8.26,    7.64,    9.01,    9.06,    9.51,    8.00,    7.06,    8.56,    9.17,    8.86,    9.78,    8.39,   10.06,    9.06,    8.44,    7.65
197101,   15.90,   10.91,   13.63,   17.35,   11.36,   10.73,   12.38,   13.87,   20.68,   12.00,   12.28,   10.47,    9.33,   12.02,   11.77,   12.89,   13.92,   13.83
197102,    4.49,    3.42,    5.42,    5.14,    2.84,    3.19,    4.14,    5.97,    5.81,    4.08,    2.87,    2.82,    2.94,    3.42,    4.58,    3.78,    6.45,    5.60
197103,    4.77,    5.30,    6.67,    5.13,    4.39,    5.41,    5.39,    7.14,    5.05,    5.25,    3.88,    4.88,    4.48,    6.28,    5.54,    5.26,    7.35,    6.97
197104,    2.91,    3.13,    2.13,    2.83,    3.35,    2.77,    2.62,    2.18,    2.74,    2.97,    3.10,    3.60,    2.77,    2.77,    3.38,    1.99,    2.92,    1.61
197105,   -4.65,   -4.65,   -5.96,   -5.07,   -4.37,   -4.34,   -5.29,   -6.06,   -5.21,   -4.84,   -3.64,   -5.07,   -3.87,   -4.79,   -4.85,   -5.64,   -5.70,   -6.34
197106,   -2.80,   -0.64,   -1.86,   -3.01,   -1.25,   -0.80,   -1.40,   -1.82,   -3.78,   -1.78,   -2.29,   -0.25,   -0.50,   -1.08,   -0.70,   -1.96,   -2.16,   -1.57
197107,   -5.88,   -4.34,   -6.98,   -6.32,   -4.30,   -4.65,   -5.28,   -7.23,   -7.14,   -5.05,   -4.56,   -4.06,   -4.22,   -5.13,   -4.04,   -6.32,   -6.31,   -7.88
197108,    4.92,    4.19,    4.33,    4.92,    4.42,    4.20,    4.82,    4.01,    4.53,    5.53,    4.92,    3.95,    3.04,    5.53,    4.42,    5.16,    3.87,    4.12
197109,   -1.35,   -0.79,    0.47,   -1.37,   -0.36,   -1.73,   -0.08,    0.59,   -1.69,   -0.85,   -1.29,    0.49,   -1.75,   -1.70,   -0.34,    0.14,   -0.64,    1.46
197110,   -6.33,   -4.86,   -6.06,   -6.24,   -6.04,   -4.89,   -4.61,   -6.43,   -6.49,   -5.86,   -6.59,   -5.54,   -4.95,   -4.81,   -4.03,   -5.09,   -5.42,   -7.14
197111,   -3.67,   -2.91,   -3.23,   -4.00,   -3.02,   -2.99,   -2.56,   -3.40,   -4.25,   -3.60,   -2.69,   -3.32,   -3.38,   -2.55,   -2.28,   -2.79,   -3.13,   -3.59
197112,   11.69,   11.18,   13.27,   11.83,   10.93,   11.62,   11.53,   13.73,   12.41,   10.91,   11.28,   10.61,   12.26,   10.89,   10.92,   12.05,   12.56,   14.56
197201,   13.92,    7.09,    9.60,   15.86,    7.62,    6.83,    7.82,   10.21,   18.27,   12.11,    8.22,    7.08,    7.77,    5.77,    7.64,    7.97,    8.94,   11.12
197202,    5.07,    3.30,    4.28,    5.62,    3.13,    3.38,    4.02,    4.28,    6.43,    4.37,    3.47,    2.82,    3.64,    3.09,    3.71,    4.28,    3.69,    4.69
197203,   -0.39,    0.31,    0.00,   -0.65,    1.00,    0.20,   -0.53,    0.06,   -0.93,   -0.22,    0.35,    1.60,    0.40,   -0.03,   -0.96,   -0.16,   -0.04,    0.13
197204,    0.42,    0.55,   -0.07,    0.80,    0.12,    0.17,    0.27,    0.02,    0.65,    1.02,   -0.70,    0.87,    0.30,    0.03,    0.95,   -0.30,    0.11,   -0.05
197205,   -2.41,   -1.60,   -1.94,   -2.61,   -2.20,   -1.28,   -1.34,   -2.11,   -3.56,   -1.13,   -1.85,   -2.53,   -1.80,   -0.68,   -1.17,   -1.49,   -1.61,   -2.46
197206,   -3.31,   -3.20,   -3.59,   -3.17,   -3.25,   -3.57,   -3.00,   -3.78,   -3.39,   -2.83,   -3.70,   -2.84,   -3.59,   -3.55,   -2.88,   -3.10,   -4.05,   -3.59
197207,   -2.89,   -2.25,   -3.78,   -2.94,   -1.87,   -2.57,   -2.60,   -4.31,   -2.78,   -3.17,   -2.77,   -0.89,   -2.65,   -2.48,   -2.96,   -2.23,   -3.35,   -4.90
197208,    1.50,    2.22,    0.27,    0.92,    2.59,    2.61,    2.09,   -0.50,    0.89,    0.95,    3.14,    1.99,    2.78,    2.43,    1.64,    2.55,    0.73,   -1.26
197209,   -3.87,   -2.62,   -3.00,   -4.08,   -2.82,   -3.07,   -1.84,   -3.42,   -4.18,   -3.93,   -3.28,   -2.33,   -3.17,   -2.97,   -1.94,   -1.75,   -2.44,   -4.03
197210,   -1.73,   -0.62,   -2.14,   -2.09,    0.00,   -0.98,   -0.83,   -2.73,   -2.64,   -1.30,   -0.70,    0.76,   -0.86,   -1.10,   -1.26,   -0.40,   -2.28,   -3.01
197211,    5.09,    5.76,    4.69,    5.01,    5.42,    5.67,    5.94,    4.36,    4.79,    5.32,    5.33,    5.51,    5.29,    6.06,    6.21,    5.66,    4.85,    4.06
197212,   -2.84,   -1.42,   -1.83,   -3.16,   -1.24,   -1.86,   -1.92,   -1.65,   -3.71,   -2.38,   -1.95,   -0.47,   -2.24,   -1.46,   -1.47,   -2.38,   -0.89,   -2.12
197301,   -2.08,   -4.00,   -6.34,   -1.60,   -3.17,   -3.90,   -5.26,   -6.73,   -1.00,   -2.45,   -3.43,   -2.90,   -3.86,   -3.95,   -5.33,   -5.19,   -5.48,   -7.50
197302,   -7.46,   -6.30,   -8.53,   -7.63,   -6.70,   -6.16,   -6.41,   -9.27,   -8.09,   -6.97,   -7.00,   -6.38,   -5.21,   -7.15,   -6.50,   -6.31,   -6.87,  -10.76
197303,   -2.00,   -2.45,   -3.33,   -2.07,   -2.03,   -2.51,   -2.31,   -3.75,   -2.40,   -1.59,   -1.82,   -2.26,   -3.19,   -1.80,   -2.52,   -2.09,   -3.03,   -4.20
197304,   -6.60,   -5.50,   -9.42,   -7.13,   -5.11,   -5.28,   -6.39,  -10.42,   -7.74,   -6.25,   -5.11,   -5.10,   -5.50,   -5.05,   -6.37,   -6.42,   -7.41,  -12.28
197305,   -9.59,   -6.35,   -8.92,  -10.69,   -6.58,   -6.76,   -5.57,   -9.91,  -11.27,   -9.87,   -6.54,   -6.63,   -6.95,   -6.57,   -5.18,   -5.98,   -6.87,  -11.79
197306,   -2.61,   -2.94,   -4.40,   -2.18,   -3.28,   -2.67,   -3.42,   -4.83,   -1.69,   -2.86,   -3.81,   -2.71,   -3.28,   -2.03,   -3.74,   -3.09,   -4.03,   -5.33
197307,   10.85,    9.79,   15.11,   11.34,    9.30,    9.61,   10.81,   16.54,   12.26,    9.93,    9.30,    9.30,    8.66,   10.48,   10.59,   11.00,   13.24,   18.49
197308,   -4.16,   -3.87,   -5.11,   -4.25,   -3.93,   -3.97,   -3.93,   -5.41,   -4.75,   -3.47,   -3.88,   -3.97,   -3.16,   -4.71,   -3.57,   -4.24,   -4.74,   -5.81
197309,    7.93,    8.60,    9.69,    7.70,    8.11,    9.47,    8.54,    9.91,    7.50,    8.02,    8.63,    7.67,    9.26,    9.67,    7.94,    9.06,   10.24,    9.71
197310,    2.10,   -0.03,   -1.05,    2.34,    1.31,   -0.07,   -0.06,   -1.76,    2.42,    2.23,    1.32,    1.30,   -0.62,    0.44,   -1.28,    0.98,   -1.78,   -1.74
197311,  -17.96,  -16.59,  -20.33,  -18.47,  -15.89,  -16.71,  -17.24,  -21.49,  -19.43,  -17.01,  -16.37,  -15.47,  -16.08,  -17.29,  -17.49,  -17.02,  -18.59,  -23.19
197312,   -4.31,   -2.72,   -3.17,   -5.09,   -2.28,   -2.26,   -2.97,   -3.44,   -6.05,   -3.65,   -1.87,   -2.64,   -2.60,   -1.95,   -3.61,   -2.42,   -2.49,   -4.00
197401,   19.00,   11.30,   11.50,   21.11,   12.20,   11.31,   10.42,   11.92,   23.19,   17.98,   12.40,   12.03,   10.76,   11.80,   10.56,   10.31,   10.49,   12.77
197402,    1.79,    1.23,   -0.31,    1.62,    1.43,    1.28,    0.64,   -0.32,    1.88,    1.24,    2.32,    0.65,    1.62,    0.96,    1.72,   -0.28,   -0.72,   -0.07
197403,    1.42,    0.38,    0.28,    1.52,    1.21,   -0.25,    0.48,    0.26,    1.86,    0.99,    1.13,    1.28,    0.03,   -0.51,    0.63,    0.36,    0.50,    0.12
197404,   -3.72,   -5.41,   -6.32,   -3.72,   -4.17,   -5.86,   -5.89,   -6.35,   -3.46,   -4.10,   -3.74,   -4.55,   -5.53,   -6.16,   -5.47,   -6.25,   -5.89,   -6.62
197405,   -6.42,   -6.34,   -7.95,   -6.58,   -6.14,   -6.46,   -6.37,   -8.43,   -6.40,   -6.84,   -5.95,   -6.30,   -6.47,   -6.45,   -6.15,   -6.56,   -7.72,   -8.85
197406,   -1.48,   -2.51,   -3.93,   -1.62,   -1.11,   -2.60,   -3.07,   -4.41,   -1.24,   -2.19,   -1.04,   -1.16,   -2.84,   -2.38,   -3.67,   -2.56,   -3.55,   -4.92
197407,   -3.62,   -4.29,   -6.46,   -3.98,   -3.20,   -3.88,   -5.37,   -6.81,   -4.06,   -3.87,   -2.73,   -3.73,   -3.99,   -3.77,   -5.50,   -5.24,   -6.56,   -6.94
197408,   -6.45,   -7.87,   -9.48,   -6.12,   -7.11,   -8.27,   -8.87,   -9.41,   -6.27,   -5.90,   -7.28,   -6.92,   -8.20,   -8.34,   -8.01,   -9.74,   -8.46,   -9.91
197409,   -7.41,   -6.78,  -10.71,   -7.90,   -6.26,   -6.93,   -8.03,  -11.14,   -8.36,   -7.26,   -6.19,   -6.35,   -7.70,   -6.20,   -6.90,   -9.19,   -9.56,  -11.99
197410,    9.91,   10.70,   11.38,    9.39,   10.19,   11.59,   11.29,   11.22,   10.39,    7.98,   11.24,    9.01,   11.78,   11.41,   10.65,   11.95,   11.08,   11.30
197411,   -4.09,   -4.54,   -6.50,   -4.23,   -3.70,   -4.56,   -5.05,   -6.98,   -5.07,   -3.06,   -3.74,   -3.66,   -4.53,   -4.59,   -5.28,   -4.82,   -5.93,   -7.55
197412,   -7.56,   -5.96,   -8.77,   -8.63,   -5.01,   -6.47,   -6.69,   -9.09,  -10.11,   -6.55,   -4.90,   -5.14,   -6.85,   -6.10,   -5.77,   -7.63,   -8.17,   -9.59
197501,   32.44,   27.12,   31.40,   34.87,   26.68,   26.85,   28.09,   32.24,   38.13,   30.36,   26.43,   26.97,   28.42,   25.33,   27.72,   28.48,   29.19,   33.88
197502,    5.03,    4.91,    5.80,    5.22,    4.32,    5.10,    5.92,    5.60,    5.19,    5.27,    4.57,    4.03,    5.81,    4.40,    5.37,    6.48,    5.39,    5.72
197503,    8.76,    7.29,   10.84,    9.64,    7.11,    6.86,    7.92,   11.61,   11.34,    7.30,    6.60,    7.70,    7.20,    6.53,    7.70,    8.14,   10.13,   12.41
197504,    3.16,    3.92,    4.91,    3.21,    3.44,    3.60,    4.18,    5.21,    2.51,    4.17,    3.05,    3.90,    3.48,    3.71,    4.51,    3.85,    4.27,    5.72
197505,    7.47,    7.22,    8.87,    7.84,    6.26,    7.54,    7.60,    9.28,    9.59,    5.42,    6.53,    5.95,    8.52,    6.60,    7.76,    7.44,    7.03,   10.50
197506,    8.39,    8.10,    7.70,    8.62,    7.13,    8.32,    8.38,    7.76,    9.09,    7.98,    7.81,    6.36,    8.28,    8.35,    9.24,    7.49,    7.59,    7.85
197507,   -0.43,   -1.75,   -1.96,    0.28,   -2.00,   -1.61,   -1.99,   -1.92,    1.12,   -0.90,   -2.08,   -1.90,   -0.85,   -2.36,   -1.90,   -2.06,   -2.49,   -1.60
197508,   -6.03,   -4.03,   -5.28,   -6.55,   -4.61,   -3.67,   -4.56,   -5.50,   -8.13,   -4.35,   -4.82,   -4.38,   -3.84,   -3.50,   -4.39,   -4.69,   -5.01,   -5.77
197509,   -3.61,   -3.48,   -3.60,   -4.06,   -2.65,   -3.88,   -3.19,   -3.85,   -4.11,   -3.98,   -2.58,   -2.73,   -3.59,   -4.17,   -3.50,   -2.94,   -3.25,   -4.18
197510,    2.39,    3.10,    2.11,    2.05,    2.61,    3.42,    3.08,    1.95,    1.35,    3.03,    3.18,    1.96,    2.55,    4.30,    3.73,    2.56,    3.58,    1.04
197511,    2.30,    2.93,    2.11,    1.37,    3.49,    3.44,    2.64,    1.87,    0.71,    2.29,    4.47,    2.36,    3.45,    3.42,    2.51,    2.75,    3.45,    0.98
197512,    0.26,   -0.53,   -1.36,    0.63,   -0.51,   -0.29,   -1.42,   -1.27,    1.15,   -0.09,   -0.60,   -0.40,    0.03,   -0.62,   -1.19,   -1.60,   -1.54,   -1.12
197601,   23.62,   19.39,   19.83,   24.67,   20.76,   19.02,   18.88,   20.26,   27.16,   21.26,   21.18,   20.27,   19.64,   18.39,   19.15,   18.67,   18.59,   21.20
197602,   14.41,    8.68,    9.20,   15.84,   10.09,    8.60,    7.65,   10.04,   18.42,   12.30,   11.09,    8.94,    8.85,    8.34,    8.57,    6.91,    8.16,   11.09
197603,    2.45,    1.34,    1.44,    2.92,    1.13,    1.74,    0.85,    1.71,    3.25,    2.45,    1.36,    0.87,    2.12,    1.35,    1.03,    0.71,    1.45,    1.85
197604,   -1.41,   -0.85,   -1.38,   -1.45,   -1.12,   -0.66,   -1.00,   -1.56,   -1.36,   -1.59,   -1.29,   -0.93,   -1.26,   -0.05,   -1.16,   -0.87,   -1.35,   -1.69
197605,   -3.26,   -2.18,   -1.71,   -3.31,   -2.81,   -2.00,   -1.97,   -1.70,   -4.20,   -2.10,   -3.14,   -2.43,   -1.74,   -2.27,   -2.28,   -1.73,   -1.22,   -1.97
197606,    3.27,    3.35,    3.08,    2.81,    4.04,    2.67,    3.59,    3.13,    2.66,    3.01,    4.33,    3.71,    2.50,    2.85,    4.42,    2.94,    3.11,    3.13
197607,    0.22,    0.35,   -0.09,   -0.11,    0.58,    0.77,    0.55,   -0.53,   -0.01,   -0.26,    1.24,   -0.03,    0.76,    0.78,   -0.08,    1.12,   -0.73,   -0.41
197608,   -3.19,   -0.82,   -2.02,   -3.69,   -1.44,   -0.67,   -1.12,   -2.20,   -3.93,   -3.33,   -1.69,   -1.22,   -0.61,   -0.73,   -0.65,   -1.55,   -0.92,   -3.00
197609,    1.54,    2.17,    2.14,    1.22,    2.52,    1.90,    2.16,    2.18,    0.77,    1.88,    2.51,    2.53,    1.59,    2.24,    2.32,    2.02,    2.69,    1.86
197610,   -2.99,   -2.01,   -2.25,   -3.32,   -2.17,   -1.65,   -2.11,   -2.41,   -3.42,   -3.16,   -2.03,   -2.31,   -1.48,   -1.83,   -2.44,   -1.82,   -2.23,   -2.52
197611,    2.05,    2.94,    2.73,    1.79,    2.75,    3.09,    2.34,    3.08,    1.29,    2.52,    2.85,    2.65,    2.55,    3.69,    2.99,    1.76,    2.61,    3.38
197612,   11.31,    9.66,    9.35,   11.92,    9.53,    9.91,    9.30,    9.36,   12.28,   11.38,    9.49,    9.56,   10.30,    9.48,    9.26,    9.33,    8.33,   10.01
197701,    5.83,    2.06,    2.17,    6.65,    3.33,    1.98,    1.10,    2.46,    6.77,    6.46,    3.40,    3.26,    1.75,    2.23,    0.79,    1.38,    1.46,    3.08
197702,    0.52,    0.07,   -0.99,    0.78,   -0.01,   -0.31,   -0.11,   -1.04,    1.83,   -0.78,   -0.23,    0.19,   -0.08,   -0.56,    0.72,   -0.86,   -0.70,   -1.25
197703,    1.08,    0.79,    0.70,    1.17,    1.30,    0.46,    0.71,    0.57,    1.13,    1.22,    0.80,    1.76,    0.13,    0.83,    0.35,    1.04,    0.66,    0.52
197704,    2.06,    1.67,    1.32,    2.02,    1.90,    1.60,    1.66,    1.26,    2.27,    1.66,    2.19,    1.63,    1.70,    1.49,    1.88,    1.47,    0.94,    1.47
197705,    0.57,    0.12,    0.14,    0.36,    0.93,   -0.24,    0.30,    0.05,    0.03,    0.86,    1.20,    0.68,    0.01,   -0.52,    0.22,    0.37,    0.61,   -0.29
197706,    5.96,    5.22,    5.78,    6.12,    5.46,    5.14,    5.09,    6.03,    6.08,    6.18,    5.48,    5.43,    5.28,    4.98,    5.12,    5.07,    5.96,    6.08
197707,    1.38,    0.27,    1.20,    1.45,    0.64,    0.28,    0.82,    1.16,    1.56,    1.30,    1.13,    0.19,    0.31,    0.25,    0.34,    1.28,    1.01,    1.26
197708,   -0.95,   -0.56,   -0.59,   -0.92,   -0.74,   -0.64,   -0.49,   -0.64,   -0.26,   -1.81,   -1.06,   -0.45,   -0.85,   -0.43,   -0.54,   -0.44,   -0.98,   -0.43
197709,    1.20,    0.90,    1.55,    1.29,    1.04,    0.41,    1.39,    1.65,    1.16,    1.47,    0.92,    1.15,    0.80,    0.01,    1.53,    1.27,    1.07,    2.02
197710,   -2.62,   -2.16,   -2.86,   -2.87,   -1.89,   -2.23,   -2.43,   -2.97,   -3.19,   -2.43,   -1.86,   -1.92,   -1.80,   -2.67,   -2.30,   -2.56,   -3.15,   -2.86
197711,    7.60,    7.24,    7.13,    7.85,    6.83,    7.56,    7.28,    7.02,    8.39,    7.11,    6.84,    6.81,    8.12,    6.98,    7.12,    7.43,    6.46,    7.37
197712,    2.00,    1.57,    2.48,    1.86,    2.05,    1.69,    2.02,    2.38,    1.74,    2.03,    2.45,    1.69,    1.51,    1.88,    1.22,    2.78,    1.94,    2.65
197801,    0.12,   -2.05,   -2.58,    0.91,   -1.82,   -2.07,   -2.81,   -2.49,    1.64,   -0.09,   -2.39,   -1.31,   -2.69,   -1.44,   -2.80,   -2.82,   -2.66,   -2.39
197802,    3.37,    1.57,    2.15,    3.97,    1.93,    1.55,    1.41,    2.21,    3.78,    4.22,    1.48,    2.33,    2.19,    0.90,    0.80,    1.98,    2.74,    1.87
197803,    8.35,    5.89,    6.66,    8.93,    5.80,    6.44,    6.12,    6.68,    9.45,    8.23,    6.47,    5.19,    6.10,    6.80,    5.63,    6.58,    7.27,    6.31
197804,    8.49,    7.80,    8.52,    8.82,    7.70,    7.59,    8.16,    8.61,    9.35,    8.10,    7.43,    7.94,    7.80,    7.37,    8.04,    8.27,    7.24,    9.49
197805,    9.14,    5.21,    7.09,    9.90,    5.84,    5.13,    6.38,    7.05,   10.81,    8.67,    6.72,    5.06,    5.03,    5.23,    5.52,    7.18,    6.18,    7.61
