This file was created using the 202605 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on INV.

The portfolios are constructed at the end of June.  INV, investment, is the change
in total assets from the fiscal year ending in year t-2 to the fiscal year ending in t-1
divided by t-2 total assets.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weight Returns -- Monthly
,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
197605,    1103,    1075,    1168,     771,     620,     538,     562,     855,     447,     324,     332,     288,     270,     268,     249,     313,     308,     547
197606,    1103,    1070,    1165,     771,     619,     536,     560,     852,     447,     324,     332,     287,     268,     268,     247,     313,     308,     544
197607,    1310,    1284,    1241,     982,     681,     637,     624,     911,     585,     397,     328,     353,     334,     303,     294,     330,     349,     562
197608,    1308,    1281,    1239,     981,     680,     634,     622,     911,     585,     396,     327,     353,     332,     302,     294,     328,     349,     562
197609,    1304,    1278,    1235,     977,     679,     632,     621,     908,     582,     395,     327,     352,     331,     301,     294,     327,     348,     560
197610,    1298,    1276,    1235,     973,     677,     630,     621,     908,     579,     394,     325,     352,     330,     300,     294,     327,     348,     560
197611,    1296,    1275,    1234,     971,     677,     629,     621,     907,     578,     393,     325,     352,     329,     300,     294,     327,     348,     559
197612,    1293,    1274,    1231,     969,     675,     629,     621,     904,     576,     393,     324,     351,     329,     300,     294,     327,     347,     557
197701,    1287,    1271,    1228,     964,     674,     626,     620,     902,     573,     391,     323,     351,     329,     297,     294,     326,     346,     556
197702,    1283,    1263,    1224,     961,     669,     623,     619,     898,     570,     391,     322,     347,     326,     297,     293,     326,     345,     553
197703,    1280,    1259,    1222,     959,     668,     622,     616,     896,     570,     389,     321,     347,     325,     297,     290,     326,     344,     552
197704,    1278,    1254,    1221,     957,     666,     621,     613,     896,     568,     389,     321,     345,     325,     296,     288,     325,     344,     552
197705,    1274,    1254,    1221,     953,     666,     621,     613,     896,     565,     388,     321,     345,     325,     296,     288,     325,     344,     552
197706,    1270,    1250,    1214,     951,     663,     618,     612,     890,     564,     387,     319,     344,     324,     294,     288,     324,     342,     548
197707,    1316,    1281,    1310,    1003,     661,     607,     669,     967,     580,     423,     313,     348,     306,     301,     326,     343,     376,     591
197708,    1311,    1276,    1306,     999,     659,     604,     668,     963,     576,     423,     312,     347,     305,     299,     325,     343,     373,     590
197709,    1307,    1273,    1301,     995,     658,     602,     668,     958,     574,     421,     312,     346,     304,     298,     325,     343,     371,     587
197710,    1301,    1270,    1299,     989,     657,     600,     666,     958,     572,     417,     312,     345,     304,     296,     325,     341,     371,     587
197711,    1295,    1265,    1298,     985,     654,     597,     665,     957,     570,     415,     310,     344,     301,     296,     324,     341,     371,     586
197712,    1293,    1264,    1294,     983,     654,     596,     664,     954,     569,     414,     310,     344,     301,     295,     324,     340,     371,     583
197801,    1283,    1258,    1291,     979,     648,     592,     662,     951,     566,     413,     304,     344,     300,     292,     322,     340,     370,     581
197802,    1276,    1245,    1287,     974,     645,     587,     654,     948,     562,     412,     302,     343,     297,     290,     315,     339,     369,     579
197803,    1271,    1242,    1284,     971,     641,     586,     653,     946,     561,     410,     300,     341,     297,     289,     315,     338,     368,     578
197804,    1267,    1241,    1279,     968,     640,     585,     652,     942,     558,     410,     299,     341,     296,     289,     315,     337,     365,     577
197805,    1263,    1237,    1271,     964,     640,     583,     646,     938,     556,     408,     299,     341,     295,     288,     313,     333,     364,     574
197806,    1255,    1231,    1264,     957,     636,     581,     644,     932,     553,     404,     298,     338,     294,     287,     312,     332,     362,     570
197807,    1312,    1198,    1332,     981,     605,     588,     668,    1000,     585,     396,     331,     274,     291,     297,     336,     332,     374,     626
197808,    1308,    1194,    1327,     977,     604,     586,     664,     998,     582,     395,     331,     273,     291,     295,     335,     329,     374,     624
197809,    1296,    1186,    1322,     966,     602,     582,     661,     993,     576,     390,     330,     272,     288,     294,     332,     329,     372,     621
197810,    1291,    1180,    1318,     961,     600,     580,     657,     991,     573,     388,     330,     270,     288,     292,     330,     327,     372,     619
197811,    1282,    1176,    1315,     953,     599,     577,     655,     989,     568,     385,     329,     270,     286,     291,     329,     326,     372,     617
197812,    1280,    1172,    1307,     951,     599,     574,     653,     982,     567,     384,     329,     270,     285,     289,     328,     325,     370,     612
197901,    1273,    1170,    1300,     946,     596,     573,     651,     977,     563,     383,     327,     269,     285,     288,     328,     323,     370,     607
197902,    1258,    1168,    1291,     933,     594,     571,     648,     971,     556,     377,     325,     269,     285,     286,     328,     320,     367,     604
197903,    1252,    1162,    1285,     927,     593,     567,     647,     965,     552,     375,     325,     268,     283,     284,     327,     320,     366,     599
197904,    1248,    1157,    1283,     923,     591,     565,     646,     963,     549,     374,     325,     266,     281,     284,     326,     320,     364,     599
197905,    1248,    1147,    1274,     923,     591,     559,     638,     958,     549,     374,     325,     266,     276,     283,     322,     316,     363,     595
197906,    1245,    1143,    1269,     921,     588,     557,     636,     955,     548,     373,     324,     264,     275,     282,     322,     314,     362,     593
197907,    1259,    1179,    1387,     937,     608,     603,     654,    1023,     589,     348,     322,     286,     287,     316,     290,     364,     444,     579
197908,    1254,    1169,    1379,     932,     606,     597,     650,    1017,     586,     346,     322,     284,     286,     311,     288,     362,     441,     576
197909,    1244,    1160,    1377,     923,     603,     590,     650,    1015,     578,     345,     321,     282,     284,     306,     288,     362,     440,     575
197910,    1235,    1156,    1373,     917,     599,     588,     648,    1012,     574,     343,     318,     281,     283,     305,     287,     361,     439,     573
197911,    1231,    1155,    1371,     914,     598,     587,     648,    1010,     571,     343,     317,     281,     282,     305,     287,     361,     439,     571
197912,    1223,    1152,    1364,     909,     595,     584,     647,    1004,     567,     342,     314,     281,     281,     303,     287,     360,     437,     567
198001,    1214,    1150,    1356,     902,     592,     583,     642,    1001,     563,     339,     312,     280,     281,     302,     287,     355,     435,     566
198002,    1204,    1141,    1344,     892,     590,     577,     639,     991,     555,     337,     312,     278,     278,     299,     286,     353,     430,     561
198003,    1197,    1138,    1338,     887,     585,     577,     636,     988,     551,     336,     310,     275,     278,     299,     286,     350,     428,     560
198004,    1191,    1135,    1333,     882,     584,     575,     635,     983,     548,     334,     309,     275,     277,     298,     285,     350,     425,     558
198005,    1185,    1130,    1329,     876,     581,     574,     634,     979,     543,     333,     309,     272,     276,     298,     284,     350,     424,     555
198006,    1174,    1128,    1321,     869,     577,     573,     632,     972,     539,     330,     305,     272,     276,     297,     283,     349,     420,     552
198007,    1319,    1128,    1308,     989,     619,     577,     619,     951,     646,     343,     330,     289,     292,     285,     262,     357,     384,     567
198008,    1315,    1126,    1307,     985,     619,     575,     619,     950,     644,     341,     330,     289,     292,     283,     262,     357,     384,     566
198009,    1312,    1122,    1298,     984,     616,     573,     616,     943,     643,     341,     328,     288,     291,     282,     261,     355,     381,     562
198010,    1297,    1116,    1294,     972,     611,     570,     614,     940,     637,     335,     325,     286,     289,     281,     260,     354,     381,     559
198011,    1291,    1113,    1291,     967,     610,     567,     612,     939,     634,     333,     324,     286,     286,     281,     260,     352,     381,     558
198012,    1284,    1110,    1286,     962,     607,     565,     611,     935,     632,     330,     322,     285,     284,     281,     260,     351,     381,     554
198101,    1277,    1105,    1282,     958,     602,     563,     608,     933,     629,     329,     319,     283,     283,     280,     259,     349,     380,     553
198102,    1267,    1100,    1276,     950,     597,     562,     606,     928,     621,     329,     317,     280,     282,     280,     258,     348,     378,     550
198103,    1259,    1093,    1269,     943,     593,     559,     604,     922,     614,     329,     316,     277,     279,     280,     257,     347,     373,     549
198104,    1255,    1088,    1262,     940,     590,     556,     604,     915,     611,     329,     315,     275,     276,     280,     257,     347,     370,     545
198105,    1251,    1082,    1256,     936,     590,     551,     602,     910,     608,     328,     315,     275,     275,     276,     256,     346,     370,     540
198106,    1245,    1080,    1252,     932,     587,     551,     599,     908,     604,     328,     313,     274,     275,     276,     255,     344,     370,     538
198107,    1306,    1132,    1347,     964,     646,     573,     618,     984,     600,     364,     342,     304,     278,     295,     255,     363,     363,     621
198108,    1295,    1129,    1343,     954,     645,     571,     616,     981,     591,     363,     341,     304,     277,     294,     254,     362,     362,     619
198109,    1289,    1127,    1336,     950,     642,     571,     614,     975,     588,     362,     339,     303,     277,     294,     253,     361,     358,     617
198110,    1280,    1122,    1332,     941,     640,     569,     613,     971,     580,     361,     339,     301,     276,     293,     252,     361,     356,     615
198111,    1267,    1118,    1330,     929,     639,     566,     610,     971,     574,     355,     338,     301,     274,     292,     251,     359,     356,     615
198112,    1265,    1115,    1325,     927,     638,     565,     607,     968,     573,     354,     338,     300,     274,     291,     250,     357,     355,     613
198201,    1250,    1115,    1321,     917,     633,     565,     606,     965,     566,     351,     333,     300,     274,     291,     250,     356,     354,     611
198202,    1243,    1111,    1317,     912,     630,     562,     605,     962,     563,     349,     331,     299,     273,     289,     250,     355,     352,     610
198203,    1237,    1106,    1312,     907,     627,     559,     601,     961,     560,     347,     330,     297,     270,     289,     250,     351,     352,     609
198204,    1233,    1099,    1306,     904,     622,     556,     599,     957,     557,     347,     329,     293,     269,     287,     250,     349,     350,     607
198205,    1225,    1093,    1300,     896,     619,     554,     597,     952,     551,     345,     329,     290,     268,     286,     249,     348,     349,     603
198206,    1216,    1091,    1297,     888,     617,     553,     595,     951,     547,     341,     328,     289,     267,     286,     249,     346,     349,     602
198207,    1183,    1193,    1559,     885,     598,     593,     617,    1242,     516,     369,     298,     300,     305,     288,     300,     317,     457,     785
198208,    1174,    1192,    1556,     877,     597,     593,     615,    1240,     511,     366,     297,     300,     305,     288,     299,     316,     457,     783
198209,    1166,    1190,    1548,     869,     596,     592,     612,    1235,     507,     362,     297,     299,     304,     288,     299,     313,     455,     780
198210,    1153,    1184,    1540,     857,     592,     591,     608,    1229,     500,     357,     296,     296,     304,     287,     297,     311,     454,     775
198211,    1144,    1180,    1534,     848,     591,     588,     607,    1224,     493,     355,     296,     295,     302,     286,     297,     310,     452,     772
198212,    1137,    1175,    1528,     841,     590,     586,     603,    1220,     486,     355,     296,     294,     301,     285,     295,     308,     451,     769
198301,    1130,    1168,    1522,     834,     587,     584,     601,    1214,     482,     352,     296,     291,     301,     283,     293,     308,     450,     764
198302,    1119,    1158,    1513,     826,     582,     579,     595,    1208,     478,     348,     293,     289,     299,     280,     290,     305,     450,     758
198303,    1115,    1154,    1505,     822,     579,     578,     593,    1202,     475,     347,     293,     286,     299,     279,     290,     303,     449,     753
198304,    1110,    1146,    1503,     820,     574,     573,     592,    1200,     473,     347,     290,     284,     297,     276,     289,     303,     449,     751
198305,    1104,    1142,    1500,     814,     573,     571,     591,    1197,     467,     347,     290,     283,     296,     275,     288,     303,     448,     749
198306,    1101,    1136,    1495,     811,     572,     566,     590,    1193,     465,     346,     290,     282,     294,     272,     288,     302,     447,     746
198307,    1319,    1246,    1493,     965,     690,     625,     634,    1144,     605,     360,     354,     336,     317,     308,     285,     349,     388,     756
198308,    1310,    1243,    1489,     959,     686,     624,     633,    1140,     604,     355,     351,     335,     316,     308,     284,     349,     386,     754
198309,    1294,    1238,    1483,     947,     678,     624,     629,    1137,     599,     348,     347,     331,     316,     308,     283,     346,     386,     751
198310,    1287,    1230,    1478,     940,     678,     619,     626,    1132,     592,     348,     347,     331,     312,     307,     280,     346,     385,     747
198311,    1282,    1224,    1475,     936,     676,     616,     624,    1129,     589,     347,     346,     330,     311,     305,     278,     346,     385,     744
198312,    1273,    1224,    1471,     927,     676,     616,     624,    1125,     582,     345,     346,     330,     311,     305,     278,     346,     383,     742
198401,    1261,    1217,    1465,     918,     669,     614,     622,    1120,     575,     343,     343,     326,     310,     304,     277,     345,     383,     737
198402,    1248,    1209,    1455,     906,     667,     610,     619,    1110,     566,     340,     342,     325,     307,     303,     274,     345,     379,     731
198403,    1239,    1201,    1445,     900,     663,     604,     618,    1100,     562,     338,     339,     324,     304,     300,     273,     345,     375,     725
198404,    1234,    1198,    1438,     896,     662,     603,     615,    1094,     560,     336,     338,     324,     303,     300,     271,     344,     372,     722
198405,    1226,    1192,    1433,     888,     660,     600,     613,    1090,     553,     335,     338,     322,     301,     299,     270,     343,     370,     720
198406,    1220,    1186,    1426,     882,     658,     597,     610,    1085,     548,     334,     338,     320,     300,     297,     269,     341,     369,     716
198407,    1321,    1237,    1736,    1011,     617,     605,     634,    1427,     630,     381,     310,     307,     305,     300,     325,     309,     429,     998
198408,    1309,    1230,    1732,    1000,     614,     602,     629,    1426,     623,     377,     309,     305,     304,     298,     323,     306,     429,     997
198409,    1294,    1227,    1729,     987,     611,     600,     629,    1423,     616,     371,     307,     304,     304,     296,     323,     306,     427,     996
198410,    1268,    1221,    1722,     966,     604,     596,     628,    1417,     597,     369,     302,     302,     302,     294,     323,     305,     426,     991
198411,    1254,    1213,    1707,     953,     602,     590,     624,    1405,     586,     367,     301,     301,     299,     291,     322,     302,     420,     985
198412,    1235,    1200,    1697,     935,     595,     586,     619,    1397,     572,     363,     300,     295,     296,     290,     319,     300,     416,     981
198501,    1225,    1192,    1691,     925,     594,     581,     616,    1392,     567,     358,     300,     294,     295,     286,     317,     299,     415,     977
198502,    1212,    1185,    1678,     914,     591,     578,     610,    1382,     560,     354,     298,     293,     293,     285,     314,     296,     412,     970
198503,    1200,    1179,    1670,     906,     587,     574,     607,    1375,     556,     350,     294,     293,     290,     284,     312,     295,     409,     966
198504,    1191,    1174,    1663,     898,     584,     571,     607,    1368,     548,     350,     293,     291,     288,     283,     312,     295,     407,     961
198505,    1185,    1169,    1653,     893,     582,     569,     602,    1361,     544,     349,     292,     290,     286,     283,     310,     292,     406,     955
198506,    1167,    1162,    1645,     882,     574,     564,     601,    1353,     537,     345,     285,     289,     285,     279,     309,     292,     403,     950
198507,    1260,    1345,    1830,     938,     646,     658,     741,    1452,     584,     354,     322,     324,     311,     347,     363,     378,     467,     985
198508,    1250,    1337,    1824,     930,     641,     654,     739,    1447,     579,     351,     320,     321,     309,     345,     362,     377,     465,     982
198509,    1230,    1329,    1818,     913,     634,     651,     738,    1441,     567,     346,     317,     317,     306,     345,     361,     377,     463,     978
198510,    1222,    1322,    1810,     905,     631,     649,     733,    1436,     560,     345,     317,     314,     304,     345,     359,     374,     462,     974
198511,    1207,    1317,    1799,     892,     627,     647,     730,    1427,     548,     344,     315,     312,     304,     343,     358,     372,     459,     968
198512,    1190,    1306,    1791,     876,     624,     640,     727,    1420,     538,     338,     314,     310,     301,     339,     356,     371,     457,     963
198601,    1175,    1296,    1781,     864,     619,     635,     722,    1412,     527,     337,     311,     308,     300,     335,     353,     369,     453,     959
198602,    1168,    1290,    1766,     857,     614,     635,     716,    1402,     521,     336,     311,     303,     300,     335,     352,     364,     452,     950
198603,    1159,    1285,    1759,     850,     610,     634,     712,    1397,     515,     335,     309,     301,     299,     335,     350,     362,     452,     945
198604,    1145,    1278,    1747,     839,     603,     633,     709,    1386,     506,     333,     306,     297,     299,     334,     348,     361,     448,     938
198605,    1126,    1271,    1740,     826,     595,     630,     704,    1382,     498,     328,     300,     295,     297,     333,     346,     358,     447,     935
198606,    1109,    1264,    1730,     810,     592,     625,     703,    1373,     483,     327,     299,     293,     294,     331,     346,     357,     443,     930
198607,    1482,    1263,    1680,    1134,     700,     564,     724,    1303,     727,     407,     348,     352,     254,     310,     347,     377,     494,     809
198608,    1462,    1255,    1670,    1116,     697,     559,     720,    1295,     713,     403,     346,     351,     251,     308,     345,     375,     491,     804
198609,    1445,    1250,    1661,    1100,     695,     557,     713,    1291,     700,     400,     345,     350,     250,     307,     343,     370,     491,     800
198610,    1425,    1244,    1651,    1082,     692,     554,     707,    1285,     689,     393,     343,     349,     249,     305,     341,     366,     490,     795
198611,    1401,    1236,    1641,    1062,     685,     550,     704,    1277,     675,     387,     339,     346,     246,     304,     340,     364,     487,     790
198612,    1381,    1227,    1625,    1046,     677,     547,     700,    1263,     664,     382,     335,     342,     245,     302,     338,     362,     482,     781
198701,    1355,    1208,    1594,    1022,     667,     540,     687,    1241,     648,     374,     333,     334,     242,     298,     334,     353,     471,     770
198702,    1346,    1200,    1579,    1014,     665,     537,     675,    1234,     640,     374,     332,     333,     241,     296,     330,     345,     470,     764
198703,    1340,    1197,    1573,    1008,     664,     537,     670,    1231,     635,     373,     332,     332,     241,     296,     328,     342,     470,     761
198704,    1328,    1189,    1564,     999,     657,     535,     665,    1225,     631,     368,     329,     328,     240,     295,     326,     339,     469,     756
198705,    1316,    1185,    1556,     994,     648,     534,     661,    1220,     629,     365,     322,     326,     240,     294,     325,     336,     467,     753
198706,    1304,    1182,    1552,     984,     645,     532,     660,    1217,     622,     362,     320,     325,     239,     293,     325,     335,     465,     752
198707,    1507,    1365,    1786,    1138,     715,     679,     745,    1381,     675,     463,     369,     346,     345,     334,     340,     405,     474,     907
198708,    1495,    1357,    1778,    1128,     711,     675,     740,    1376,     670,     458,     367,     344,     343,     332,     338,     402,     473,     903
198709,    1484,    1350,    1759,    1119,     707,     672,     735,    1360,     666,     453,     365,     342,     343,     329,     336,     399,     464,     896
198710,    1465,    1346,    1753,    1102,     704,     669,     733,    1356,     652,     450,     363,     341,     342,     327,     336,     397,     461,     895
198711,    1450,    1339,    1738,    1090,     701,     664,     729,    1343,     643,     447,     360,     341,     341,     323,     334,     395,     457,     886
198712,    1432,    1328,    1727,    1072,     695,     661,     726,    1333,     628,     444,     360,     335,     338,     323,     332,     394,     451,     882
198801,    1412,    1318,    1717,    1054,     693,     653,     722,    1325,     615,     439,     358,     335,     335,     318,     330,     392,     450,     875
198802,    1401,    1308,    1711,    1043,     691,     647,     718,    1321,     609,     434,     358,     333,     332,     315,     328,     390,     448,     873
198803,    1382,    1302,    1697,    1028,     687,     642,     714,    1310,     599,     429,     354,     333,     330,     312,     327,     387,     445,     865
198804,    1375,    1293,    1676,    1024,     683,     635,     707,    1295,     595,     429,     351,     332,     325,     310,     326,     381,     440,     855
198805,    1363,    1287,    1659,    1014,     680,     631,     703,    1281,     590,     424,     349,     331,     322,     309,     325,     378,     438,     843
198806,    1344,    1274,    1639,     998,     671,     628,     693,    1267,     578,     420,     346,     325,     321,     307,     321,     372,     433,     834
198807,    1571,    1357,    1920,    1227,     664,     673,     755,    1529,     775,     452,     344,     320,     343,     330,     364,     391,     520,    1009
198808,    1558,    1351,    1905,    1215,     663,     669,     751,    1516,     768,     447,     343,     320,     341,     328,     362,     389,     515,    1001
198809,    1534,    1342,    1890,    1195,     655,     664,     749,    1503,     754,     441,     339,     316,     336,     328,     362,     387,     509,     994
198810,    1515,    1338,    1870,    1181,     650,     662,     744,    1486,     743,     438,     334,     316,     336,     326,     360,     384,     505,     981
198811,    1505,    1330,    1857,    1174,     646,     658,     739,    1475,     738,     436,     331,     315,     332,     326,     357,     382,     502,     973
198812,    1487,    1319,    1844,    1159,     643,     649,     736,    1463,     728,     431,     328,     315,     327,     322,     355,     381,     499,     964
198901,    1463,    1307,    1820,    1137,     636,     643,     730,    1444,     714,     423,     326,     310,     322,     321,     354,     376,     493,     951
198902,    1445,    1298,    1811,    1121,     633,     639,     723,    1438,     703,     418,     324,     309,     320,     319,     350,     373,     492,     946
198903,    1431,    1293,    1800,    1110,     630,     636,     719,    1429,     698,     412,     321,     309,     320,     316,     348,     371,     488,     941
198904,    1420,    1282,    1786,    1099,     625,     631,     716,    1417,     690,     409,     321,     304,     318,     313,     347,     369,     484,     933
198905,    1413,    1279,    1770,    1093,     623,     630,     711,    1405,     684,     409,     320,     303,     317,     313,     346,     365,     482,     923
198906,    1400,    1271,    1755,    1084,     617,     626,     704,    1395,     679,     405,     316,     301,     314,     312,     344,     360,     479,     916
198907,    1656,    1390,    1696,    1277,     700,     692,     758,    1315,     811,     466,     379,     321,     344,     348,     377,     381,     497,     818
198908,    1640,    1384,    1688,    1264,     696,     690,     753,    1309,     801,     463,     376,     320,     344,     346,     374,     379,     494,     815
198909,    1620,    1377,    1671,    1247,     692,     685,     750,    1294,     787,     460,     373,     319,     341,     344,     373,     377,     488,     806
198910,    1596,    1374,    1661,    1226,     688,     684,     747,    1286,     770,     456,     370,     318,     340,     344,     372,     375,     487,     799
198911,    1582,    1368,    1652,    1216,     684,     679,     745,    1278,     763,     453,     366,     318,     339,     340,     371,     374,     485,     793
198912,    1564,    1362,    1639,    1202,     678,     677,     740,    1268,     755,     447,     362,     316,     339,     338,     369,     371,     481,     787
199001,    1552,    1352,    1632,    1191,     676,     671,     735,    1263,     745,     446,     361,     315,     336,     335,     366,     369,     478,     785
199002,    1536,    1342,    1620,    1178,     669,     668,     731,    1252,     737,     441,     358,     311,     336,     332,     363,     368,     474,     778
199003,    1526,    1337,    1607,    1170,     666,     667,     727,    1240,     732,     438,     356,     310,     335,     332,     360,     367,     472,     768
199004,    1512,    1331,    1595,    1157,     663,     664,     721,    1233,     723,     434,     355,     308,     334,     330,     359,     362,     470,     763
199005,    1498,    1326,    1585,    1143,     661,     662,     719,    1224,     713,     430,     355,     306,     333,     329,     358,     361,     470,     754
199006,    1479,    1318,    1579,    1127,     656,     658,     716,    1219,     701,     426,     352,     304,     330,     328,     356,     360,     469,     750
199007,    1584,    1347,    1728,    1227,     649,     712,     716,    1355,     765,     462,     357,     292,     350,     362,     343,     373,     530,     825
199008,    1561,    1345,    1719,    1206,     646,     711,     715,    1347,     752,     454,     355,     291,     349,     362,     343,     372,     526,     821
199009,    1546,    1337,    1709,    1192,     644,     704,     715,    1337,     743,     449,     354,     290,     344,     360,     343,     372,     521,     816
199010,    1535,    1334,    1699,    1182,     643,     703,     710,    1330,     735,     447,     353,     290,     344,     359,     341,     369,     520,     810
199011,    1516,    1328,    1689,    1165,     639,     699,     705,    1325,     724,     441,     351,     288,     341,     358,     341,     364,     518,     807
199012,    1503,    1322,    1676,    1156,     632,     697,     703,    1313,     716,     440,     347,     285,     339,     358,     340,     363,     515,     798
199101,    1490,    1318,    1671,    1143,     632,     693,     702,    1309,     707,     436,     347,     285,     339,     354,     340,     362,     512,     797
199102,    1476,    1313,    1664,    1130,     630,     691,     700,    1302,     696,     434,     346,     284,     337,     354,     338,     362,     509,     793
199103,    1465,    1309,    1658,    1119,     629,     689,     699,    1296,     689,     430,     346,     283,     336,     353,     337,     362,     506,     790
199104,    1454,    1306,    1648,    1110,     627,     688,     697,    1286,     683,     427,     344,     283,     336,     352,     335,     362,     502,     784
199105,    1441,    1297,    1636,    1098,     625,     680,     695,    1276,     672,     426,     343,     282,     334,     346,     335,     360,     500,     776
199106,    1432,    1294,    1626,    1090,     622,     679,     694,    1267,     664,     426,     342,     280,     334,     345,     335,     359,     499,     768
199107,    1647,    1278,    1720,    1239,     721,     630,     754,    1301,     737,     502,     408,     313,     311,     319,     335,     419,     440,     861
199108,    1621,    1272,    1713,    1216,     716,     628,     749,    1297,     721,     495,     405,     311,     310,     318,     333,     416,     439,     858
199109,    1603,    1269,    1708,    1202,     712,     627,     746,    1293,     712,     490,     401,     311,     309,     318,     331,     415,     436,     857
199110,    1593,    1266,    1704,    1192,     710,     627,     745,    1289,     705,     487,     401,     309,     309,     318,     330,     415,     435,     854
199111,    1575,    1262,    1700,    1176,     708,     625,     741,    1287,     695,     481,     399,     309,     308,     317,     328,     413,     435,     852
199112,    1560,    1258,    1691,    1161,     707,     624,     738,    1279,     685,     476,     399,     308,     307,     317,     326,     412,     431,     848
199201,    1537,    1255,    1682,    1142,     702,     624,     735,    1271,     669,     473,     395,     307,     307,     317,     324,     411,     429,     842
199202,    1523,    1251,    1672,    1129,     700,     622,     732,    1263,     658,     471,     394,     306,     305,     317,     323,     409,     426,     837
199203,    1512,    1248,    1660,    1121,     696,     622,     728,    1253,     651,     470,     391,     305,     305,     317,     321,     407,     423,     830
199204,    1495,    1243,    1655,    1107,     692,     619,     726,    1249,     639,     468,     388,     304,     303,     316,     320,     406,     422,     827
199205,    1475,    1236,    1651,    1092,     683,     617,     725,    1245,     629,     463,     383,     300,     302,     315,     319,     406,     422,     823
199206,    1450,    1227,    1644,    1071,     676,     612,     724,    1238,     615,     456,     379,     297,     300,     312,     318,     406,     422,     816
199207,    1565,    1346,    1815,    1170,     712,     680,     718,    1446,     665,     505,     395,     317,     328,     352,     349,     369,     489,     957
199208,    1530,    1341,    1811,    1139,     707,     678,     715,    1443,     642,     497,     391,     316,     327,     351,     347,     368,     487,     956
199209,    1509,    1336,    1802,    1120,     705,     675,     710,    1437,     626,     494,     389,     316,     325,     350,     345,     365,     484,     953
199210,    1493,    1335,    1797,    1106,     703,     674,     710,    1432,     615,     491,     387,     316,     324,     350,     345,     365,     483,     949
199211,    1476,    1328,    1784,    1090,     701,     669,     707,    1421,     607,     483,     386,     315,     324,     345,     344,     363,     481,     940
199212,    1462,    1326,    1781,    1077,     700,     668,     704,    1420,     599,     478,     385,     315,     323,     345,     343,     361,     481,     939
199301,    1454,    1325,    1773,    1069,     699,     668,     702,    1414,     593,     476,     385,     314,     323,     345,     343,     359,     479,     935
199302,    1444,    1321,    1766,    1060,     698,     665,     699,    1409,     587,     473,     384,     314,     322,     343,     342,     357,     476,     933
199303,    1435,    1318,    1760,    1053,     695,     664,     696,    1405,     582,     471,     382,     313,     321,     343,     341,     355,     474,     931
199304,    1421,    1312,    1755,    1040,     692,     660,     695,    1401,     572,     468,     381,     311,     317,     343,     341,     354,     472,     929
199305,    1410,    1311,    1753,    1031,     689,     660,     694,    1400,     563,     468,     379,     310,     317,     343,     341,     353,     472,     928
199306,    1401,    1310,    1748,    1025,     686,     659,     693,    1396,     559,     466,     376,     310,     317,     342,     341,     352,     472,     924
199307,    1543,    1454,    1976,    1182,     752,     666,     835,    1538,     686,     496,     361,     391,     330,     336,     397,     438,     483,    1055
199308,    1530,    1446,    1970,    1169,     748,     664,     833,    1532,     677,     492,     361,     387,     328,     336,     395,     438,     479,    1053
199309,    1518,    1442,    1962,    1159,     744,     662,     830,    1527,     668,     491,     359,     385,     326,     336,     395,     435,     478,    1049
199310,    1510,    1438,    1957,    1152,     742,     660,     828,    1523,     662,     490,     358,     384,     326,     334,     394,     434,     478,    1045
199311,    1501,    1433,    1951,    1145,     740,     657,     825,    1518,     657,     488,     356,     384,     325,     332,     392,     433,     475,    1043
199312,    1493,    1427,    1947,    1137,     739,     654,     822,    1515,     650,     487,     356,     383,     325,     329,     390,     432,     475,    1040
199401,    1482,    1420,    1941,    1127,     737,     650,     820,    1509,     642,     485,     355,     382,     323,     327,     388,     432,     472,    1037
199402,    1473,    1417,    1933,    1119,     735,     648,     818,    1503,     637,     482,     354,     381,     321,     327,     388,     430,     470,    1033
199403,    1457,    1409,    1931,    1104,     729,     645,     818,    1501,     623,     481,     353,     376,     320,     325,     388,     430,     469,    1032
199404,    1447,    1406,    1928,    1097,     725,     643,     818,    1498,     618,     479,     350,     375,     319,     324,     388,     430,     467,    1031
199405,    1442,    1398,    1919,    1092,     722,     641,     813,    1491,     613,     479,     350,     372,     317,     324,     385,     428,     465,    1026
199406,    1433,    1392,    1912,    1085,     717,     638,     812,    1485,     609,     476,     348,     369,     315,     323,     385,     427,     463,    1022
199407,    1642,    1526,    2232,    1242,     805,     739,     849,    1765,     794,     448,     400,     405,     351,     388,     382,     467,     585,    1180
199408,    1637,    1522,    2221,    1239,     802,     737,     848,    1754,     792,     447,     398,     404,     350,     387,     381,     467,     581,    1173
199409,    1623,    1515,    2214,    1230,     795,     733,     846,    1748,     785,     445,     393,     402,     348,     385,     380,     466,     579,    1169
199410,    1608,    1507,    2206,    1216,     789,     732,     844,    1740,     775,     441,     392,     397,     348,     384,     378,     466,     577,    1163
199411,    1594,    1502,    2196,    1203,     786,     729,     843,    1731,     766,     437,     391,     395,     346,     383,     378,     465,     575,    1156
