This file was created using the 202605 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on VAR.

The portfolios are constructed at the end of each month.

The residual return variance is measured over 60 days up to formation month-end requiring at least 20 non-missing daily returns.  
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
199906,   5764.15,   5748.29,   3147.53,   1531.55,    358.29,   2800.70,   8804.52,   7667.71,   3964.08,   4159.33,   2156.35,   1653.87,   1445.36,    613.25,    253.56
199907,   5265.55,   6077.96,   4340.10,   1473.91,    438.90,   2182.20,   8402.04,   7939.75,   4255.34,   4593.03,   4037.69,   1391.87,   1527.46,    727.33,    330.30
199908,   6094.03,   5836.20,   3461.70,   1574.12,    421.60,   3678.63,   8692.53,   5601.59,   6041.48,   3984.91,   2908.42,   1914.84,   1325.01,    755.66,    301.13
199909,   5337.69,   6427.06,   3524.56,   1618.43,    411.48,   3079.40,   7722.18,   7251.25,   5480.21,   4648.96,   2544.38,   1828.84,   1448.02,    728.86,    302.96
199910,   5402.07,   6662.86,   2974.18,   1538.15,    465.75,   4558.47,   6207.73,   7203.96,   6113.11,   4137.90,   1917.23,   1985.02,   1198.87,    915.79,    301.58
199911,   5795.07,   5292.82,   3696.31,   1972.53,    493.44,   3222.58,   8810.40,   4372.84,   6181.53,   4925.75,   2682.88,   2384.93,   1665.30,    848.78,    345.51
199912,   5315.19,   5823.42,   3879.23,   1904.02,    637.25,   4049.11,   6615.28,   6283.54,   5279.83,   4717.61,   3055.36,   2724.34,   1226.14,   1185.17,    410.17
200001,   4755.08,   6228.53,   5163.32,   1619.76,    891.74,   2722.88,   6773.58,   5994.41,   6460.66,   7325.71,   3362.23,   2316.37,   1098.93,   1706.01,    612.32
200002,   2887.72,   7534.17,   4106.24,   2615.90,    876.13,   2157.16,   3812.81,   7181.18,   7877.13,   5775.73,   2666.77,   3444.39,   1893.58,   1410.29,    699.83
200003,   3318.29,   6614.86,   3785.85,   2672.24,   1111.31,   2215.42,   4623.15,   4554.28,   8300.27,   4241.42,   3385.67,   3231.75,   2224.94,   1893.89,    871.04
200004,   2817.53,   6895.83,   5423.99,   3096.58,   1089.98,   2370.42,   3274.42,   5587.10,   8237.43,   7526.23,   3736.80,   2935.92,   3210.05,   1898.76,    835.83
200005,   2884.58,   7150.93,   5894.59,   2579.45,    897.16,   2828.39,   2871.17,   8521.04,   5857.22,   6712.53,   5157.97,   2651.41,   2521.39,   1977.53,    625.00
200006,   3567.05,   5690.41,   6446.78,   2505.03,    838.02,   2526.27,   4898.96,   4082.02,   7440.40,   8222.59,   4690.62,   3663.04,   1484.71,   1765.30,    598.13
200007,   4341.26,   6177.23,   5609.25,   3023.33,    907.18,   3196.33,   5877.21,   4271.00,   7879.96,   7812.56,   3592.76,   4406.38,   2061.87,   1692.80,    700.04
200008,   4716.93,   6464.59,   5441.12,   2583.64,    783.43,   2492.84,   7762.41,   5319.93,   7551.47,   5900.22,   4982.24,   2295.09,   2799.39,   1394.11,    614.49
200009,   5039.82,   7254.58,   5187.17,   2710.90,    901.49,   3680.33,   6579.00,   8153.53,   6276.84,   6637.56,   3811.44,   2430.38,   2911.40,   1492.10,    735.04
200010,   4531.64,   7349.24,   4848.52,   2325.62,    947.97,   3394.32,   5964.29,   6779.77,   7915.10,   5073.45,   4601.57,   2382.46,   2267.81,   2078.01,    592.54
200011,   4229.98,   5774.34,   4566.45,   2900.04,   1024.46,   3099.35,   5577.38,   6233.55,   5297.54,   4723.23,   4421.26,   4259.64,   1953.33,   2526.79,    526.14
200012,   4203.94,   6081.80,   3485.85,   2676.72,    819.20,   2156.35,   7039.18,   5933.96,   6131.07,   3859.21,   3168.46,   3431.77,   2144.78,   1914.62,    432.78
200101,   4564.93,   5184.57,   4413.59,   2958.31,    770.80,   1972.49,   7868.59,   5642.89,   4673.93,   4878.60,   3962.31,   3243.43,   2717.38,   1765.26,    442.09
200102,   4712.78,   5832.00,   4453.56,   3147.27,    775.66,   2885.21,   7169.68,   4422.85,   7175.17,   3420.63,   5518.05,   3449.51,   2895.30,   1799.72,    457.65
200103,   4282.09,   6865.16,   3958.22,   2665.92,    546.03,   3758.89,   4980.56,   8734.37,   5028.63,   3795.81,   4079.68,   2997.66,   2377.96,   1237.66,    339.77
200104,   3881.87,   7849.50,   3423.09,   2241.94,    513.52,   3773.58,   4007.26,   9412.07,   6411.35,   4416.11,   2686.61,   3360.15,   1383.48,   1248.80,    287.34
200105,   5047.89,   7660.09,   4210.29,   1384.71,    759.78,   3350.12,   7433.03,   6138.95,   9023.29,   5328.00,   3183.72,   1746.11,   1056.61,   1586.78,    500.78
200106,   5741.26,   8548.67,   3173.29,   1847.75,    618.60,   2216.85,  10201.09,   7595.18,   9416.83,   3933.80,   2458.70,   1535.49,   2134.41,   1421.22,    380.84
200107,   7576.56,   6991.63,   2651.89,   1922.63,    542.64,   4680.72,  11213.73,   7439.22,   6487.13,   3331.06,   2081.67,   2769.94,   1300.69,   1307.38,    306.18
200108,   7239.77,   6855.68,   3609.68,   1753.75,    397.20,   5057.47,   9851.27,   9276.58,   4691.07,   4447.15,   2738.66,   1915.33,   1591.71,    782.19,    266.34
200109,   7863.29,   6084.58,   2869.10,   1702.94,    390.71,   5767.44,  10254.46,   6953.55,   5259.37,   3478.20,   2292.45,   2253.87,   1235.04,    759.40,    252.01
200110,   6839.68,   6832.01,   1898.59,   1479.18,    326.92,   5156.12,   8935.95,   7431.20,   6202.15,   2055.13,   1758.69,   1916.29,   1135.29,    703.65,    191.45
200111,   7843.98,   5708.43,   2404.27,   1426.67,    385.08,   6384.86,   9393.25,   7722.84,   3780.54,   2427.28,   2382.42,   1236.82,   1568.77,    835.84,    211.05
200112,   7925.28,   6043.86,   2707.74,   1741.39,    395.73,   5811.20,  10308.79,   7415.80,   4700.41,   3555.90,   1954.63,   1909.27,   1603.09,    749.78,    256.91
200201,   8413.21,   6134.47,   3174.44,   1517.46,    402.35,   8023.30,   8731.95,   7341.63,   5045.40,   3567.38,   2733.83,   1824.94,   1262.18,    879.28,    224.41
200202,   9962.77,   4892.34,   3170.67,   1435.45,    357.69,   8287.17,  11849.90,   5144.38,   4624.28,   4016.88,   2355.05,   1782.79,   1146.50,    794.34,    191.86
200203,   9426.27,   4570.74,   3085.92,   1681.94,    333.94,   8487.93,  10711.40,   5677.35,   3391.45,   4592.05,   1833.06,   2029.98,   1408.15,    678.21,    165.20
200204,   9841.02,   4683.96,   2818.42,   1742.15,    429.80,   7255.52,  13186.43,   5380.77,   3952.27,   2730.55,   2875.05,   2187.98,   1410.12,    806.30,    246.94
200205,   8146.90,   5639.64,   3232.34,   1418.91,    438.03,   8125.86,   8170.17,   7010.53,   4181.32,   3918.04,   2686.99,   1553.63,   1304.09,    831.20,    250.35
200206,   8589.53,   5702.49,   3413.52,   1352.00,    412.60,   8848.71,   8265.53,   6450.51,   5036.01,   4571.64,   2360.30,   1658.64,   1129.93,    861.82,    220.00
200207,   7012.26,   5841.63,   3175.82,   1400.69,    397.73,   6032.97,   8085.35,   6446.34,   5263.47,   4069.47,   2185.55,   1619.76,   1211.32,    869.91,    206.18
200208,   5536.55,   3606.90,   3849.45,   1177.90,    512.91,   4112.28,   7246.88,   3203.96,   4011.56,   5118.64,   2660.60,   1435.94,    921.30,   1234.52,    192.83
200209,   5066.92,   4257.91,   3596.20,   1405.34,    442.58,   3805.47,   6813.01,   5986.52,   2641.39,   4384.25,   2799.45,   1945.00,    974.49,    968.18,    198.01
200210,   4166.87,   4288.66,   2723.88,   1648.74,    286.14,   3203.88,   5544.44,   5810.23,   2877.08,   3033.47,   2406.23,   2452.95,   1044.46,    604.31,    142.46
200211,   5454.21,   4007.10,   2588.36,   1641.18,    283.45,   3817.46,   8061.61,   4219.73,   3719.83,   2609.90,   2569.89,   2179.89,   1218.99,    547.21,    162.70
200212,   4224.07,   5198.66,   2648.71,   1994.23,    331.85,   2626.94,   6841.74,   7425.59,   2827.86,   2609.59,   2676.95,   2633.36,   1437.90,    578.50,    225.96
200301,   5389.14,   3666.59,   2610.32,   1837.80,    262.80,   4361.48,   6872.11,   3692.36,   3561.67,   2852.76,   2358.61,   2695.30,   1187.20,    456.96,    177.12
200302,   6161.08,   3214.54,   2377.11,   1725.91,    264.44,   4150.46,   8692.35,   3942.99,   2504.15,   2504.58,   2234.81,   2137.21,   1393.49,    582.49,    134.69
200303,   6311.12,   3509.62,   2534.34,   1379.24,    225.29,   6924.76,   5597.00,   4551.41,   2328.05,   2811.94,   2244.00,   1622.70,   1196.18,    452.85,    120.91
200304,   6925.70,   3053.46,   2322.50,   1401.04,    234.87,   6482.54,   7357.13,   3023.70,   3073.51,   2942.99,   1752.37,   1709.24,   1164.45,    482.30,    117.94
200305,   7532.44,   3912.76,   2359.04,   1542.94,    271.86,   8247.79,   6746.72,   4135.97,   3659.89,   2748.41,   1956.97,   1984.51,   1209.75,    540.66,    147.98
200306,   8680.42,   4499.54,   2402.62,   1407.98,    380.44,   9860.42,   7441.83,   5346.92,   3656.24,   2428.58,   2367.71,   1835.08,   1048.83,    812.51,    208.82
200307,   9219.41,   5092.40,   2624.13,   1485.28,    340.94,  12038.27,   6351.21,   6621.71,   3513.69,   2800.33,   2434.00,   1755.71,   1267.92,    716.47,    218.75
200308,  10333.04,   5271.60,   2744.32,   1397.63,    374.41,  12111.05,   8431.57,   6920.91,   3904.41,   3140.33,   2388.14,   1671.75,   1152.78,    731.10,    240.69
200309,  11903.97,   5122.99,   2584.64,   1538.95,    372.88,  12275.71,  11454.96,   5577.74,   4708.59,   2716.80,   2456.70,   1666.05,   1409.71,    801.84,    237.05
200310,  11228.15,   4937.60,   2740.01,   1518.15,    369.37,  11623.57,  10802.28,   5594.81,   4335.51,   2997.81,   2480.26,   1886.66,   1199.25,    850.61,    242.22
200311,  11303.26,   4788.11,   3609.79,   1819.72,    431.45,  12951.18,   9615.73,   4855.96,   4655.46,   3475.35,   3710.37,   2025.89,   1663.30,    830.60,    286.81
200312,  11556.26,   4830.30,   3886.55,   1660.31,    423.37,  11370.30,  11699.19,   5945.27,   3912.09,   4615.03,   3170.84,   1975.75,   1407.88,    802.55,    284.60
200401,  11503.53,   6792.28,   3445.24,   1699.83,    407.64,  14664.00,   8343.06,   8806.47,   4887.27,   4057.71,   2969.20,   1965.06,   1426.08,    714.86,    287.86
200402,  11823.97,   7089.88,   3463.35,   1624.05,    454.59,  13672.89,   9966.40,  11643.32,   3815.37,   3957.09,   3024.57,   1949.29,   1291.09,    782.30,    332.44
200403,  12682.51,   6460.46,   3278.76,   1760.22,    461.32,  16852.13,   8587.24,   9709.04,   3263.22,   3828.10,   2765.82,   1984.89,   1554.80,    775.68,    341.22
200404,  13090.57,   5783.24,   3355.41,   1580.65,    478.18,  15092.20,  10888.05,   6008.24,   5583.62,   3393.30,   3322.96,   1886.35,   1341.97,    826.81,    329.77
200405,  13603.40,   6276.40,   2647.10,   1649.00,    436.45,  16125.68,  10881.37,   7772.92,   4963.56,   3007.41,   2334.20,   2245.38,   1206.71,    827.02,    308.76
200406,  14252.18,   6056.92,   2966.39,   1670.70,    479.16,  16373.21,  11909.33,   7541.26,   4483.14,   3514.89,   2485.53,   2306.65,   1167.86,    928.85,    329.88
200407,  15286.72,   5994.74,   2489.58,   1740.26,    468.88,  20250.56,  10270.84,   6961.25,   5100.62,   2720.92,   2286.89,   2364.70,   1325.25,    874.50,    336.51
200408,  13615.06,   6315.17,   2283.87,   1815.40,    415.41,  18486.77,   8660.88,   8120.55,   4605.23,   2334.52,   2219.34,   2434.46,   1340.28,    755.00,    285.53
200409,  13879.99,   5722.74,   2398.11,   1745.85,    404.26,  17885.27,   9771.44,   8004.95,   3571.48,   2422.05,   2365.64,   2352.38,   1327.11,    825.93,    263.14
200410,  12620.20,   5593.77,   2648.90,   1992.50,    496.40,  15843.00,   9560.59,   7343.22,   3746.82,   3072.04,   2260.58,   2364.05,   1750.56,   1032.76,    310.41
200411,  12901.38,   5125.45,   2465.07,   2458.78,    506.91,  15839.88,  10050.78,   6131.66,   4124.01,   2456.83,   2448.04,   2759.08,   2160.52,    990.25,    339.23
200412,  13238.95,   5071.82,   3367.26,   2126.79,    562.62,  17868.53,   8313.69,   5480.44,   4653.27,   3521.95,   3191.15,   2217.10,   2039.69,   1016.25,    401.97
200501,  14195.46,   5862.65,   3246.62,   2200.15,    675.35,  19317.96,   8935.82,   6848.32,   4903.00,   3319.08,   3160.70,   2399.52,   2028.58,   1621.58,    372.63
200502,  14048.47,   6770.36,   3220.90,   1974.92,    604.74,  19521.04,   9243.92,   8582.92,   5156.82,   3471.77,   2966.60,   2295.46,   1636.77,   1217.66,    381.65
200503,  14784.87,   5502.60,   3344.75,   1829.79,    634.72,  16318.59,  13489.13,   7324.56,   3955.27,   3929.44,   2800.72,   2414.36,   1371.25,   1249.85,    437.00
200504,  13280.23,   5995.83,   3485.26,   1496.81,    576.33,  16633.28,  10157.57,   7229.25,   4666.03,   4712.39,   2244.91,   1550.95,   1438.67,   1067.77,    408.89
200505,  13930.99,   5440.04,   3062.70,   1848.03,    467.14,  17858.49,   9983.59,   5373.76,   5490.53,   3744.01,   2444.56,   1846.81,   1838.06,    829.74,    348.91
200506,  15894.93,   6012.81,   3518.98,   1629.10,    503.34,  21514.09,   9898.36,   7545.39,   4515.86,   3992.90,   3028.81,   1609.22,   1638.77,    874.41,    349.19
200507,  16790.85,   6123.01,   3689.95,   1554.31,    476.06,  20965.97,  11879.65,   8513.13,   3984.62,   5151.32,   2379.58,   1677.08,   1451.19,    776.72,    346.47
200508,  16294.10,   7415.69,   3405.50,   1623.83,    565.95,  23398.33,   9664.87,   8500.84,   6392.67,   4251.65,   2583.87,   1902.53,   1383.78,   1111.81,    339.20
200509,  16189.20,   6119.71,   3019.91,   1758.69,    581.19,  18783.14,  13604.68,   7259.13,   5112.38,   3787.22,   2354.33,   2351.92,   1315.22,   1108.82,    342.68
200510,  13556.23,   6610.59,   3358.08,   1878.81,    550.49,  19689.68,   7388.89,   7944.18,   5253.29,   4012.37,   2783.30,   1970.08,   1801.90,   1073.55,    331.33
200511,  12974.98,   5418.77,   3265.18,   1994.01,    561.10,  17088.72,   8734.38,   6521.24,   4548.96,   3866.27,   2671.84,   2355.09,   1689.03,   1168.85,    298.01
200512,  12127.63,   6009.81,   3721.80,   2101.58,    593.86,  17558.90,   6479.43,   7229.21,   4898.22,   4216.41,   3176.85,   1828.97,   2315.21,   1040.88,    376.96
200601,  13814.66,   5219.16,   3008.15,   2438.28,    640.11,  15631.21,  11727.58,   4849.83,   5507.70,   3976.09,   2131.56,   2806.40,   2166.61,   1286.97,    387.48
200602,  12821.52,   6118.79,   2974.63,   2646.29,    728.77,  14349.07,  11310.69,   7019.45,   5283.47,   3552.38,   2453.99,   3213.15,   2231.38,   1598.97,    406.67
200603,  13702.38,   5596.27,   3045.72,   2384.96,    755.28,  16393.70,  10453.98,   6584.10,   4700.52,   3592.14,   2520.63,   3161.03,   1778.12,   1624.06,    425.10
200604,  13682.34,   5496.22,   3423.08,   2168.44,    772.90,  17042.44,  10331.59,   6291.94,   4662.05,   3873.64,   2938.29,   2816.01,   1620.99,   1452.24,    552.14
200605,  13991.39,   5467.07,   3577.44,   2124.47,    785.86,  18741.53,   9124.28,   7713.97,   3213.55,   2760.12,   4336.03,   2699.18,   1580.48,   1364.35,    531.23
200606,  14507.01,   5495.93,   2910.02,   2039.75,    740.19,  19363.97,   9609.10,   6811.02,   4157.95,   2987.23,   2812.99,   2528.07,   1581.98,   1333.18,    495.29
200607,  14943.35,   5593.62,   3248.78,   1867.91,    651.61,  17852.01,  12017.90,   6807.16,   4301.20,   3020.08,   3445.68,   2355.49,   1466.76,   1097.95,    458.32
200608,  14138.71,   6247.71,   3001.36,   1907.28,    633.22,  16363.43,  12014.77,   8001.48,   4471.71,   3640.23,   2376.30,   2412.36,   1425.67,    960.70,    478.42
200609,  14430.75,   5505.01,   2948.91,   2100.98,    647.38,  16631.37,  12349.90,   7123.98,   4010.80,   3537.78,   2384.84,   2538.12,   1672.69,   1201.66,    419.02
200610,  12351.56,   6328.46,   3141.30,   2143.82,    692.27,  13697.88,  10714.32,   7501.23,   5393.51,   3806.42,   2617.39,   2286.99,   1996.07,   1280.90,    431.75
200611,  12878.42,   6758.91,   3541.59,   2124.04,    780.16,  15056.14,  10517.74,   7193.71,   6315.10,   4163.80,   2966.59,   2411.47,   1909.40,   1497.07,    449.59
200612,  12520.67,   6924.46,   3791.55,   2288.91,    743.24,  16397.31,   8785.86,   6359.80,   7292.85,   4368.49,   3159.39,   2477.36,   2078.33,   1412.78,    491.89
200701,  13446.91,   7028.18,   3566.39,   2525.66,    706.70,  15593.01,  11491.19,   7142.47,   6842.23,   3416.90,   3666.61,   3497.39,   1606.26,   1461.07,    448.02
200702,  13883.37,   6575.97,   4287.88,   2795.17,    705.19,  13804.89,  13895.63,   6905.02,   6265.88,   5743.16,   2971.06,   3592.32,   2002.65,   1304.22,    451.03
200703,  13296.80,   7333.75,   4046.61,   2406.14,    677.85,  12922.32,  13537.63,   8161.33,   6568.06,   4498.08,   3630.07,   3094.41,   1758.01,   1316.13,    424.74
200704,  13192.49,   8629.89,   3742.87,   2278.98,    622.29,  17427.58,   9274.32,  11459.50,   6193.80,   4960.65,   2772.31,   2781.72,   1938.50,   1193.67,    396.35
200705,  16668.22,   7644.65,   3898.32,   2013.99,    602.44,  20274.23,  13286.64,   9420.05,   6043.17,   3861.27,   3919.79,   2127.40,   1896.76,    978.60,    439.51
200706,  16972.62,   7962.53,   4339.74,   1925.71,    668.78,  16936.40,  16849.96,   9969.46,   5829.98,   5296.33,   3515.03,   2367.31,   1572.72,   1077.91,    461.31
200707,  15641.03,   8521.55,   3841.18,   1881.39,    670.58,  21438.69,  10533.57,  10129.09,   6874.11,   4353.93,   3365.55,   2634.36,   1292.31,   1065.74,    470.33
200708,  16402.80,   6653.93,   4154.66,   1710.01,    667.36,  22583.27,  11140.72,   7776.73,   5612.73,   5429.40,   2951.97,   2127.15,   1339.84,   1140.49,    459.24
200709,  20638.55,   6240.42,   2595.23,   1344.20,    495.38,  29891.75,  11325.27,   7829.12,   4756.19,   2761.28,   2427.49,   1531.82,   1201.04,    708.24,    376.54
200710,  21800.43,   5586.10,   2623.26,   1527.19,    477.82,  31539.85,  12698.93,   6074.43,   5089.74,   2960.11,   2307.35,   1588.45,   1452.82,    682.79,    369.09
200711,  21157.70,   5946.83,   3215.87,   1400.52,    576.82,  27785.89,  14237.86,   6284.85,   5596.73,   3713.34,   2727.71,   1624.39,   1204.97,   1047.45,    334.74
200712,  18306.95,   6718.65,   3377.74,   1536.25,    596.25,  25623.28,  11462.04,   6636.61,   6738.31,   3724.99,   3051.90,   1952.65,   1210.13,    905.55,    436.91
200801,  18318.66,   8120.03,   3560.25,   1510.81,    551.58,  24973.68,  11306.93,   9239.98,   7095.13,   4413.16,   2737.31,   1713.03,   1325.35,    917.44,    385.47
200802,  17452.39,   7768.67,   3374.47,   1575.20,    452.91,  24724.04,  10026.03,   9844.23,   5575.21,   4009.07,   2832.16,   1848.32,   1332.15,    656.54,    316.45
200803,  16477.47,   6676.13,   3443.98,   1464.83,    487.69,  22027.06,  11190.83,   8202.62,   5308.80,   4006.18,   2979.92,   1901.78,   1091.00,    753.05,    308.74
200804,  15001.10,   7076.81,   3279.23,   1519.14,    460.97,  18473.21,  11622.01,   8486.29,   5845.53,   3886.03,   2649.22,   1910.74,   1205.22,    602.20,    369.45
200805,  15115.95,   6718.92,   3583.42,   1453.80,    686.15,  18483.89,  11846.36,   8265.73,   5303.93,   4396.17,   2704.55,   1910.26,   1128.46,   1228.29,    437.91
200806,  16414.58,   7239.17,   3093.87,   1900.22,    633.24,  17140.33,  15580.87,   9202.90,   5648.59,   3582.27,   2613.42,   1804.02,   1976.43,   1081.43,    434.31
200807,  14969.05,   7145.94,   2341.43,   1825.95,    521.91,  16524.58,  13713.71,   9328.04,   5243.24,   2648.13,   2057.65,   1909.17,   1744.72,   1155.03,    260.70
200808,  15774.91,   5239.61,   3539.45,   1670.18,    504.05,  18328.86,  13709.70,   5481.07,   5011.22,   3961.09,   3121.18,   1238.25,   2073.69,    894.87,    320.05
200809,  16073.55,   5268.72,   3514.92,   1819.72,    503.63,  23450.70,  10151.52,   7644.32,   3190.08,   4159.53,   2954.08,   2284.78,   1478.85,    759.63,    358.42
200810,  13982.16,   4840.70,   3031.05,   1653.05,    526.74,  18694.59,  10066.28,   5527.19,   4171.43,   3294.09,   2769.83,   2344.26,   1040.51,    878.29,    271.71
200811,  11393.45,   4509.59,   2320.99,    993.31,    322.66,  14248.97,   8838.63,   5065.47,   3924.32,   2874.71,   1815.80,   1178.80,    842.89,    399.93,    262.50
200812,  11171.45,   4095.54,   2005.41,    747.75,    272.15,  15662.06,   6273.13,   4243.01,   3886.81,   2586.24,   1522.41,    868.60,    645.59,    430.15,    138.52
200901,  11823.18,   4541.49,   1649.47,    746.94,    221.83,  17064.65,   6986.73,   5174.72,   3997.54,   2074.75,   1296.54,    977.91,    575.58,    356.16,    105.26
200902,  11245.15,   3610.95,   2416.19,    684.56,    175.94,  16766.03,   7038.77,   4484.56,   2809.60,   3040.22,   1818.72,   1038.52,    397.38,    312.01,     79.98
200903,  10457.20,   3245.62,   1801.84,    592.81,    130.64,  14107.64,   7438.28,   4005.72,   2541.52,   1781.99,   1805.20,    771.21,    469.09,    250.86,     63.08
200904,  10550.81,   3688.24,   1928.57,    890.45,    175.12,  12787.92,   8660.33,   4808.79,   2569.41,   2325.78,   1545.46,   1199.53,    631.77,    253.88,    113.70
200905,  12017.40,   3887.68,   1899.74,   1042.71,    235.16,  16690.38,   8128.89,   4949.84,   2899.08,   2690.56,   1236.23,   1512.71,    716.33,    361.89,    126.39
200906,  12174.73,   4691.74,   2172.50,    957.32,    274.88,  17655.56,   8225.66,   6438.34,   3319.47,   2666.90,   1757.39,   1114.83,    821.40,    452.48,    123.61
200907,  14228.11,   4552.62,   1835.10,    945.86,    239.22,  20013.80,   9861.56,   6260.52,   2919.61,   1865.84,   1807.99,   1134.06,    777.41,    405.53,    128.86
200908,  15243.41,   5960.62,   2268.81,   1059.93,    199.84,  19490.89,  11542.22,   7625.06,   4366.36,   2957.60,   1697.61,   1317.64,    842.48,    323.80,    124.24
200909,  16648.52,   5235.24,   2233.34,   1133.51,    252.42,  20955.53,  12985.34,   6746.77,   3885.26,   2687.90,   1864.17,   1600.05,    731.68,    443.30,    147.62
200910,  15297.43,   6145.66,   2387.71,   1041.31,    349.20,  19015.99,  12115.95,   7017.53,   5313.25,   2534.98,   2246.43,   1397.78,    759.94,    507.87,    263.12
200911,  15084.05,   6026.31,   2381.29,    955.94,    347.81,  16443.68,  13736.10,   8150.34,   3881.92,   2856.42,   1873.73,   1249.45,    721.55,    629.65,    199.99
200912,  15401.68,   6602.84,   2756.59,   1171.14,    331.62,  18610.66,  12706.77,   9231.62,   4411.84,   3642.20,   1889.43,   1405.54,    996.55,    558.40,    212.69
201001,  15855.36,   7365.83,   2752.76,   1201.32,    347.79,  18530.13,  13606.80,   9353.71,   5807.15,   3277.75,   2269.88,   1615.95,    844.96,    568.70,    242.93
201002,  15489.81,   7081.66,   2989.73,   1406.84,    309.46,  20071.77,  11588.23,   8009.85,   6200.79,   3532.68,   2462.59,   2051.23,    911.56,    562.88,    188.71
201003,  16735.08,   6273.81,   3113.71,   1501.03,    303.88,  22716.99,  11535.75,   7663.06,   4991.14,   3826.54,   2507.47,   2276.09,    897.63,    526.79,    195.93
201004,  17544.83,   7127.16,   3025.73,   1596.11,    336.88,  23262.46,  12545.29,   8329.34,   5827.90,   3127.16,   2896.14,   2008.23,   1266.83,    549.10,    235.32
201005,  19193.68,   6544.74,   2575.59,   1618.46,    372.86,  26128.93,  13585.61,   8556.96,   4723.82,   2830.91,   2334.62,   2160.41,   1164.70,    592.18,    269.52
201006,  17865.76,   5821.97,   2516.12,   1497.93,    326.60,  23365.90,  13282.41,   7877.74,   4239.27,   2820.30,   2202.99,   1824.12,   1211.71,    544.70,    228.00
201007,  16567.31,   5415.79,   2578.85,   1127.37,    305.38,  20490.61,  13287.84,   6681.01,   4338.39,   2914.63,   2252.85,   1539.57,    785.20,    518.63,    218.10
201008,  17014.73,   6005.79,   3136.78,   1354.12,    327.49,  20630.78,  13841.08,   8080.05,   4219.51,   4242.87,   1967.81,   1668.08,   1074.38,    627.83,    205.48
201009,  15305.14,   6685.70,   3014.88,   1114.36,    320.15,  18528.83,  12247.98,   9123.61,   4598.10,   3555.21,   2440.72,   1397.48,    857.72,    607.74,    208.68
201010,  15759.50,   7762.34,   3254.63,   1418.74,    384.74,  22670.06,   9245.32,  10505.95,   5207.17,   3791.50,   2739.33,   1788.43,   1142.59,    669.01,    246.31
201011,  15676.93,   7194.19,   4051.20,   1546.47,    456.99,  22486.22,  10046.18,   7614.77,   6734.13,   4293.34,   3784.44,   2211.93,   1022.94,    819.22,    274.77
201012,  15962.59,   7318.11,   3277.77,   1808.29,    498.91,  20144.96,  12025.10,   7179.13,   7371.07,   3398.15,   3179.51,   2307.40,   1372.04,    911.84,    319.28
201101,  17562.61,   7783.68,   4050.10,   1699.12,    474.22,  21323.11,  14281.12,   8611.81,   6843.56,   4129.52,   3939.12,   1784.22,   1625.01,    790.48,    330.45
201102,  18264.28,   7648.38,   3841.46,   1890.56,    612.54,  22611.64,  14998.36,   8656.12,   6800.60,   5358.23,   2506.45,   2319.52,   1589.90,   1141.95,    402.91
201103,  18330.28,   7356.54,   3356.79,   2378.83,    615.18,  19137.16,  17588.12,   8742.70,   6154.86,   3783.47,   2861.26,   2769.41,   2051.38,   1029.46,    412.34
201104,  15829.76,   8272.33,   3721.71,   2436.76,    653.83,  16142.24,  15588.17,  12332.55,   4751.40,   3853.95,   3570.20,   2567.17,   2311.14,   1207.32,    395.35
201105,  15539.72,   8476.35,   4487.53,   2299.42,    673.50,  16902.55,  14305.90,  11431.14,   5612.33,   5153.62,   3753.70,   2818.83,   1786.89,   1133.01,    449.18
201106,  17370.11,   7725.88,   4179.32,   2034.08,    621.33,  18680.37,  16143.61,  10348.53,   5381.84,   4346.05,   3998.71,   2282.93,   1800.31,   1108.38,    411.65
201107,  17128.11,   8402.61,   4360.36,   1907.39,    538.32,  20904.04,  13833.30,  11604.60,   5502.66,   4958.47,   3713.58,   2395.49,   1436.78,   1019.44,    311.33
201108,  17821.30,   8092.55,   3840.95,   1757.70,    544.02,  21270.42,  14818.28,   8888.97,   7332.67,   4760.69,   2895.00,   1917.88,   1622.69,   1031.19,    304.32
201109,  18741.96,   6696.50,   3457.00,   1474.34,    426.07,  21247.77,  16243.27,   9065.09,   4622.33,   4166.01,   2907.20,   1870.10,   1147.32,    742.70,    274.73
201110,  18015.05,   5318.15,   3163.59,   1162.86,    377.31,  24843.37,  11979.92,   7076.75,   4027.97,   3293.11,   3054.13,   1441.02,    935.71,    639.56,    253.92
201111,  19024.90,   6489.54,   3533.81,   1488.44,    492.98,  24971.18,  13797.02,   8922.62,   4266.95,   3598.33,   3456.03,   1682.49,   1317.77,    869.10,    306.35
201112,  18764.97,   7082.75,   2988.44,   1526.56,    443.59,  24858.05,  13158.04,   9048.35,   5139.23,   3303.06,   2716.44,   1785.83,   1309.46,    752.11,    292.31
201201,  18802.55,   7455.35,   3007.61,   1551.52,    411.34,  24140.01,  14345.01,  10071.20,   5252.45,   3661.46,   2484.14,   2034.17,   1224.50,    654.15,    282.87
