This file was created using the 202605 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on OP.

The portfolios are constructed at the end of June.  OP, operating profitability, is
operating profits (sales minus cost of goods sold, minus selling, general, and
administrative expenses, minus interest expense) divided by book equity
at the last fiscal year end of the prior calendar year.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

Please be aware that some of the value-weight averages of operating profitability for
deciles 1 and 10 are extreme. These are driven by extraordinary values of OP for
individual firms. We have spot checked the accounting data that produce the
extraordinary values and all the numbers we examined accurately reflect the
data in the firm's accounting statements.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weight Returns -- Monthly
,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
  1971,   16.20,   20.25,   26.16,   16.12,   17.38,   19.80,   22.69,   27.76,   14.10,   18.85,   16.13,   18.48,   21.72,   17.96,   23.03,   22.25,   27.78,   27.69
  1972,    3.68,    6.17,    5.09,    2.65,    6.58,    6.31,    7.22,    3.31,   -0.82,    8.11,    6.54,    6.71,    2.88,    9.98,    5.42,    8.96,    6.05,    0.73
  1973,  -31.09,  -33.10,  -39.90,  -31.46,  -30.22,  -33.07,  -35.17,  -42.05,  -33.31,  -28.55,  -30.06,  -30.40,  -33.79,  -32.33,  -35.55,  -34.82,  -40.96,  -42.96
  1974,  -19.94,  -22.78,  -27.16,  -20.55,  -20.79,  -21.20,  -25.86,  -27.40,  -21.06,  -20.76,  -17.86,  -23.84,  -20.75,  -21.62,  -25.00,  -26.64,  -26.88,  -27.79
  1975,   76.68,   65.68,   71.50,   77.47,   67.48,   67.33,   67.75,   72.30,   85.92,   67.42,   72.63,   62.38,   72.21,   62.92,   65.55,   69.63,   68.62,   75.10
  1976,   53.49,   47.49,   47.34,   54.02,   52.04,   47.49,   47.59,   45.91,   56.71,   49.27,   52.81,   51.19,   46.44,   48.27,   44.07,   50.97,   45.11,   46.31
  1977,   23.42,   20.20,   21.31,   24.09,   20.92,   18.91,   21.68,   21.44,   25.23,   22.29,   21.34,   20.44,   19.84,   18.02,   22.55,   20.97,   21.02,   21.72
  1978,   28.56,   21.91,   26.42,   30.86,   22.12,   19.72,   24.40,   27.02,   33.67,   26.18,   19.64,   24.19,   19.13,   20.31,   23.64,   25.15,   22.55,   30.19
  1979,   44.47,   37.57,   41.30,   46.60,   38.06,   37.41,   38.93,   41.98,   49.33,   41.41,   38.42,   37.31,   36.27,   38.26,   38.19,   39.70,   38.77,   44.30
  1980,   40.24,   37.68,   48.54,   41.60,   36.89,   35.62,   41.62,   50.91,   44.76,   34.69,   35.39,   38.34,   33.83,   37.38,   40.56,   42.64,   45.43,   54.89
  1981,   -2.46,    7.25,    3.17,   -5.23,    7.05,    8.34,    5.41,    2.52,  -10.59,    8.05,    7.71,    6.41,    7.81,    8.76,    5.94,    4.89,    7.81,   -0.99
  1982,   23.15,   31.37,   27.66,   20.71,   30.93,   33.83,   28.59,   26.92,   16.39,   31.46,   32.28,   29.66,   35.13,   32.50,   27.74,   29.50,   27.59,   26.38
  1983,   40.33,   39.83,   29.97,   41.55,   39.41,   38.02,   37.41,   28.74,   41.52,   38.78,   37.31,   41.57,   40.86,   35.29,   41.66,   33.11,   33.80,   25.76
  1984,  -19.28,   -1.38,   -4.25,  -22.62,   -3.13,   -2.05,   -0.30,   -6.17,  -27.15,  -12.49,   -5.90,    0.18,   -2.67,   -1.42,   -1.59,    0.97,   -0.34,   -9.34
  1985,   14.46,   29.91,   33.42,   12.23,   25.38,   31.37,   31.36,   34.25,    9.82,   17.94,   25.29,   25.10,   32.11,   30.49,   31.58,   31.21,   38.07,   31.84
  1986,    2.56,   10.98,    8.62,    2.69,    5.04,   10.79,   11.99,    7.93,    2.51,    4.07,    0.86,    9.64,   10.87,   10.68,   13.15,   10.90,    9.43,    6.55
  1987,  -10.56,   -3.48,   -9.06,  -11.84,   -6.15,   -2.03,   -2.74,  -11.12,  -12.49,   -9.91,   -4.17,   -8.71,   -1.03,   -3.22,   -1.39,   -3.85,   -7.73,  -13.35
  1988,   16.25,   27.11,   25.81,   14.92,   25.26,   26.48,   25.93,   25.89,   12.11,   22.64,   22.62,   28.05,   27.83,   25.12,   26.61,   25.48,   26.89,   24.84
  1989,    8.92,   17.91,   19.61,    7.87,   14.63,   18.67,   19.92,   18.81,    6.07,   13.25,   13.46,   16.18,   20.02,   17.21,   18.32,   21.38,   16.54,   20.80
  1990,  -21.75,  -15.41,  -19.26,  -22.79,  -17.69,  -14.28,  -15.98,  -20.33,  -22.87,  -22.69,  -17.29,  -18.26,  -16.90,  -11.36,  -15.12,  -16.83,  -21.53,  -18.81
  1991,   60.88,   44.90,   54.85,   63.89,   47.04,   45.03,   46.46,   57.88,   69.93,   47.94,   48.59,   44.31,   45.03,   45.07,   44.70,   48.05,   57.54,   58.05
  1992,   31.30,   23.92,   24.15,   33.00,   23.34,   24.06,   23.25,   24.88,   35.29,   26.42,   23.17,   23.41,   21.28,   26.60,   24.21,   22.30,   23.96,   25.49
  1993,   29.15,   21.15,   17.56,   30.01,   25.41,   22.28,   14.94,   18.50,   31.05,   28.18,   25.60,   25.14,   23.47,   20.96,   14.84,   15.27,   16.50,   19.93
  1994,   -8.92,    0.24,   -1.79,  -10.84,    0.49,    0.24,   -0.61,   -2.65,  -15.88,    1.16,   -0.72,    1.82,   -0.71,    1.23,   -1.62,    0.48,   -2.84,   -2.38
  1995,   33.31,   28.03,   32.98,   33.62,   28.76,   28.57,   31.16,   33.10,   35.48,   29.33,   31.85,   25.73,   27.80,   29.30,   29.69,   32.53,   33.31,   32.66
  1996,   15.82,   23.53,   22.03,   15.31,   21.41,   22.87,   25.52,   19.94,   10.90,   26.11,   19.85,   23.28,   22.43,   23.30,   24.66,   26.39,   20.46,   19.60
